id,symbol,signal_type,close_reason,signal_price,entry_price,price_change_at_entry,entry_ts,entry_delay_sec,leverage,tp_pct,sl_pct,tp_price,sl_price,score,entry_score,min_score_at_entry,entry_mode,triggered_count,status,exit_price,exit_ts,pnl_pct,ml_label,price_15m,price_30m,price_60m,price_15m_ts,price_30m_ts,price_60m_ts,f_rsi_5m,f_large_sell_cluster,f_rsi,f_vwap_extension,f_volume_zscore,f_trade_imbalance,f_large_buy_cluster,f_price_acceleration,f_consecutive_greens,f_ob_bid_thinning,f_spread_expansion,f_momentum_loss,f_upper_wick,f_funding_rate,volume_24h_usdt,price_change_5m,price_change_1h,spread_pct,bid_depth_change_5m,btc_change_15m,funding_rate_at_signal,oi_change_pct_at_signal,trend_strength_1h,f_cvd_divergence,f_liquidation_cascade,realized_vol_1h,ob_snapshot,ob_bid_volume_top10,ob_ask_volume_top10,ob_imbalance_top10,ob_spread_bps,ob_bid_wall_price,ob_bid_wall_size,ob_ask_wall_price,ob_ask_wall_size,spread_pct_z,bid_depth_change_5m_z,realized_vol_1h_z,volume_24h_usdt_z,oi_change_pct_z,btc_change_1h,btc_change_4h,btc_change_24h,btc_adx_1h,btc_atr_pct_1h,recent_wr_20
491,WIFUSDT,overheated,sl_hit,0.18573,0.18566,-0.03768911861304824,2026-04-30T15:17:20.445414+00:00,30,10,10.0,10.0,0.18380339999999998,0.1875166,46.853039789307466,46.9,45.0,direct,7,closed,0.18764,2026-04-30T15:32:21.409822+00:00,-10.664655822471236,0,0.18764,,,2026-04-30T15:32:21.384331+00:00,,,67.50612766603739,25.0,64.49921517302923,0.2734862728062949,2.986389202354548,0.6248315629930437,75.0,0.22175831828586381,1.0,0.0,0.0,0.0,0.0,5e-05,0.0,0.0,2.2805080066261705,0.0,0.0,0.03981042902286184,5e-05,0.2961180891822997,-0.3,-1.0,0.7528497409326425,0.1691769225162238,"{""asks"":[[0.18565,56.0],[0.18566,110.0],[0.18567,97.0],[0.18568,86.0],[0.18569,489.0],[0.1857,2455.0],[0.18571,4024.0],[0.18572,3731.0],[0.18573,4292.0],[0.18574,6523.0]],""bids"":[[0.18564,2989.0],[0.18563,423.0],[0.18562,1824.0],[0.18561,915.0],[0.1856,5231.0],[0.18559,11621.0],[0.18558,11096.0],[0.18557,9362.0],[0.18556,13802.0],[0.18555,13088.0]]}",13055.5,4060.45,0.525536,0.54,0.1855,45980.63,0.18582,3428.56,,,,,,,,,,,
492,POLUSDT,overheated,expired,0.09574,0.09578,0.04177982034677081,2026-04-30T15:30:43.047544+00:00,30,10,10.0,10.0,0.09482220000000001,0.0967378,45.062473746760695,49.8,45.0,direct,6,closed,0.09549,2026-04-30T19:30:47.394336+00:00,3.027771977448304,1,0.09584,0.0961,0.09608,2026-04-30T15:45:43.913682+00:00,2026-04-30T16:00:44.253615+00:00,2026-04-30T16:30:44.948888+00:00,58.9043665618033,30.0,61.52572086247874,0.10815396379213757,2.553006100248561,0.0,17.0,-0.014765578200537168,2.0,0.0,0.0,0.0,0.0,5e-05,0.0,0.44062106588334415,0.7822410147991444,0.0,0.0,-0.0707685384792368,5e-05,-0.00768364950699983,-0.3,1.0,0.7681115244968175,0.08563208911551051,"{""asks"":[[0.09582,4164.0],[0.09583,9840.0],[0.09584,41995.0],[0.09585,28625.0],[0.09586,37520.0],[0.09587,43585.0],[0.09588,27383.0],[0.09589,34702.0],[0.0959,48145.0],[0.09591,60475.0]],""bids"":[[0.09581,9612.0],[0.0958,7495.0],[0.09579,30539.0],[0.09578,33848.0],[0.09577,35129.0],[0.09576,50072.0],[0.09575,34492.0],[0.09574,46093.0],[0.09573,40811.0],[0.09572,23513.0]]}",29838.49,32255.95,-0.038932,1.04,0.09576,4794.89,0.09601,12612.26,,,,,,,,,,,
493,1000PEPEUSDT,overheated,expired,0.003893,0.003889,-0.1027485229899845,2026-04-30T15:32:40.010034+00:00,30,10,10.0,10.0,0.00385011,0.00392789,48.568056911340335,45.1,45.0,direct,6,closed,0.003889,2026-04-30T19:32:42.444146+00:00,0.0,0,0.003869,0.00388,0.003885,2026-04-30T15:47:40.471518+00:00,2026-04-30T16:02:40.892631+00:00,2026-04-30T16:32:41.858920+00:00,59.75937454322069,54.0,67.90045765941797,0.2557028770560893,2.1992466557274684,0.0,18.0,0.14418384985639557,1.0,0.0,0.0,0.0,0.0,6.773e-05,0.0,0.386797318205267,0.2577984016499104,0.0,0.0,-0.05528125481914393,6.773e-05,-0.18227544041435556,-0.3,1.0,0.8150259067357513,0.10453298027883297,"{""asks"":[[0.003889,4547200.0],[0.00389,22803400.0],[0.003891,18377200.0],[0.003892,24732000.0],[0.003893,24817200.0],[0.003894,24675500.0],[0.003895,26387200.0],[0.003896,23008500.0],[0.003897,32076300.0],[0.003898,25295500.0]],""bids"":[[0.003888,246000.0],[0.003887,18713400.0],[0.003886,20272400.0],[0.003885,20073700.0],[0.003884,16455500.0],[0.003883,26418900.0],[0.003882,25347700.0],[0.003881,34339400.0],[0.00388,56408100.0],[0.003879,14451600.0]]}",903550.22,882874.13,0.011574,2.57,0.00388,218863.43,0.003908,314696.0,,,,,,,,,,,
494,ENSOUSDT,early_warning,sl_hit,1.0192,1.0165,-0.264913657770815,2026-04-30T15:32:40.674616+00:00,30,10,10.0,10.0,1.006335,1.026665,45.61101783524026,46.1,45.0,direct,7,closed,1.031,2026-04-30T15:38:56.043678+00:00,-14.264633546482987,0,,,,,,,69.53219769749913,21.0,81.59327379789845,0.7957916707754444,1.3656865672073266,0.5102848715451893,79.0,-0.32653058131333984,0.0,0.0,0.0,0.0,15.50000000000222,0.0,0.0,0.0,1.8788305033658244,0.0,0.0,-0.05528125481914393,-0.00159291,0.12449466063451325,0.3,-1.0,0.6019407359344944,0.2628616764565229,"{""asks"":[[1.0166,4.6],[1.0167,10.0],[1.0168,15.5],[1.0169,134.2],[1.017,469.2],[1.0171,191.6],[1.0172,310.2],[1.0173,265.6],[1.0174,175.3],[1.0175,660.8]],""bids"":[[1.0165,140.0],[1.0164,119.8],[1.0163,94.3],[1.0162,544.7],[1.0161,448.7],[1.016,437.4],[1.0159,818.0],[1.0158,126.8],[1.0157,191.6],[1.0156,149.3]]}",3119.81,2275.57,0.156474,0.98,1.0159,831.01,1.0181,1009.75,,,,,,,,,,,
495,TRIAUSDT,overheated,sl_hit,0.03604,0.036048,0.022197558268574148,2026-04-30T15:33:34.975369+00:00,30,10,10.0,10.0,0.03568751999999999,0.03640848,50.1392968643153,50.1,45.0,direct,8,closed,0.036469,2026-04-30T16:52:34.960998+00:00,-11.678872614292185,0,0.035894,0.036162,0.036345,2026-04-30T15:48:35.462309+00:00,2026-04-30T16:03:35.900604+00:00,2026-04-30T16:33:37.493448+00:00,61.7955169579251,4.0,60.905608372084686,0.47278006806361716,2.9640556402457294,0.722903243955414,26.0,-0.003500562740561722,5.0,0.0,0.0,0.0,0.0,5e-05,3267255.6342,0.8760881126319052,0.7549068948163044,0.0,0.0,0.029168170854853574,5e-05,0.09818273071373303,1.0,-0.0,0.790909090909091,0.19605475867764005,"{""asks"":[[0.036011,660.0],[0.036017,290.0],[0.036018,65920.0],[0.036019,3130.0],[0.036028,9160.0],[0.036036,160.0],[0.036045,2770.0],[0.036047,840.0],[0.036048,4720.0],[0.036049,66280.0]],""bids"":[[0.036002,10.0],[0.036,160.0],[0.035988,160.0],[0.035986,10.0],[0.035981,10.0],[0.03598,170.0],[0.035977,160.0],[0.035976,2270.0],[0.035975,50.0],[0.035974,10.0]]}",108.29,5546.64,-0.961699,2.5,0.035976,81.67,0.036049,2389.33,,,,,,,,,,,
496,ETHFIUSDT,overheated,expired,0.4126,0.4122,-0.09694619486185443,2026-04-30T15:33:56.571082+00:00,30,10,10.0,10.0,0.408078,0.416322,53.74224018813155,46.2,45.0,direct,7,closed,0.4091,2026-04-30T19:33:59.735592+00:00,7.520621057738941,1,0.411,0.4115,0.4115,2026-04-30T15:48:57.396419+00:00,2026-04-30T16:03:57.725776+00:00,2026-04-30T16:33:58.446358+00:00,64.01605017479449,7.0,71.4098548011122,0.35962786422760695,2.0490660061452406,0.0,6.0,0.08714442722126588,4.0,0.0,0.0,0.0,0.49999999999995376,0.0,0.0,0.267314702308638,0.29126213592233846,0.0,0.0,0.029168170854853574,-1.509e-05,0.08558557354721757,1.0,1.0,0.7069240182568021,0.10737475518156532,"{""asks"":[[0.4122,7.7],[0.4123,3787.3],[0.4124,5147.3],[0.4125,5181.7],[0.4126,5385.2],[0.4127,4437.1],[0.4128,5132.8],[0.4129,7801.1],[0.413,4596.1],[0.4131,4893.1]],""bids"":[[0.4121,461.0],[0.412,5769.7],[0.4119,6913.4],[0.4118,8885.3],[0.4117,6150.1],[0.4116,7617.3],[0.4115,5941.2],[0.4114,7445.7],[0.4113,5715.8],[0.4112,3291.0]]}",23953.1,19137.42,0.111757,2.43,0.4104,35760.2,0.4134,12459.17,,,,,,,,,,,
497,XPLUSDT,overheated,tp_hit,0.09073,0.09075,0.02204342554832166,2026-04-30T15:34:29.367458+00:00,30,10,10.0,10.0,0.08984249999999999,0.0916575,47.23991438112954,47.2,45.0,direct,8,closed,0.08978,2026-04-30T18:33:31.436011+00:00,10.688705234159762,1,0.0905,0.09054,0.09054,2026-04-30T15:49:30.285100+00:00,2026-04-30T16:04:30.631340+00:00,2026-04-30T16:34:31.907168+00:00,58.03173243338028,6.0,65.2423885967309,0.030978898564898542,10.357305254681943,0.6887859170058639,79.0,0.07262391112576908,5.0,0.0,0.0,0.0,3.299999999999875,5e-05,0.0,0.23199292973928617,0.3201236339551811,0.0,0.0,0.04788137976868561,5e-05,-0.04833898694572615,1.0,-0.0,0.5958191262394001,0.09004564302391202,"{""asks"":[[0.09076,925.0],[0.09077,3358.0],[0.09078,14934.0],[0.09079,13504.0],[0.0908,20752.0],[0.09081,29167.0],[0.09082,28374.0],[0.09083,26620.0],[0.09084,26870.0],[0.09085,25665.0]],""bids"":[[0.09075,3167.0],[0.09074,9244.0],[0.09073,30241.0],[0.09072,23235.0],[0.09071,16931.0],[0.0907,27435.0],[0.09069,20826.0],[0.09068,34433.0],[0.09067,22093.0],[0.09066,36756.0]]}",20348.58,17270.79,0.081814,1.1,0.09064,8591.4,0.09087,9253.84,,,,,,,,,,,
498,HYPERUSDT,overheated,expired,0.12386,0.12383,-0.02422089455837417,2026-04-30T15:40:17.772178+00:00,30,10,10.0,10.0,0.1225917,0.1250683,46.02877241833488,46.0,45.0,direct,6,closed,0.12349,2026-04-30T19:40:18.096597+00:00,2.745699749656732,1,0.12356,0.1236,0.1236,2026-04-30T15:55:18.692386+00:00,2026-04-30T16:10:19.084093+00:00,2026-04-30T16:40:19.811570+00:00,76.54198956953539,14.0,74.43467192175123,0.20020734226945908,3.0778705516445863,0.27201406928344146,21.0,-0.06955854143386661,0.0,0.0,0.0,0.0,0.33333333333317916,5e-05,0.0,0.16983420946219316,1.7424180159447662,0.0,0.0,0.06280461875633771,5e-05,-0.13581565090139155,1.0,-0.0,0.6227501211402967,0.1125463697631343,"{""asks"":[[0.12385,10.0],[0.12387,820.0],[0.12388,1823.0],[0.12389,1633.0],[0.1239,2474.0],[0.12391,856.0],[0.12392,2101.0],[0.12393,1349.0],[0.12394,1553.0],[0.12395,1549.0]],""bids"":[[0.12382,930.0],[0.12381,335.0],[0.1238,1607.0],[0.12379,3414.0],[0.12378,3202.0],[0.12377,2486.0],[0.12376,7571.0],[0.12375,2897.0],[0.12374,1738.0],[0.12373,2060.0]]}",3247.67,1755.57,0.298227,2.42,0.12376,936.99,0.12405,1760.15,,,,,,,,,,,
499,NAORISUSDT,overheated,sl_hit,0.125556,0.125407,-0.1186721462932956,2026-04-30T15:49:18.070700+00:00,30,10,10.0,10.0,0.12415293,0.12666107,52.275981529169,47.2,45.0,direct,8,closed,0.12718,2026-04-30T15:50:13.690811+00:00,-14.137966780163762,0,,,,,,,66.2934165291471,32.0,68.06811297664571,0.507929206253793,2.1224784687080143,0.44006192191366517,69.0,-0.06634130419476916,0.0,0.0,0.0,0.0,0.0,0.00048848,0.0,0.0,1.5794308196294884,0.0,0.0,0.09928002336617292,0.00048848,1.4976435576222773,-1.0,-1.0,0.7890109890109891,0.3842528441767974,"{""asks"":[[0.125244,80.0],[0.125252,90.0],[0.125257,660.0],[0.125264,180.0],[0.125276,600.0],[0.125278,580.0],[0.12528,50.0],[0.125285,200.0],[0.125295,200.0],[0.125296,160.0]],""bids"":[[0.125186,400.0],[0.125185,160.0],[0.125184,110.0],[0.125182,160.0],[0.125169,150.0],[0.125166,500.0],[0.125153,230.0],[0.12515,540.0],[0.125147,670.0],[0.125131,330.0]]}",406.77,350.76,0.073932,4.63,0.125147,83.85,0.125337,105.28,,,,,,,,,,,
500,ZBTUSDT,overheated,sl_hit,0.17468,0.17495,0.15456835356079257,2026-04-30T16:03:09.014100+00:00,30,10,10.0,10.0,0.17320049999999998,0.1766995,49.78903071202458,49.2,45.0,direct,8,closed,0.17678,2026-04-30T17:10:23.267379+00:00,-10.460131466133172,0,0.17579,0.17579,0.17669,2026-04-30T16:18:09.576431+00:00,2026-04-30T16:33:09.937063+00:00,2026-04-30T17:04:37.973626+00:00,66.83265262115654,11.0,73.0265991277102,0.6691810718232861,2.6954228804191565,0.4639223109828115,89.0,-0.038744798654350945,5.0,0.0,0.0,0.0,0.6111111111110598,5e-05,0.0,0.0,2.3243528790280092,0.0,0.0,0.10177563776781486,5e-05,-0.17808299730089716,1.0,-1.0,0.6259407820517204,0.1669656559586075,"{""asks"":[[0.17473,1068.3],[0.17474,57.6],[0.17475,57.6],[0.17476,208.0],[0.17477,266.7],[0.17478,522.8],[0.17479,411.5],[0.1748,1761.0],[0.17481,1123.8],[0.17482,2329.7]],""bids"":[[0.17472,34.0],[0.17471,57.6],[0.1747,57.6],[0.17469,173.9],[0.17468,276.4],[0.17467,1554.6],[0.17466,1310.4],[0.17465,1127.1],[0.17464,1005.2],[0.17463,974.2]]}",1147.66,1364.61,-0.086354,0.57,0.1746,1969.87,0.17489,2142.91,,,,,,,,,,,
