id,symbol,signal_type,close_reason,signal_price,entry_price,price_change_at_entry,entry_ts,entry_delay_sec,leverage,tp_pct,sl_pct,tp_price,sl_price,score,entry_score,min_score_at_entry,entry_mode,triggered_count,status,exit_price,exit_ts,pnl_pct,ml_label,price_15m,price_30m,price_60m,price_15m_ts,price_30m_ts,price_60m_ts,f_rsi_5m,f_large_sell_cluster,f_rsi,f_vwap_extension,f_volume_zscore,f_trade_imbalance,f_large_buy_cluster,f_price_acceleration,f_consecutive_greens,f_ob_bid_thinning,f_spread_expansion,f_momentum_loss,f_upper_wick,f_funding_rate,volume_24h_usdt,price_change_5m,price_change_1h,spread_pct,bid_depth_change_5m,btc_change_15m,funding_rate_at_signal,oi_change_pct_at_signal,trend_strength_1h,f_cvd_divergence,f_liquidation_cascade,realized_vol_1h,ob_snapshot,ob_bid_volume_top10,ob_ask_volume_top10,ob_imbalance_top10,ob_spread_bps,ob_bid_wall_price,ob_bid_wall_size,ob_ask_wall_price,ob_ask_wall_size,spread_pct_z,bid_depth_change_5m_z,realized_vol_1h_z,volume_24h_usdt_z,oi_change_pct_z,btc_change_1h,btc_change_4h,btc_change_24h,btc_adx_1h,btc_atr_pct_1h,recent_wr_20
566,ARCUSDT,overheated,tp_hit,0.07608,0.07593,-0.19716088328075362,2026-05-01T00:10:42.878356+00:00,30,10,10.0,10.0,0.0751707,0.0766893,45.706771891069664,45.1,45.0,direct,7,closed,0.07517,2026-05-01T00:42:50.417341+00:00,10.009219017516092,1,0.07561,0.07546,,2026-05-01T00:25:44.242438+00:00,2026-05-01T00:40:45.350295+00:00,,67.38619363519074,9.0,74.39452474451303,0.6310418786116174,7.010187285479012,0.5246298263839386,39.0,-0.07477788299000526,5.0,-0.601075227511707,0.06570733950981601,0.0,1.6666666666665895,0.00012134,0.0,1.183668040962878,1.0394456289978717,0.06570733950981601,-0.601075227511707,-0.20599410137525587,0.00012134,-0.020106330955537426,-0.3,-0.0,0.36122448979591837,0.13750342016223258,"{""asks"":[[0.07597,967.0],[0.076,2632.0],[0.07601,3417.0],[0.07602,1727.0],[0.07603,2296.0],[0.07604,1113.0],[0.07605,4937.0],[0.07606,8113.0],[0.07607,1093.0],[0.07608,1939.0]],""bids"":[[0.07592,1650.0],[0.07591,672.0],[0.0759,1422.0],[0.07589,1003.0],[0.07588,989.0],[0.07587,1788.0],[0.07586,498.0],[0.07585,760.0],[0.07584,760.0],[0.07583,760.0]]}",781.72,2146.9,-0.466151,6.58,0.07574,333.1,0.07606,617.07,,,,,,,,,,,
567,ORDIUSDT,overheated,tp_hit,4.397,4.396,-0.022742779167621876,2026-05-01T00:13:24.973189+00:00,30,10,10.0,10.0,4.35204,4.43996,45.85868503782832,45.8,45.0,direct,7,closed,4.35,2026-05-01T00:58:01.756632+00:00,10.46405823475893,1,4.376,4.376,,2026-05-01T00:28:25.890748+00:00,2026-05-01T00:43:26.332895+00:00,,58.58469049617577,14.0,63.24402158883577,0.27935496115299735,12.1645732348216,0.4112707794660612,33.0,-0.036629763986996376,0.0,0.2851893141906212,0.022745365631760127,0.0,0.0,5e-05,0.0,0.5488223187742972,0.43538038496792225,0.022745365631760127,0.2851893141906212,-0.19163478203996206,5e-05,0.2874883859941606,0.3,-0.0,0.7795180722891566,0.08157220725089578,"{""asks"":[[4.396,43.94],[4.397,625.4],[4.398,655.01],[4.399,883.54],[4.4,1086.43],[4.401,1529.57],[4.402,2007.29],[4.403,1229.56],[4.404,1177.59],[4.405,1104.83]],""bids"":[[4.395,300.18],[4.394,607.96],[4.393,1151.76],[4.392,882.9],[4.391,903.35],[4.39,1163.33],[4.389,1075.76],[4.388,1029.69],[4.387,861.21],[4.386,948.8]]}",39181.03,45525.13,-0.074895,2.28,4.378,7304.69,4.402,8836.09,,,,,,,,,,,
568,ZEREBROUSDT,early_warning,tp_hit,0.026278,0.026245,-0.12558033335869667,2026-05-01T00:16:49.178501+00:00,30,10,10.0,10.0,0.02598255,0.026507450000000002,46.477409930263576,46.6,45.0,direct,7,closed,0.025973,2026-05-01T00:19:59.410325+00:00,10.363878834063684,1,,,,,,,70.50865610140343,8.0,80.26432042295193,1.2505054784986236,0.08168888122588391,0.5509554969057358,61.0,-0.2889481578964594,3.0,-32.55644785233001,0.045658625675360026,0.0,7.499999999998699,5e-05,0.0,1.326444050281486,5.003605480330102,0.045658625675360026,-32.55644785233001,-0.059104978025255134,5e-05,-0.07917539246889668,-1.0,-0.0,0.670806496633722,0.3224639880235823,"{""asks"":[[0.02628,1.0],[0.026285,210.0],[0.026288,18.0],[0.026292,210.0],[0.026295,770.0],[0.026299,1323.0],[0.026303,1114.0],[0.026306,1395.0],[0.026307,353.0],[0.026308,984.0]],""bids"":[[0.026274,146.0],[0.026271,195.0],[0.026269,231.0],[0.026267,538.0],[0.026262,835.0],[0.02626,739.0],[0.026257,1033.0],[0.026255,596.0],[0.026254,1081.0],[0.026253,251.0]]}",148.24,167.75,-0.061769,2.28,0.026242,504.55,0.026311,300.73,,,,,,,,,,,
569,HUMAUSDT,overheated,sl_hit,0.022326,0.022332,0.026874496103209404,2026-05-01T00:29:42.886775+00:00,30,10,10.0,10.0,0.022108680000000002,0.02255532,48.75915702862034,45.4,45.0,direct,8,closed,0.022561,2026-05-01T01:08:16.108457+00:00,-10.254343542898086,0,0.022415,0.022392,,2026-05-01T00:44:44.137002+00:00,2026-05-01T00:59:45.322330+00:00,,70.92869100917069,5.0,67.55266684299583,0.4258600083392128,1.3595164586904118,0.0,9.0,-0.004844331364406235,5.0,-18.705671481863973,0.004478180067624998,0.0,0.7272727272726269,5e-05,0.0,0.32353734160150605,1.1080958842152813,0.004478180067624998,-18.705671481863973,-0.047211142352718,5e-05,0.032171271402435156,-0.3,1.0,0.47906993508381046,0.16680934601571482,"{""asks"":[[0.022355,2283.0],[0.022359,2446.0],[0.022365,1158.0],[0.022367,1158.0],[0.022368,2285.0],[0.022369,1158.0],[0.02237,1606.0],[0.022371,1158.0],[0.022372,3443.0],[0.022373,2764.0]],""bids"":[[0.022354,2283.0],[0.022347,40.0],[0.022342,2285.0],[0.02234,1158.0],[0.022338,1158.0],[0.022337,2316.0],[0.022336,2316.0],[0.022335,1509.0],[0.022334,2359.0],[0.022333,3443.0]]}",421.46,435.24,-0.016081,0.45,0.022327,77.56,0.022381,102.97,,,,,,,,,,,
570,ZEREBROUSDT,overheated,sl_hit,0.026421,0.026459,0.1438249876991781,2026-05-01T00:46:52.383414+00:00,30,10,10.0,10.0,0.02619441,0.02672359,47.23433476444041,47.2,45.0,direct,7,closed,0.02674,2026-05-01T00:59:18.232879+00:00,-10.620204845232246,0,,,,,,,72.23763798026224,41.0,66.9297920131564,0.8318859950084658,2.103336460388649,0.0,7.0,0.20642825026059944,1.0,-6.481696180354249,0.04540982365852416,0.0,0.05084745762711067,5e-05,0.0,-0.5008661595239933,4.921523779477887,0.04540982365852416,-6.481696180354249,-0.058931523138143885,5e-05,0.1635035329524477,-1.0,-0.0,0.7535714285714286,0.36333403740923265,"{""asks"":[[0.026469,2748.0],[0.02647,1469.0],[0.026473,14.0],[0.026474,1735.0],[0.026476,517.0],[0.026481,1737.0],[0.026483,11667.0],[0.026484,34083.0],[0.026488,208.0],[0.026489,9.0]],""bids"":[[0.02645,5929.0],[0.026449,660.0],[0.026448,2225.0],[0.026446,707.0],[0.026444,12469.0],[0.026439,209.0],[0.026437,378.0],[0.026435,1642.0],[0.026433,896.0],[0.026432,2061.0]]}",718.64,1434.99,-0.332625,7.18,0.026444,329.73,0.026484,902.65,,,,,,,,,,,
571,WIFUSDT,overheated,sl_hit,0.18502,0.18477,-0.13512052751053955,2026-05-01T00:46:52.638400+00:00,30,10,10.0,10.0,0.18292229999999998,0.1866177,51.34545174894026,51.3,45.0,direct,7,closed,0.18664,2026-05-01T01:50:10.849950+00:00,-10.120690588299023,0,0.18458,0.18543,0.18586,2026-05-01T01:01:53.563264+00:00,2026-05-01T01:16:54.009656+00:00,2026-05-01T01:46:55.637690+00:00,58.098737631175986,24.0,66.46461292375028,0.2957149106750986,2.5108208878174154,0.0,20.0,-0.0337964311477821,7.0,1.358976167720266,0.00540467504391839,0.0,0.33333333333364173,5e-05,0.0,0.6637649619151246,0.4304942509944881,0.00540467504391839,1.358976167720266,-0.058931523138143885,5e-05,0.023442257283298195,-1.0,1.0,0.7968503937007874,0.07824119292702442,"{""asks"":[[0.18476,1976.0],[0.18477,585.0],[0.18478,3522.0],[0.18479,162.0],[0.1848,3103.0],[0.18481,12920.0],[0.18482,11754.0],[0.18483,6523.0],[0.18484,13889.0],[0.18485,13584.0]],""bids"":[[0.18475,577.0],[0.18474,114.0],[0.18473,97.0],[0.18472,86.0],[0.18471,5392.0],[0.1847,7614.0],[0.18469,7323.0],[0.18468,6559.0],[0.18467,7021.0],[0.18466,7729.0]]}",7851.33,12571.35,-0.231116,0.54,0.18462,4276.72,0.18486,4614.48,,,,,,,,,,,
572,LDOUSDT,overheated,sl_hit,0.3683,0.3681,-0.05430355688298492,2026-05-01T00:47:03.575076+00:00,30,10,10.0,10.0,0.364419,0.371781,52.190882692206785,46.7,45.0,direct,7,closed,0.372,2026-05-01T03:22:25.356156+00:00,-10.594947025264913,0,0.3674,0.3685,0.3683,2026-05-01T01:02:04.172259+00:00,2026-05-01T01:17:04.844370+00:00,2026-05-01T01:47:05.728423+00:00,79.09335092644918,15.0,71.86002368687669,0.31667921185499937,1.2086324038310179,0.0,6.0,0.08683391191248299,9.0,8.326366112457526,0.027148092846474545,0.0,0.3999999999999556,0.0,0.0,0.2449646162221045,1.263389178797047,0.027148092846474545,8.326366112457526,-0.058931523138143885,-1.026e-05,0.06740939409476426,1.0,1.0,0.6600137393360206,0.08379413765359359,"{""asks"":[[0.3681,2057.9],[0.3682,32782.5],[0.3683,28533.3],[0.3684,29428.5],[0.3685,30167.9],[0.3686,22814.0],[0.3687,31727.7],[0.3688,37750.9],[0.3689,28041.6],[0.369,16938.7]],""bids"":[[0.368,2176.6],[0.3679,19261.6],[0.3678,21196.7],[0.3677,33197.1],[0.3676,28150.9],[0.3675,32629.3],[0.3674,39800.5],[0.3673,41026.0],[0.3672,14049.7],[0.3671,13631.0]]}",90084.13,95919.88,-0.031374,2.72,0.3663,132248.07,0.37,116909.79,,,,,,,,,,,
573,APEUSDT,overheated,tp_hit,0.16509,0.16523,0.08480222908716532,2026-05-01T00:51:00.054166+00:00,30,10,10.0,10.0,0.1635777,0.16688229999999998,45.64518574677786,45.1,45.0,direct,6,closed,0.16356,2026-05-01T01:26:02.229985+00:00,10.107123403740104,1,0.16614,0.16587,,2026-05-01T01:06:01.358832+00:00,2026-05-01T01:21:01.956298+00:00,,74.12661550426255,63.0,68.76167777383156,0.9450167661512305,4.238731362814193,0.0,37.0,1.5673938686020226,2.0,10.867773930800423,0.006057485537742525,0.0,0.18828451882845412,0.0,0.0,0.0,2.8758169934640603,0.006057485537742525,10.867773930800423,0.06751028354317945,-0.00059304,0.1718563927768818,1.0,-0.0,0.37050796057619406,0.320142150454521,"{""asks"":[[0.1652,594.0],[0.16521,342.8],[0.16522,342.8],[0.16523,61.0],[0.16524,346.3],[0.16525,223.1],[0.16526,3417.9],[0.16527,7693.6],[0.16528,557.4],[0.16529,798.6]],""bids"":[[0.16519,61.0],[0.16516,77.0],[0.16515,30.5],[0.16514,337.8],[0.16513,452.8],[0.16512,452.8],[0.16511,360.2],[0.1651,1122.8],[0.16509,246.5],[0.16508,2029.5]]}",853.72,2376.06,-0.471343,0.61,0.16499,1095.55,0.16527,1271.52,,,,,,,,,,,
574,1000PEPEUSDT,early_warning,sl_hit,0.003908,0.003911,0.07676560900717498,2026-05-01T01:07:36.084886+00:00,30,10,10.0,10.0,0.0038718900000000002,0.003950110000000001,45.320338946966295,45.2,45.0,direct,7,closed,0.003959,2026-05-01T03:19:58.670345+00:00,-12.273075939657229,0,0.003911,0.00391,0.003918,2026-05-01T01:22:37.069189+00:00,2026-05-01T01:37:38.225069+00:00,2026-05-01T02:07:39.734545+00:00,68.49483668992184,5.0,74.73923529054179,0.4351741288557411,0.7518991641379911,0.5894231179775313,24.0,-0.05154153580356066,8.0,0.679523559631507,0.025585262888579575,0.0,1.000000000000217,0.0,0.0,0.5661348430262451,0.6180788050476362,0.025585262888579575,0.679523559631507,-0.08617769867620355,-3.867e-05,-0.07715009489635682,0.3,-0.0,0.6260236241326212,0.0741826946516469,"{""asks"":[[0.003913,2256800.0],[0.003914,18376000.0],[0.003915,22181300.0],[0.003916,18336700.0],[0.003917,20234900.0],[0.003918,22885100.0],[0.003919,32184200.0],[0.00392,32878700.0],[0.003921,26404500.0],[0.003922,22234400.0]],""bids"":[[0.003912,5536500.0],[0.003911,27446800.0],[0.00391,15390500.0],[0.003909,26304700.0],[0.003908,22617100.0],[0.003907,25310700.0],[0.003906,27185600.0],[0.003905,21365200.0],[0.003904,28049800.0],[0.003903,21585200.0]]}",862653.2,854074.5,0.004997,2.56,0.003893,338466.76,0.003932,191735.72,,,,,,,,,,,
575,1000BONKUSDT,overheated,sl_hit,0.006203,0.006206,0.04836369498628939,2026-05-01T01:08:41.474815+00:00,30,10,10.0,10.0,0.00614394,0.00626806,46.507072592454946,50.0,45.0,direct,7,closed,0.00627,2026-05-01T03:20:22.434447+00:00,-10.312600708991411,0,0.0062,0.006193,0.006228,2026-05-01T01:23:42.117799+00:00,2026-05-01T01:38:43.626329+00:00,2026-05-01T02:08:44.780162+00:00,66.04590096058136,5.0,75.51926485164567,0.37923044826307495,2.1297110944231505,0.5698939305665541,9.0,-0.035730396161214144,9.0,1.1477395670470367,0.016119932296286495,0.0,0.0,0.0,0.0,0.45344129554656276,0.6330141210842392,0.016119932296286495,1.1477395670470367,-0.1056419053197536,-3.183e-05,-0.05749155106124384,0.3,-0.0,0.35747628743108717,0.07138035806636345,"{""asks"":[[0.006205,17000.0],[0.006206,1802500.0],[0.006207,990700.0],[0.006208,1844100.0],[0.006209,1357400.0],[0.00621,1993400.0],[0.006211,2250500.0],[0.006212,1946500.0],[0.006213,1257300.0],[0.006214,2192600.0]],""bids"":[[0.006204,24200.0],[0.006203,1125700.0],[0.006202,771600.0],[0.006201,1219500.0],[0.0062,2554900.0],[0.006199,875900.0],[0.006198,1373400.0],[0.006197,928100.0],[0.006196,1489100.0],[0.006195,1824400.0]]}",75542.91,97202.29,-0.125383,1.61,0.0062,15840.38,0.006216,23150.25,,,,,,,,,,,
576,XLMUSDT,early_warning,expired,0.15889,0.15886,-0.018880986846247245,2026-05-01T01:09:03.351137+00:00,30,10,10.0,10.0,0.1572714,0.1604486,46.84343734147198,46.0,45.0,direct,6,closed,0.15963,2026-05-01T05:09:06.688306+00:00,-4.847035125267487,0,0.1585,0.1586,0.1588,2026-05-01T01:24:04.395355+00:00,2026-05-01T01:39:04.867271+00:00,2026-05-01T02:09:06.718107+00:00,60.048550488464194,9.0,75.11366882561292,0.29882041232318246,1.2520463063450675,0.0,6.0,-0.04795211343996543,5.0,-12.713702583212175,0.006293860339245366,0.0,0.0,0.0001,0.0,0.284019187073975,0.1638621037373054,0.006293860339245366,-12.713702583212175,-0.1056419053197536,0.0001,0.00041895839343681214,0.3,1.0,0.7221313194881269,0.047681929027194536,"{""asks"":[[0.15883,20127.0],[0.15884,3213.0],[0.15885,4453.0],[0.15886,14926.0],[0.15887,14677.0],[0.15888,20620.0],[0.15889,26789.0],[0.1589,14811.0],[0.15891,20501.0],[0.15892,19255.0]],""bids"":[[0.15882,64.0],[0.15881,3526.0],[0.1588,8323.0],[0.15879,18951.0],[0.15878,27922.0],[0.15877,50605.0],[0.15876,20546.0],[0.15875,14346.0],[0.15874,15225.0],[0.15873,19239.0]]}",28378.99,25321.26,0.056941,0.63,0.15871,11853.57,0.15901,10123.05,,,,,,,,,,,
577,POPCATUSDT,overheated,sl_hit,0.05617,0.05617,0.0,2026-05-01T01:09:03.544269+00:00,30,10,10.0,10.0,0.0556083,0.056731699999999996,50.39818582733268,45.1,45.0,direct,7,closed,0.05677,2026-05-01T03:12:14.576912+00:00,-10.681858643404013,0,0.0562,0.05604,0.05639,2026-05-01T01:24:04.481668+00:00,2026-05-01T01:39:05.020064+00:00,2026-05-01T02:09:06.717309+00:00,64.24339987094504,28.0,73.44116319720113,0.16960020782458315,8.2298184072728,0.0,11.0,-0.22128752669100468,0.0,0.0,0.03560619547801172,0.0,0.7500000000000867,0.0,0.0,0.5729632945389451,0.7351622736238133,0.03560619547801172,0.0,-0.1056419053197536,-8.2e-06,0.023745584431079596,1.0,1.0,0.7718562874251498,0.11241828662741998,"{""asks"":[[0.05619,61.0],[0.0562,5512.0],[0.05621,21469.0],[0.05622,13513.0],[0.05623,14319.0],[0.05624,42502.0],[0.05625,101745.0],[0.05626,48158.0],[0.05627,37479.0],[0.05628,57460.0]],""bids"":[[0.05617,2762.0],[0.05616,12832.0],[0.05615,20288.0],[0.05614,22951.0],[0.05613,31309.0],[0.05612,15731.0],[0.05611,18744.0],[0.0561,29411.0],[0.05609,23385.0],[0.05608,38934.0]]}",12140.39,19250.46,-0.226501,3.56,0.05601,7704.01,0.05625,5723.16,,,,,,,,,,,
578,OPUSDT,overheated,sl_hit,0.12073,0.12076,0.024848836246171,2026-05-01T01:11:02.100837+00:00,30,10,10.0,10.0,0.1195524,0.12196760000000001,47.73792335319532,47.4,45.0,direct,8,closed,0.12209,2026-05-01T03:19:58.734193+00:00,-11.013580655846289,0,0.12077,0.12087,0.12144,2026-05-01T01:26:03.177255+00:00,2026-05-01T01:41:04.029912+00:00,2026-05-01T02:11:04.980473+00:00,63.73778637094807,19.0,62.65496128170607,0.1455165481271673,1.4039222908076876,0.0,11.0,-0.08616729645831633,0.0,-17.248045456438707,0.008282602393668879,0.0,0.49999999999965306,0.0,0.0,0.11609586201177646,0.3489241505358393,0.008282602393668879,-17.248045456438707,-0.13997968922157153,-0.00015785,0.07198209227399249,0.3,1.0,0.6352966487381011,0.07853985369969049,"{""asks"":[[0.12069,2877.2],[0.1207,7029.2],[0.12071,23830.6],[0.12072,12742.1],[0.12073,18284.3],[0.12074,38039.7],[0.12075,86041.1],[0.12076,19669.6],[0.12077,14087.2],[0.12078,20700.2]],""bids"":[[0.12068,129.2],[0.12067,84.0],[0.12066,129.2],[0.12065,2902.3],[0.12064,11237.9],[0.12063,10834.8],[0.12062,11724.7],[0.12061,15168.8],[0.1206,15795.1],[0.12059,15821.7]]}",10110.79,29377.11,-0.487904,0.83,0.12057,4800.88,0.12075,10389.46,,,,,,,,,,,
579,HYPEUSDT,overheated,expired,40.315,40.338,0.057050725536408886,2026-05-01T01:15:08.286603+00:00,30,10,10.0,10.0,39.93462,40.74138,47.22899518792596,47.9,45.0,direct,6,closed,40.251,2026-05-01T05:15:11.949794+00:00,2.1567752491448084,1,40.279,40.256,40.298,2026-05-01T01:30:09.252813+00:00,2026-05-01T01:45:09.639594+00:00,2026-05-01T02:15:10.868003+00:00,73.2590155259997,29.0,68.51341341594583,0.21662913332733574,2.2447587679492362,0.3271266817447216,71.0,-0.004991915391822069,2.0,2.620112607471508,0.002481174091591983,0.0,1.9999999999964473,0.0,0.0,0.0,1.2456277208787452,0.002481174091591983,2.620112607471508,-0.17677193285018664,-9.32e-05,0.010420740289307675,0.3,-1.0,0.5962671314756451,0.11172980125276305,"{""asks"":[[40.337,10.59],[40.342,0.14],[40.343,62.54],[40.344,72.15],[40.345,145.4],[40.346,0.46],[40.347,0.13],[40.348,100.37],[40.349,142.04],[40.35,213.38]],""bids"":[[40.336,20.27],[40.335,53.82],[40.334,31.26],[40.333,60.6],[40.332,58.45],[40.331,57.16],[40.33,47.76],[40.329,58.91],[40.328,116.19],[40.327,104.14]]}",24543.49,30147.44,-0.102466,0.25,40.318,14000.43,40.36,14733.82,,,,,,,,,,,
580,1000LUNCUSDT,overheated,sl_hit,0.07672,0.07659,-0.16944734098017628,2026-05-01T01:18:03.452482+00:00,30,10,10.0,10.0,0.0758241,0.0773559,50.69750989330978,46.0,45.0,direct,7,closed,0.07752,2026-05-01T01:26:04.134327+00:00,-12.142577359968667,0,,,,,,,68.19926625816029,12.0,74.8266168447116,0.5066430885890906,9.816613250454854,0.8114418768252788,88.0,0.43146960972110304,4.0,-2.282332015539528,0.013035260379321022,0.0,0.10869565217393075,0.0,11398544.048,1.2671594508975748,1.414408460013221,0.013035260379321022,-2.282332015539528,-0.05407876689960705,-0.00025493,0.06807523861703584,-1.0,-0.0,0.808695652173913,0.2679651175376075,"{""asks"":[[0.07653,1017.0],[0.07654,59.0],[0.07655,134.0],[0.07656,3596.0],[0.07657,2038.0],[0.07658,3216.0],[0.07659,2037.0],[0.0766,6312.0],[0.07661,3300.0],[0.07662,2537.0]],""bids"":[[0.07652,394.0],[0.07651,2130.0],[0.0765,1455.0],[0.07649,1749.0],[0.07648,13250.0],[0.07647,27584.0],[0.07646,2996.0],[0.07645,2435.0],[0.07644,8427.0],[0.07643,3497.0]]}",4887.58,1856.96,0.449345,1.31,0.07647,2109.35,0.07666,1794.07,,,,,,,,,,,
581,LYNUSDT,overheated,sl_hit,0.07039,0.07039,0.0,2026-05-01T01:19:19.292369+00:00,30,10,10.0,10.0,0.06968609999999999,0.0710939,51.57603171149455,49.6,45.0,direct,7,closed,0.07127,2026-05-01T01:34:49.925640+00:00,-12.501775820429122,0,0.07096,,,2026-05-01T01:34:19.878564+00:00,,,67.65393933519529,15.0,70.99139127010704,0.35773072176127985,1.9247391286409106,0.0,12.0,-0.2105859335250102,0.0,1.413346524998931,0.07105805443046187,0.0,0.25000000000008676,8.501e-05,0.0,0.39937241477676305,1.9272569192870566,0.07105805443046187,1.413346524998931,-0.08657624259105635,8.501e-05,-0.1601286480129236,0.3,1.0,0.75,0.15346092990719168,"{""asks"":[[0.07034,74.0],[0.07036,541.0],[0.07037,1578.0],[0.07038,944.0],[0.07039,1268.0],[0.0704,3076.0],[0.07041,3086.0],[0.07042,943.0],[0.07043,2219.0],[0.07044,5531.0]],""bids"":[[0.07033,10.0],[0.07032,79.0],[0.07031,240.0],[0.0703,952.0],[0.07029,872.0],[0.07028,1146.0],[0.07027,885.0],[0.07026,1692.0],[0.07025,894.0],[0.07024,2429.0]]}",646.38,1356.14,-0.354434,1.42,0.07018,1262.61,0.07048,502.17,,,,,,,,,,,
582,ZKPUSDT,early_warning,sl_hit,0.08133,0.08139,0.07377351530800995,2026-05-01T01:23:16.327886+00:00,30,10,10.0,10.0,0.0805761,0.08220390000000001,45.88174055215227,45.6,45.0,direct,7,closed,0.08242,2026-05-01T01:37:51.972081+00:00,-12.655117336281966,0,,,,,,,68.07658552166441,2.0,80.84129361456296,0.678216164377973,0.0,0.72223327611601,18.0,-0.04259012184972037,6.0,16.310923265138662,0.012296341838298336,0.0,0.0,5e-05,0.0,0.6061355764473088,1.980942828485454,0.012296341838298336,16.310923265138662,-0.06256408246964099,5e-05,1.0534083689777902,0.3,-0.0,0.6368822227686112,0.15847169328749175,"{""asks"":[[0.08125,412.0],[0.08126,63.0],[0.08127,772.0],[0.08128,2353.0],[0.08129,2352.0],[0.0813,2549.0],[0.08131,2352.0],[0.08132,2420.0],[0.08133,23001.0],[0.08134,1803.0]],""bids"":[[0.08124,313.0],[0.08123,126.0],[0.08122,826.0],[0.08121,3278.0],[0.0812,2291.0],[0.08119,1781.0],[0.08118,1991.0],[0.08117,1781.0],[0.08116,1845.0],[0.08115,2152.0]]}",1330.15,3096.38,-0.399008,1.23,0.08111,1708.26,0.0814,1912.74,,,,,,,,,,,
583,PUMPFUNUSDT,overheated,sl_hit,0.0017923,0.0017903,-0.11158846175304536,2026-05-01T01:30:15.748621+00:00,30,10,10.0,10.0,0.001772397,0.0018082030000000002,45.92028513099828,46.2,45.0,direct,7,closed,0.0018095,2026-05-01T03:20:35.434718+00:00,-10.724459587778481,0,0.0017916,0.001797,0.0017935,2026-05-01T01:45:16.597633+00:00,2026-05-01T02:00:17.578205+00:00,2026-05-01T02:30:18.638031+00:00,67.44507990935287,4.0,67.610698188583,0.20828927412852466,1.5067290105426538,0.6559091989533353,17.0,-0.043665818205060075,0.0,3.048014641052987,0.005579267442188002,0.0,0.0,5e-05,0.0,0.17326179298010402,0.7374465210538194,0.005579267442188002,3.048014641052987,0.03229226724402056,5e-05,-0.11935153619424092,0.3,-0.0,0.6514668901927883,0.08258215065689793,"{""asks"":[[0.0017899,219600.0],[0.00179,180300.0],[0.0017901,74700.0],[0.0017902,5800.0],[0.0017903,135400.0],[0.0017904,876200.0],[0.0017905,1044500.0],[0.0017906,1449000.0],[0.0017907,2351600.0],[0.0017908,760600.0]],""bids"":[[0.0017898,111100.0],[0.0017897,5800.0],[0.0017896,124200.0],[0.0017895,144900.0],[0.0017894,298800.0],[0.0017893,1017800.0],[0.0017892,1059400.0],[0.0017891,579500.0],[0.001789,556600.0],[0.0017889,619200.0]]}",8082.32,12708.91,-0.222526,0.56,0.0017884,4894.85,0.0017916,4589.0,,,,,,,,,,,
584,BLUAIUSDT,overheated,tp_hit,0.014312,0.014281,-0.21660145332587882,2026-05-01T01:35:58.780256+00:00,30,10,10.0,10.0,0.01413819,0.01442381,46.4,45.0,45.0,direct,7,closed,0.01413,2026-05-01T01:49:19.594058+00:00,10.573489251452985,1,,,,,,,73.08009931712733,18.0,69.51594118975484,0.8896045363797946,3.4423991219633674,0.1299025573530889,17.0,0.22971205619957652,1.0,0.0,0.1397233477714069,0.7,0.1304347826086727,5e-05,0.0,2.0245223838038178,2.369498097221228,0.1397233477714069,0.0,-0.046782892097484714,5e-05,0.07607233583836671,-1.0,-0.0,0.7612244897959184,0.2653646152825634,"{""asks"":[[0.014299,6990.0],[0.0143,34960.0],[0.014302,560.0],[0.014303,3500.0],[0.014304,350.0],[0.014307,390.0],[0.014308,3500.0],[0.014312,90.0],[0.014314,20980.0],[0.014315,3500.0]],""bids"":[[0.014276,30330.0],[0.014271,35300.0],[0.014269,2000.0],[0.014268,400.0],[0.014265,8120.0],[0.01426,9550.0],[0.014258,14110.0],[0.014257,7010.0],[0.014254,8500.0],[0.014253,22410.0]]}",1964.71,1070.31,0.294693,16.1,0.014249,1291.39,0.014334,1046.53,,,,,,,,,,,
585,MAGMAUSDT,overheated,tp_hit,0.2393,0.23949,0.07939824488090085,2026-05-01T01:47:34.941102+00:00,30,10,10.0,10.0,0.2370951,0.2418849,50.23279343893044,45.6,45.0,direct,7,closed,0.237,2026-05-01T01:51:35.482232+00:00,10.397093824376885,1,,,,,,,68.34323748858144,20.0,66.97831406128054,0.9655345883624076,1.7618118554205418,0.0,7.0,-0.30836260811438554,0.0,8.233885610924013,0.07948294254219737,0.0,1.6153846153848452,5e-05,0.0,0.33963688204956394,3.819399438323619,0.07948294254219737,8.233885610924013,-0.005092879762324676,5e-05,-0.48593710034425064,-0.3,1.0,0.7733812949640289,0.21771444463342163,"{""asks"":[[0.23962,11.0],[0.23966,329.0],[0.23967,248.0],[0.23973,749.0],[0.23974,627.0],[0.23976,23.0],[0.23978,1.0],[0.23982,2007.0],[0.23984,224.0],[0.23985,23.0]],""bids"":[[0.23951,436.0],[0.23944,58.0],[0.2394,23.0],[0.23931,339.0],[0.23929,107.0],[0.23928,107.0],[0.23927,200.0],[0.23926,594.0],[0.23925,214.0],[0.23923,214.0]]}",548.52,1017.11,-0.299296,4.59,0.23919,480.05,0.23994,500.99,,,,,,,,,,,
