id,symbol,signal_type,would_have_opened,actual_blocked_by,linked_auto_short_id,linked_canceled_signal_id,entry_price,signal_price,entry_ts,leverage,tp_pct,sl_pct,tp_price,sl_price,score,entry_score,triggered_count,status,close_reason,exit_price,exit_ts,pnl_pct,ml_label,f_rsi_5m,f_large_sell_cluster,f_rsi,f_vwap_extension,f_volume_zscore,f_trade_imbalance,f_large_buy_cluster,f_price_acceleration,f_consecutive_greens,f_ob_bid_thinning,f_spread_expansion,f_momentum_loss,f_upper_wick,f_funding_rate,f_cvd_divergence,f_liquidation_cascade,volume_24h_usdt,price_change_5m,price_change_1h,spread_pct,bid_depth_change_5m,realized_vol_1h,btc_change_15m,funding_rate_at_signal,oi_change_pct_at_signal,trend_strength_1h,ob_snapshot,ob_bid_volume_top10,ob_ask_volume_top10,ob_imbalance_top10,ob_spread_bps,ob_bid_wall_price,ob_bid_wall_size,ob_ask_wall_price,ob_ask_wall_size,spread_pct_z,bid_depth_change_5m_z,realized_vol_1h_z,volume_24h_usdt_z,oi_change_pct_z,btc_change_1h,btc_change_4h,btc_change_24h,btc_adx_1h,btc_atr_pct_1h,recent_wr_20,adverse_move_pct
381,BRUSDT,overheated,False,score_dropped,,1647,0.20805,0.20805,2026-05-03T06:32:01.705277+00:00,10,10.0,10.0,0.2059695,0.21013050000000003,50.05690850326969,50.05690850326969,8,closed,sl_hit,0.21057,2026-05-03T06:47:10.846020+00:00,-10.0,0,61.315217537519075,26.0,57.078914541640785,0.9368313048591488,3.842207971967365,0.543933384915756,74.0,-0.09059269057519159,0.0,-48.14096415596596,0.10103683033028843,0.0,4.266666666666358,0.0009041,-1.0,0.7630434782608695,12662242.9257,0.0,1.759100903982405,0.10103683033028843,-48.14096415596596,0.8015976595121748,0.04354943244842595,0.0009041,0.01581921867620493,-1.0,,,,,,,,,,,,,,,,,,,,,
382,VVVUSDT,early_warning,False,already_open,,1648,9.2587,9.2587,2026-05-03T06:33:19.308749+00:00,10,10.0,10.0,9.166113,9.351287,48.353002781972556,48.353002781972556,7,closed,sl_hit,9.3521,2026-05-03T07:23:12.893727+00:00,-10.0,0,62.00789457105231,13.0,58.06170847315542,0.0,6.568548772563806,0.0,6.0,0.056695584118143794,1.0,-35.995181149977824,0.0010807831354574355,0.0,1.228571428571356,4.976e-05,1.0,0.7552631578947369,2821531.4751,0.12761033427417995,0.5277016146581435,0.0010807831354574355,-35.995181149977824,0.07522056067075612,0.04354943244842595,4.976e-05,-0.047975748646267975,-1.0,,,,,,,,,,,,,,,,,,,,,
383,VVVUSDT,early_warning,False,duplicate,,,9.2587,9.2587,2026-05-03T06:33:19.315407+00:00,10,10.0,10.0,9.166113,9.351287,48.353002781972556,48.353002781972556,7,closed,sl_hit,9.3521,2026-05-03T07:23:12.877133+00:00,-10.0,0,62.00789457105231,13.0,58.06170847315542,0.0,6.568548772563806,0.0,6.0,0.056695584118143794,1.0,-35.995181149977824,0.0010807831354574355,0.0,1.228571428571356,4.976e-05,1.0,0.7552631578947369,2821531.4751,0.12761033427417995,0.5277016146581435,0.0010807831354574355,-35.995181149977824,0.07522056067075612,0.04354943244842595,4.976e-05,-0.047975748646267975,-1.0,,,,,,,,,,,,,,,,,,,,,
384,ORCAUSDT,overheated,True,,984,,2.1366,2.1366,2026-05-03T06:41:18.665967+00:00,10,10.0,10.0,2.115234,2.157966,46.49285955225116,46.49285955225116,5,closed,sl_hit,2.1604,2026-05-03T06:42:40.670250+00:00,-10.0,0,61.109563593433094,54.0,78.44634179272906,0.7255619734539197,6.1218249769529045,0.07291598451993772,46.0,0.8905851561488266,4.0,-67.50754570151092,0.004675191098425253,0.0,0.5196078431372636,0.0,-1.0,0.3561643835616438,0.0,0.0,0.37891346563728545,0.004675191098425253,-67.50754570151092,0.2152364719389796,0.04354943244842595,-0.00035959,0.03213960277990423,-1.0,,,,,,,,,,,,,,,,,,,,,
385,ENJUSDT,overheated,True,,985,,0.052364,0.052364,2026-05-03T06:41:51.658310+00:00,10,10.0,10.0,0.05184036,0.05288764,52.39785957074874,52.39785957074874,8,closed,tp_hit,0.051819,2026-05-03T11:27:57.066468+00:00,10.0,1,62.9259373556444,25.0,75.40582382911138,0.5441300947284609,2.493010922366531,0.0,5.0,0.084992174188982,3.0,14.45579715464682,0.0019101284561273317,0.0,0.0,0.0,1.0,0.7422535211267606,0.0,0.42775209560163613,0.6201758765024326,0.0019101284561273317,14.45579715464682,0.10223931792840053,0.04354943244842595,-0.00097847,0.21528674574693438,0.3,,,,,,,,,,,,,,,,,,,,,
386,MUSDT,early_warning,False,score_dropped,,1649,2.9624,2.9624,2026-05-03T06:42:44.634272+00:00,10,10.0,10.0,2.932776,2.9920240000000002,48.06470202857099,48.06470202857099,6,closed,sl_hit,2.9924,2026-05-03T07:14:42.511274+00:00,-10.0,0,66.82114498657646,11.0,74.47154121835595,0.30757570365490167,1.3130061006090306,0.0,12.0,-0.07630719464341867,0.0,-9.092486023850334,0.003376154222732019,0.0,0.0,0.00039319,1.0,0.6418879368101613,0.0,0.0439100182395487,1.4923840492897513,0.003376154222732019,-9.092486023850334,0.12610462959033014,0.04354943244842595,0.00039319,-0.017055608699843534,1.0,,,,,,,,,,,,,,,,,,,,,
387,ENJUSDT,early_warning,False,already_open,,1650,0.052514,0.052514,2026-05-03T06:43:40.406883+00:00,10,10.0,10.0,0.05198886,0.05303914,45.892677842441856,45.892677842441856,7,closed,tp_hit,0.051953,2026-05-03T09:07:49.925509+00:00,10.0,1,62.08855176285607,33.0,72.47032815992377,0.33325775893834014,1.0063474674666397,0.0,11.0,-0.05343307542143153,1.0,-5.011410349321109,0.0019052881271989408,0.0,0.722222222222008,0.0,1.0,0.6547538884243662,0.0,0.4495112760381781,0.5451578846338411,0.0019052881271989408,-5.011410349321109,0.10179921746973807,0.04354943244842595,-0.00097847,0.21528674574693438,0.3,,,,,,,,,,,,,,,,,,,,,
388,ENJUSDT,early_warning,False,duplicate,,,0.052514,0.052514,2026-05-03T06:43:40.413293+00:00,10,10.0,10.0,0.05198886,0.05303914,45.892677842441856,45.892677842441856,7,closed,tp_hit,0.051953,2026-05-03T09:07:49.918241+00:00,10.0,1,62.08855176285607,33.0,72.47032815992377,0.33325775893834014,1.0063474674666397,0.0,11.0,-0.05343307542143153,1.0,-5.011410349321109,0.0019052881271989408,0.0,0.722222222222008,0.0,1.0,0.6547538884243662,0.0,0.4495112760381781,0.5451578846338411,0.0019052881271989408,-5.011410349321109,0.10179921746973807,0.04354943244842595,-0.00097847,0.21528674574693438,0.3,,,,,,,,,,,,,,,,,,,,,
389,VVVUSDT,overheated,True,,986,,9.2751,9.2751,2026-05-03T06:45:04.647645+00:00,10,10.0,10.0,9.182349,9.367851,49.99752160448672,49.99752160448672,7,closed,sl_hit,9.3687,2026-05-03T07:30:43.657142+00:00,-10.0,0,66.68980960501989,4.0,64.79213333790389,0.11284175416247454,1.974360168104072,0.0,5.0,0.018335578871199024,2.0,-1.930639421171005,0.0010781613037101356,0.0,0.0,4.976e-05,1.0,0.7368050911443834,0.0,0.1857892803905979,0.9736790457291113,0.0010781613037101356,-1.930639421171005,0.06922606545599669,0.04354943244842595,4.976e-05,-0.013501956663513793,-1.0,,,,,,,,,,,,,,,,,,,,,
390,LABUSDT,early_warning,False,score_dropped,,1651,1.101,1.101,2026-05-03T06:47:22.965439+00:00,10,10.0,10.0,1.08999,1.11201,46.11879274642964,46.11879274642964,6,closed,tp_hit,1.08611,2026-05-03T06:48:10.879690+00:00,10.0,1,45.56507685360797,48.0,61.228359294411966,3.6509479968660066,0.02651505481941732,0.07347854735800888,52.0,1.412873060427759,1.0,-79.1002376258034,0.013611429971469944,0.0,0.6362311801845646,0.00405042,-1.0,0.42723701537305325,840336401.6643,0.0,-1.0980645045722779,0.013611429971469944,-79.1002376258034,1.22500114334302,-0.04545006446227452,0.00405042,0.3701735627285178,-1.0,,,,,,,,,,,,,,,,,,,,,
391,ZECUSDT,overheated,False,already_open,,1652,385.09,385.09,2026-05-03T06:48:50.967502+00:00,10,10.0,10.0,381.23909999999995,388.9409,49.218155633951284,49.218155633951284,7,closed,sl_hit,389.33,2026-05-03T09:24:50.725163+00:00,-10.0,0,61.15016374617122,9.0,69.72218971168613,0.16507534820673617,4.235363878296852,0.7520130341493466,37.0,0.013991683595858593,3.0,0.0,0.00259689670843106,0.0,0.5882352941173914,5.64e-05,-0.0,0.6914642003532971,0.0,0.10918449580158553,0.35968410352646685,0.00259689670843106,0.0,0.06250225621830512,-0.04545006446227452,5.64e-05,0.027923119729784646,-1.0,,,,,,,,,,,,,,,,,,,,,
392,ZECUSDT,overheated,False,duplicate,,,385.09,385.09,2026-05-03T06:48:50.974752+00:00,10,10.0,10.0,381.23909999999995,388.9409,49.218155633951284,49.218155633951284,7,closed,sl_hit,389.33,2026-05-03T09:24:50.744300+00:00,-10.0,0,61.15016374617122,9.0,69.72218971168613,0.16507534820673617,4.235363878296852,0.7520130341493466,37.0,0.013991683595858593,3.0,0.0,0.00259689670843106,0.0,0.5882352941173914,5.64e-05,-0.0,0.6914642003532971,0.0,0.10918449580158553,0.35968410352646685,0.00259689670843106,0.0,0.06250225621830512,-0.04545006446227452,5.64e-05,0.027923119729784646,-1.0,,,,,,,,,,,,,,,,,,,,,
393,RENDERUSDT,early_warning,False,score_dropped,,1653,1.7965,1.7965,2026-05-03T06:50:04.092342+00:00,10,10.0,10.0,1.778535,1.814465,45.0,45.0,6,closed,tp_hit,1.7771,2026-05-03T10:23:54.128031+00:00,10.0,1,70.64188348180845,5.0,73.74128360488575,0.27255675221566217,0.0,0.0,5.0,-0.10259977322732233,0.0,3.483614644696885,0.0055652948214925555,0.0,1.0,5e-05,1.0,0.7571428571428571,0.0,0.26785714285713813,0.5880376344085996,0.0055652948214925555,3.483614644696885,0.07806986712982923,-0.04545006446227452,5e-05,-0.04882855303230888,-1.0,,,,,,,,,,,,,,,,,,,,,
394,JCTUSDT,early_warning,False,score_dropped,,1654,0.0032842,0.0032842,2026-05-03T06:52:24.504313+00:00,10,10.0,10.0,0.003251358,0.003317042,46.7583409309419,46.7583409309419,8,closed,sl_hit,0.003318,2026-05-03T07:19:12.695563+00:00,-10.0,0,74.07483301873474,0.0,86.11672135576951,1.05522617914805,0.459852838395836,0.8963958938907646,9.0,0.5977459314336606,6.0,-36.4436282085677,0.030567018187379877,0.0,0.13599999999998877,5e-05,-0.0,0.5351032464079878,0.0,1.5150576279588464,3.905952532047218,0.030567018187379877,-36.4436282085677,0.20227236267265652,-0.04545006446227452,5e-05,0.2554996538938741,-1.0,,,,,,,,,,,,,,,,,,,,,
395,PENGUUSDT,overheated,True,,987,,0.009662,0.009662,2026-05-03T06:53:19.020358+00:00,10,10.0,10.0,0.00956538,0.00975862,46.63713041304771,46.63713041304771,6,closed,sl_hit,0.009779,2026-05-03T07:26:13.027441+00:00,-10.0,0,58.686368723063474,9.0,73.02605906869366,0.2370291231910115,2.0396344587114514,0.5738303773656531,40.0,0.1659470582162996,1.0,0.015503394568068573,0.010353574571613245,0.0,0.0,0.0,-0.0,0.5881269012522861,0.0,0.2803447201744289,0.2387130254281313,0.010353574571613245,0.015503394568068573,0.08339614508309841,-0.04545006446227452,-8.34e-06,0.06607640879722655,-0.3,,,,,,,,,,,,,,,,,,,,,
396,VIRTUALUSDT,overheated,False,score_dropped,,1655,0.7384,0.7384,2026-05-03T06:54:01.309285+00:00,10,10.0,10.0,0.7310159999999999,0.745784,51.48612470864842,51.48612470864842,8,closed,sl_hit,0.7462,2026-05-03T08:47:48.589051+00:00,-10.0,0,63.668089150349644,6.0,80.51688461045165,0.38585418854467013,2.432365335739925,0.5479037818973416,30.0,0.1005068993862782,6.0,-2.1822097998396557,0.01355289015382381,0.0,0.0,5e-05,-0.0,0.7634707025137577,16476026.9383,0.3946652150244983,0.29956427015250264,0.01355289015382381,-2.1822097998396557,0.06406979277042732,-0.04545006446227452,5e-05,0.18676070140258566,-1.0,,,,,,,,,,,,,,,,,,,,,
397,FILUSDT,overheated,True,,988,,0.92,0.92,2026-05-03T06:54:34.425423+00:00,10,10.0,10.0,0.9108,0.9292,52.638249040276875,52.638249040276875,8,open,,,,,,63.9480354358318,4.0,82.03514331351575,0.1556505595249801,3.082557569725215,0.0,8.0,-0.03055062622978063,5.0,0.14864698594773199,0.010870155986737212,0.0,0.0,0.0001,1.0,0.5858335772282797,0.0,0.2725389730731437,0.1633097441480737,0.010870155986737212,0.14864698594773199,0.04442700769851843,-0.04545006446227452,0.0001,-0.01233421826430479,0.3,,,,,,,,,,,,,,,,,,,,,
398,APTUSDT,overheated,False,score_dropped,,1656,0.9813,0.9813,2026-05-03T06:55:27.815029+00:00,10,10.0,10.0,0.971487,0.9911129999999999,47.95933552996448,47.95933552996448,7,closed,sl_hit,0.9912,2026-05-03T11:48:58.015229+00:00,-10.0,0,59.218834417782766,4.0,79.47988161029889,0.24493541381549996,1.9424686319753137,0.64666486616988,38.0,-0.022600971288897688,5.0,3.6752277376365696,0.01019108280254665,0.0,0.0,3.778e-05,-0.0,0.5973366296258403,0.0,0.3990586309219292,0.061174551386627744,0.01019108280254665,3.6752277376365696,0.05423365918074986,-0.04545006446227452,3.778e-05,0.004561405936988752,0.3,,,,,,,,,,,,,,,,,,,,,
399,APEUSDT,early_warning,False,score_dropped,,1657,0.17313,0.17313,2026-05-03T06:55:28.404178+00:00,10,10.0,10.0,0.17139870000000001,0.1748613,47.66073459172976,47.66073459172976,8,closed,tp_hit,0.1713,2026-05-03T07:34:43.847828+00:00,10.0,1,62.50260525208178,29.0,79.0192995469252,0.41333681781965204,0.20679467575854882,0.0,23.0,-0.06596091418533313,5.0,-33.80932779691779,0.0057731720693993014,0.0,9.000000000016653,0.0,1.0,0.5614939543623413,0.0,0.33609549747928213,1.0723860589812217,0.0057731720693993014,-33.80932779691779,0.11777192942864473,-0.04545006446227452,-7.002e-05,-0.0640017141077319,-1.0,,,,,,,,,,,,,,,,,,,,,
400,VIRTUALUSDT,early_warning,False,trend_filter_blocked,,1658,0.7396,0.7396,2026-05-03T06:55:40.940381+00:00,10,10.0,10.0,0.7322040000000001,0.746996,48.92711133569061,48.92711133569061,7,closed,sl_hit,0.7472,2026-05-03T08:48:18.602235+00:00,-10.0,0,70.81162845607514,8.0,88.39155356881601,0.5883400416352441,1.2022114868536558,0.5114877019451383,45.0,0.09702577740718482,8.0,4.991384890986321,0.013521736190925424,0.0,0.062499999999991326,5e-05,-0.0,0.6149425090424365,0.0,0.6806425265450591,0.7488087134104764,0.013521736190925424,4.991384890986321,0.07868892751711667,-0.04545006446227452,5e-05,0.18676070140258566,-1.0,,,,,,,,,,,,,,,,,,,,,
401,AXLUSDT,overheated,True,,989,,0.08121,0.08121,2026-05-03T06:55:44.157363+00:00,10,10.0,10.0,0.08039790000000001,0.0820221,47.753019040066945,47.753019040066945,7,closed,tp_hit,0.07933,2026-05-03T06:56:41.174544+00:00,10.0,1,75.68410982128171,32.0,75.46420258855528,1.0356552926240263,2.1199115439455456,0.31272785086995886,68.0,-0.23122850607565193,0.0,17.767919715290247,0.012257155114293221,0.0,3.0,0.0,-1.0,0.6856512787518745,11144606.6968,0.0,2.660609993510721,0.012257155114293221,17.767919715290247,0.3323673539697543,-0.04545006446227452,-4.014e-05,0.21650526216719462,-1.0,,,,,,,,,,,,,,,,,,,,,
402,PIPPINUSDT,overheated,True,,990,,0.02576,0.02576,2026-05-03T06:57:05.647122+00:00,10,10.0,10.0,0.0255024,0.026017600000000002,45.68071054899003,45.68071054899003,6,closed,sl_hit,0.02603,2026-05-03T08:40:47.958345+00:00,-10.0,0,61.733827565628765,1.0,71.90075802476983,0.13371712387475093,1.8251739676587206,0.8043131076077018,10.0,-0.031113277341880814,0.0,0.41794894819632,0.0388424936880932,0.0,0.0,0.00052303,-0.0,0.5710955710955664,0.0,0.1555814858031831,0.6254886630179844,0.0388424936880932,0.41794894819632,0.08313104998359441,-0.04545006446227452,0.00052303,0.054212272016150934,-1.0,,,,,,,,,,,,,,,,,,,,,
403,XNYUSDT,overheated,False,score_dropped,,1659,0.007331,0.007331,2026-05-03T07:01:31.100150+00:00,10,10.0,10.0,0.00725769,0.00740431,45.37457293672518,45.37457293672518,7,closed,tp_hit,0.007248,2026-05-03T07:17:12.610189+00:00,10.0,1,51.462849213459194,6.0,64.82097154861819,0.4788147700435989,2.217121484092016,0.491173722913366,27.0,0.47727448249575777,6.0,-2.70205813016208,0.054644808743176655,0.0,1.7346938775510052,5e-05,-0.0,0.751219512195122,0.0,1.274414738883503,1.9919208803454627,0.054644808743176655,-2.70205813016208,0.33439669791946747,-0.17534689161849154,5e-05,0.12529582316912882,-1.0,,,,,,,,,,,,,,,,,,,,,
404,ZBTUSDT,overheated,False,score_dropped,,1660,0.18494,0.18494,2026-05-03T07:02:03.458108+00:00,10,10.0,10.0,0.1830906,0.1867894,45.13896522493312,45.13896522493312,6,closed,tp_hit,0.18297,2026-05-03T08:50:48.731067+00:00,10.0,1,57.65749160853094,16.0,66.36688907032772,0.17853702327852075,1.6851384036340589,0.2461544870404072,25.0,0.18554364017420039,3.0,-56.00308950345156,0.005408182580234307,0.0,0.0,5e-05,-0.0,0.7090909090909091,0.0,0.3201128533449119,0.7091038018873046,0.005408182580234307,-56.00308950345156,0.09148900754406493,-0.17534689161849154,5e-05,-0.08332215718101282,-1.0,,,,,,,,,,,,,,,,,,,,,
405,ARUSDT,overheated,True,,991,,2.0491,2.0491,2026-05-03T07:02:04.025406+00:00,10,10.0,10.0,2.0286090000000003,2.069591,50.727522646068756,50.727522646068756,7,closed,tp_hit,2.025,2026-05-03T09:28:51.040151+00:00,10.0,1,64.98361003094715,16.0,72.59644192702467,0.12555257583186283,4.6064996968646374,0.0,14.0,0.023437752007323055,2.0,17.605113591768486,0.0829895774854175,0.0,0.0,0.0001,1.0,0.756896551724138,0.0,0.30862685543526047,0.9396636993076227,0.0829895774854175,17.605113591768486,0.10049672095603275,-0.17534689161849154,0.0001,0.0017833559733927062,-1.0,,,,,,,,,,,,,,,,,,,,,
406,MUSDT,overheated,True,,992,,2.9827,2.9827,2026-05-03T07:02:25.891984+00:00,10,10.0,10.0,2.952873,3.012527,46.48375150962602,46.48375150962602,7,closed,tp_hit,2.943,2026-05-03T08:04:15.486291+00:00,10.0,1,66.02200607233479,2.0,67.69283446619224,0.5928307333155345,2.781523700975463,0.4751467953533452,12.0,0.03261489235013669,5.0,51.01206972467561,0.016759682906805004,0.0,0.0,0.00039319,-0.0,0.7272727272727273,0.0,0.7360388952663859,1.7245508982036004,0.016759682906805004,51.01206972467561,0.1332594013588914,-0.17534689161849154,0.00039319,-0.03292091696539596,1.0,,,,,,,,,,,,,,,,,,,,,
407,FARTCOINUSDT,overheated,True,,993,,0.20396,0.20396,2026-05-03T07:03:30.669941+00:00,10,10.0,10.0,0.2019204,0.2059996,46.598400367653454,46.598400367653454,6,closed,tp_hit,0.20177,2026-05-03T10:51:55.517311+00:00,10.0,1,54.789088282444794,10.0,69.86467016238508,0.23405076437786496,2.2365699035990025,0.0,25.0,0.15811086902942126,4.0,-2.68062161836725,0.00490472570320634,0.0,0.08108108108108514,5e-05,1.0,0.5457542561504078,0.0,0.28541902465429714,0.014710930221155421,0.00490472570320634,-2.68062161836725,0.0917910325112402,-0.17534689161849154,5e-05,0.005580557385735214,-1.0,,,,,,,,,,,,,,,,,,,,,
408,JTOUSDT,overheated,True,,994,,0.3878,0.3878,2026-05-03T07:03:41.607685+00:00,10,10.0,10.0,0.383922,0.39167799999999997,46.08603633087624,46.08603633087624,6,closed,tp_hit,0.3837,2026-05-03T11:02:25.967660+00:00,10.0,1,70.06460398992544,23.0,75.63646660413612,0.33446116817143345,2.882454634451773,0.0,0.0,-0.10434364991864327,4.0,1.630440289146554,0.025783163594184474,0.0,0.33333333333327164,1.57e-05,1.0,0.7262212805863015,0.0,1.2797074954296055,0.831600831600841,0.025783163594184474,1.630440289146554,0.13303648489282005,-0.17534689161849154,1.57e-05,0.029131110928704174,-1.0,,,,,,,,,,,,,,,,,,,,,
409,WLDUSDT,overheated,True,,995,,0.2391,0.2391,2026-05-03T07:03:41.819072+00:00,10,10.0,10.0,0.236709,0.241491,45.13638673466875,45.13638673466875,6,closed,tp_hit,0.2367,2026-05-03T09:32:21.205792+00:00,10.0,1,55.14677802304541,9.0,61.17760616836817,0.07474115711608949,3.7806708466189614,0.0,9.0,0.050307424465557145,2.0,1.9581757272042044,0.04183225266681311,0.0,0.0,0.0,1.0,0.7096876946165933,0.0,0.33571128829206676,0.21008403361344558,0.04183225266681311,1.9581757272042044,0.06451615183511401,-0.17534689161849154,-5.564e-05,0.047357207194642044,1.0,,,,,,,,,,,,,,,,,,,,,
410,CHIPUSDT,overheated,False,score_dropped,,1661,0.06046,0.06046,2026-05-03T07:04:03.143979+00:00,10,10.0,10.0,0.059855399999999996,0.061064600000000004,45.96973773799088,45.96973773799088,7,closed,tp_hit,0.05982,2026-05-03T07:55:45.114378+00:00,10.0,1,67.95398431626948,25.0,79.27510476521135,0.6628950095277377,1.3399178986555456,0.3452735538954003,53.0,-0.03427447341546669,5.0,13.802660155338767,0.016538493343261493,0.0,0.11111111111114538,0.0,-0.0,0.7793650793650794,0.0,1.0369627027931019,1.9046013821001164,0.016538493343261493,13.802660155338767,0.09839765868419012,-0.17534689161849154,-0.00072034,0.12846420921083496,-0.3,,,,,,,,,,,,,,,,,,,,,
411,TACUSDT,overheated,False,cancel_drop,,1662,0.021595,0.021595,2026-05-03T07:04:45.393127+00:00,10,10.0,10.0,0.02137905,0.02181095,49.38735143823824,49.38735143823824,8,closed,sl_hit,0.021936,2026-05-03T07:08:12.129168+00:00,-10.0,0,69.65757177716239,11.0,61.21687981362865,0.6040132511138148,1.4295021381939286,0.09168983107910599,19.0,0.9513151593576827,2.0,-91.14502894944482,0.06468604167629315,0.0,0.0,0.00063246,-0.0,0.6187741936517512,11164428.1047,1.5013329591693483,3.5989222478829803,0.06468604167629315,-91.14502894944482,0.35484925685991986,-0.17534689161849154,0.00063246,-0.03499927364800035,-0.3,,,,,,,,,,,,,,,,,,,,,
412,PUMPFUNUSDT,overheated,False,score_dropped,,1663,0.0017978,0.0017978,2026-05-03T07:05:17.968813+00:00,10,10.0,10.0,0.001779822,0.001815778,46.097139707205244,46.097139707205244,7,closed,sl_hit,0.0018164,2026-05-03T11:48:58.009262+00:00,-10.0,0,63.10590932457029,16.0,63.70149024912732,0.07479682195227513,1.652911154485452,0.0,7.0,-0.12802607424975393,0.0,15.460275884590418,0.005562818123664597,0.0,0.10000000000004337,0.0,1.0,0.81,0.0,0.1169525506794324,0.5424145836828191,0.005562818123664597,15.460275884590418,0.058735727353434485,-0.17534689161849154,-7.181e-05,-0.0007771570895731078,-1.0,,,,,,,,,,,,,,,,,,,,,
413,1000TAGUSDT,overheated,False,score_dropped,,1664,1.2341,1.2341,2026-05-03T07:05:28.816295+00:00,10,10.0,10.0,1.221759,1.246441,50.9871180112423,50.9871180112423,9,closed,tp_hit,1.2184,2026-05-03T07:10:42.294907+00:00,10.0,1,67.99955235836502,39.0,64.17765950298829,1.2467119554366612,0.0,0.0,45.0,0.06533501090679271,3.0,-49.61972713261872,0.10525037444845395,0.0,2.476190476190532,5e-05,1.0,0.7467065868263474,0.0,1.078167115902973,7.665565791760806,0.10525037444845395,-49.61972713261872,0.8685180552055783,-0.17534689161849154,5e-05,1.282423004177566,-1.0,,,,,,,,,,,,,,,,,,,,,
414,BABYUSDT,overheated,False,score_dropped,,1665,0.028467,0.028467,2026-05-03T07:06:11.779800+00:00,10,10.0,10.0,0.02818233,0.02875167,49.18384211626332,49.18384211626332,8,closed,tp_hit,0.02792,2026-05-03T07:09:42.240076+00:00,10.0,1,69.57105778247254,40.0,66.98374507961388,3.610672099094281,0.0,0.4572756672837708,60.0,-1.3350617543122294,0.0,-64.2425101072838,0.08459044128013435,0.0,0.25242718446603873,5e-05,-1.0,0.7587412587412588,19599859.0498,0.0,10.516772438803265,0.08459044128013435,-64.2425101072838,1.2584280538613748,-0.17534689161849154,5e-05,-0.41148876430415404,-1.0,,,,,,,,,,,,,,,,,,,,,
415,TIAUSDT,overheated,False,already_open,,1666,0.3513,0.3513,2026-05-03T07:06:24.018387+00:00,10,10.0,10.0,0.347787,0.354813,46.046171311245885,46.046171311245885,6,closed,tp_hit,0.3476,2026-05-03T09:34:21.292672+00:00,10.0,1,60.897844613025725,5.0,71.95739848335734,0.03205290748601298,4.301709814112023,0.6953141433977684,32.0,-0.08573559471245211,0.0,0.27051377849419067,0.0284859706594629,0.0,0.0,0.0,-0.0,0.8875,4742090.465,0.428816466552316,0.5730659025787972,0.0284859706594629,0.27051377849419067,0.06977714636588753,-0.17534689161849154,-6.103e-05,-0.07558443392535914,-1.0,,,,,,,,,,,,,,,,,,,,,
416,TIAUSDT,overheated,False,duplicate,,,0.3513,0.3513,2026-05-03T07:06:24.025678+00:00,10,10.0,10.0,0.347787,0.354813,46.046171311245885,46.046171311245885,6,closed,tp_hit,0.3476,2026-05-03T09:34:21.270353+00:00,10.0,1,60.897844613025725,5.0,71.95739848335734,0.03205290748601298,4.301709814112023,0.6953141433977684,32.0,-0.08573559471245211,0.0,0.27051377849419067,0.0284859706594629,0.0,0.0,0.0,-0.0,0.8875,4742090.465,0.428816466552316,0.5730659025787972,0.0284859706594629,0.27051377849419067,0.06977714636588753,-0.17534689161849154,-6.103e-05,-0.07558443392535914,-1.0,,,,,,,,,,,,,,,,,,,,,
417,AAVEUSDT,overheated,False,score_dropped,,1667,92.64,92.64,2026-05-03T07:07:04.890635+00:00,10,10.0,10.0,91.7136,93.5664,51.84990075969456,51.84990075969456,7,open,,,,,,67.70690184497252,38.0,74.67455554969375,0.09676819315013103,4.328612430008933,0.0,26.0,-0.06057636697964007,0.0,-0.2268184354940564,0.010795055864419622,0.0,0.0,0.0001,1.0,0.7923076923076924,0.0,0.28144620047629915,0.6847081838930501,0.010795055864419622,-0.2268184354940564,0.047321503163248804,-0.17534689161849154,0.0001,0.0004685063446841952,1.0,,,,,,,,,,,,,,,,,,,,,
418,ENAUSDT,overheated,False,score_dropped,,1668,0.10063,0.10063,2026-05-03T07:07:05.421046+00:00,10,10.0,10.0,0.0996237,0.1016363,45.020995156278595,45.020995156278595,6,closed,sl_hit,0.10169,2026-05-03T11:48:58.019979+00:00,-10.0,0,59.19258046989761,4.0,67.86809900714522,0.18098697752851015,1.8815487150068857,0.7256919028987171,46.0,-0.09765363504514848,0.0,-0.3668412525427473,0.009935913358845447,0.0,1.000000000000694,5e-05,-0.0,0.6771260472304448,0.0,0.33894925730236963,0.4495953641722509,0.009935913358845447,-0.3668412525427473,0.06812117510651367,-0.17534689161849154,5e-05,0.00022328622451442246,0.3,,,,,,,,,,,,,,,,,,,,,
419,BCHUSDT,overheated,True,,996,,444.1,444.1,2026-05-03T07:07:48.543200+00:00,10,10.0,10.0,439.659,448.54100000000005,47.04709572667086,47.04709572667086,6,open,,,,,,61.04672261907234,7.0,77.12326169021699,0.056479964148515444,2.195794203659558,0.30389800761816127,11.0,-0.03156200123305225,0.0,0.2533268460915889,0.022519986488013226,0.0,0.0,3.575e-05,-0.0,0.5766584766584921,0.0,0.15787099684259032,0.15787099684259032,0.022519986488013226,0.2533268460915889,0.025546432599445917,-0.17534689161849154,3.575e-05,0.024690306853409602,-1.0,,,,,,,,,,,,,,,,,,,,,
