id,symbol,signal_type,cancel_reason,signal_ts,decision_ts,signal_price,final_price,price_change_pct,score,final_score,min_score_at_entry,entry_mode_candidate,triggered_count,entry_delay_sec,monitor_attempts,monitor_interval_sec,stabilization_threshold_pct,max_rise_pct,max_entry_drop_pct,f_rsi,f_vwap_extension,f_volume_zscore,f_trade_imbalance,f_large_buy_cluster,f_price_acceleration,f_consecutive_greens,f_ob_bid_thinning,f_spread_expansion,f_momentum_loss,f_upper_wick,f_funding_rate,f_rsi_5m,f_large_sell_cluster,f_cvd_divergence,f_liquidation_cascade,realized_vol_1h,volume_24h_usdt,price_change_5m,price_change_1h,spread_pct,bid_depth_change_5m,btc_change_15m,funding_rate_at_signal,oi_change_pct_at_signal,trend_strength_1h,ob_snapshot,ob_bid_volume_top10,ob_ask_volume_top10,ob_imbalance_top10,ob_spread_bps,ob_bid_wall_price,ob_bid_wall_size,ob_ask_wall_price,ob_ask_wall_size,price_15m,price_30m,price_60m,price_15m_ts,price_30m_ts,price_60m_ts,price_min_60m,price_max_60m,synthetic_pnl_pct,would_hit_tp,would_hit_sl,synthetic_close_reason,time_to_tp_sec,time_to_sl_sec,spread_pct_z,bid_depth_change_5m_z,realized_vol_1h_z,volume_24h_usdt_z,oi_change_pct_z,btc_change_1h,btc_change_4h,btc_change_24h,btc_adx_1h,btc_atr_pct_1h,recent_wr_20,adverse_move_pct
184,ORDIUSDT,overheated,score_dropped,2026-05-01T02:55:42.632493+00:00,2026-05-01T02:55:42.632495+00:00,4.416,4.419,0.06793478260867811,45.927531574732015,42.5,45.0,after_monitor,6,30,24,5,0.2,0.8,-0.3,71.4595728356253,0.17008415029019452,4.4805376283844165,0.0,4.0,0.027125559908584798,3.0,0.0,0.022642363862774725,0.0,0.6666666666665679,5e-05,59.800195729111074,19.0,1.0,0.73960419194063,0.08860160632635532,7077584.9057,0.15876616012702566,0.22691173133650525,0.022642363862774725,0.0,0.034765152247849165,5e-05,0.05288130048997288,1.0,"{""asks"":[[4.421,467.47],[4.422,906.93],[4.423,1255.62],[4.424,1186.05],[4.425,933.1],[4.426,859.99],[4.427,715.08],[4.428,1207.29],[4.429,882.84],[4.43,854.52]],""bids"":[[4.419,130.52],[4.418,787.63],[4.417,902.51],[4.416,1179.67],[4.415,1292.69],[4.414,768.82],[4.413,1215.58],[4.412,1093.04],[4.411,1182.72],[4.41,655.63]]}",40648.28,41020.27,-0.004555,4.52,4.405,9080.16,4.432,7062.7,4.428,4.435,4.43,2026-05-01T03:10:42.657061+00:00,2026-05-01T03:25:42.655908+00:00,2026-05-01T03:55:42.647836+00:00,4.408,4.453,-0.3170289855072316,False,False,expired_60m,,,,,,,,,,,,,,
185,OPENUSDT,overheated,score_dropped,2026-05-01T02:56:46.555754+00:00,2026-05-01T02:56:46.555756+00:00,0.27454,0.27434,-0.07284912945291523,47.58577479550148,35.2,45.0,after_monitor,6,30,24,5,0.2,0.8,-0.3,69.21180218809383,0.20687405142041587,3.963868635292791,0.27748145518528367,35.0,-0.33566344379173196,0.0,70.60437167018037,0.10933343051861308,0.0,0.0,5e-05,62.3553644396714,14.0,-0.0,0.8578947368421053,0.1813229824253263,0.0,0.332565873624976,1.9306452810573929,0.10933343051861308,70.60437167018037,0.054903396167220064,5e-05,3.5792204514402064,-1.0,"{""asks"":[[0.27444,1.0],[0.27454,258.0],[0.27458,115.0],[0.2746,115.0],[0.27462,115.0],[0.27464,115.0],[0.27466,115.0],[0.27468,115.0],[0.2747,120.0],[0.27471,120.0]],""bids"":[[0.27432,104.0],[0.27424,40.0],[0.27422,345.0],[0.2742,51.0],[0.27418,115.0],[0.27416,51.0],[0.27415,64.0],[0.27414,51.0],[0.27413,64.0],[0.27412,115.0]]}",274.2,326.53,-0.087116,4.37,0.274,334.01,0.27476,382.74,0.27617,0.27607,0.27741,2026-05-01T03:12:16.606873+00:00,2026-05-01T03:26:46.648708+00:00,2026-05-01T03:56:46.627120+00:00,0.2724,0.27801,-1.0,False,True,sl_hit,,1590,,,,,,,,,,,,
186,RAYDIUMUSDT,overheated,score_dropped,2026-05-01T03:06:03.837026+00:00,2026-05-01T03:06:03.837028+00:00,0.823,0.8223,-0.08505467800728103,45.44087237100112,43.8,45.0,after_monitor,7,30,24,5,0.2,0.8,-0.3,73.60185351365544,0.21523159202728295,3.7230615272890386,0.4055666863974868,8.0,0.06562378355201745,5.0,-13.897359449992244,0.0729305943843362,0.0,1.0000000000001388,5e-05,69.93179580628771,4.0,-0.0,0.3923076923076923,0.13999418316622952,0.0,0.23139690658871048,2.6824703680598834,0.0729305943843362,-13.897359449992244,0.056465864293721364,5e-05,-0.05225063669681352,-1.0,"{""asks"":[[0.8216,49.7],[0.8217,146.1],[0.8218,139.6],[0.8219,49.7],[0.822,140.3],[0.8221,267.0],[0.8222,219.5],[0.8223,347.4],[0.8224,201.2],[0.8225,100.0]],""bids"":[[0.8211,157.1],[0.821,99.4],[0.8209,291.6],[0.8208,291.0],[0.8207,325.1],[0.8206,497.7],[0.8205,342.9],[0.8204,218.7],[0.8203,519.4],[0.8202,551.1]]}",2702.9,1365.14,0.328846,6.09,0.8195,894.24,0.8228,1045.12,0.8228,0.8203,0.8191,2026-05-01T03:21:33.833636+00:00,2026-05-01T03:36:33.835554+00:00,2026-05-01T04:06:04.323041+00:00,0.8165,0.8274,0.47387606318346337,False,False,expired_60m,,,,,,,,,,,,,,
187,ZKPUSDT,overheated,score_dropped,2026-05-01T03:08:01.976194+00:00,2026-05-01T03:08:01.976197+00:00,0.08531,0.08513,-0.21099519399835845,45.00465021070463,37.2,45.0,after_monitor,6,30,24,5,0.2,0.8,-0.3,67.66176589503185,0.4021601475759755,1.6576459831357773,0.26262246848530435,50.0,0.4036035734618533,2.0,-25.718553665138817,0.011721268241219156,0.0,1.1142857142857086,5e-05,71.37391904844878,48.0,-0.0,0.732,0.31313268886178586,0.0,0.6726457399103152,1.7346572556525983,0.011721268241219156,-25.718553665138817,0.02038309770821572,5e-05,-0.4383648963603403,1.0,"{""asks"":[[0.08509,1316.0],[0.0851,744.0],[0.08511,430.0],[0.08512,744.0],[0.08513,740.0],[0.08514,1532.0],[0.08515,1553.0],[0.08516,3578.0],[0.08517,1245.0],[0.08518,1238.0]],""bids"":[[0.08508,120.0],[0.08507,349.0],[0.08506,313.0],[0.08505,1020.0],[0.08504,1517.0],[0.08503,1238.0],[0.08502,931.0],[0.08501,4823.0],[0.085,1652.0],[0.08499,1551.0]]}",1148.94,1117.08,0.014061,1.18,0.08501,410.0,0.08522,428.66,0.08442,0.08418,0.08465,2026-05-01T03:23:31.969955+00:00,2026-05-01T03:38:02.235054+00:00,2026-05-01T04:08:02.239682+00:00,0.0839,0.08536,1.0,True,False,tp_hit,569,,,,,,,,,,,,,
188,NEARUSDT,overheated,score_dropped,2026-05-01T03:08:56.491232+00:00,2026-05-01T03:08:56.491234+00:00,1.3043,1.304,-0.023000843364254155,46.1533400976283,42.4,45.0,after_monitor,7,30,24,5,0.2,0.8,-0.3,64.98480927069878,0.15328521501655434,4.25900203027106,0.46798733320868213,38.0,0.038388320741339806,3.0,1.8795033754269084,0.007667241709794057,0.0,0.1111111111110837,0.0001,62.73359575926214,7.0,-0.0,0.7019770429444017,0.05954874801953156,0.0,0.39254926108375193,0.3390875462392077,0.007667241709794057,1.8795033754269084,-0.061360425919688336,0.0001,0.029993867715444458,0.3,"{""asks"":[[1.3041,161.6],[1.3042,93.4],[1.3043,1000.2],[1.3044,3538.3],[1.3045,4331.8],[1.3046,3006.7],[1.3047,4344.8],[1.3048,3712.8],[1.3049,3311.0],[1.305,4029.2]],""bids"":[[1.304,5387.3],[1.3039,662.6],[1.3038,949.9],[1.3037,3906.0],[1.3036,2707.8],[1.3035,2725.6],[1.3034,5369.3],[1.3033,10659.2],[1.3032,4948.0],[1.3031,4096.4]]}",53979.18,35917.6,0.200915,0.77,1.3033,13892.14,1.3053,8480.8,1.3157,1.3136,1.3116,2026-05-01T03:24:26.480152+00:00,2026-05-01T03:39:26.477376+00:00,2026-05-01T04:09:26.458480+00:00,1.304,1.3174,-1.0,False,True,sl_hit,,869,,,,,,,,,,,,
189,TAOUSDT,overheated,score_dropped,2026-05-01T03:10:55.099818+00:00,2026-05-01T03:10:55.099821+00:00,251.28,251.33,0.01989812161732385,46.45067082439283,31.5,45.0,after_monitor,7,30,24,5,0.2,0.8,-0.3,70.20505586295458,0.12580568148656507,3.682980530440841,0.5857473310077049,49.0,0.006315363846331551,3.0,7.308719353803915,0.0039792284276042676,0.0,0.4999999999997158,5e-05,66.73734343066829,3.0,-0.0,0.604620901528133,0.0499035821965172,0.0,0.19937794082462718,0.26329437108550086,0.0039792284276042676,7.308719353803915,-0.10856969861468861,5e-05,0.03177368605561609,0.3,"{""asks"":[[251.33,4.206],[251.34,1.021],[251.35,4.674],[251.36,0.613],[251.37,7.803],[251.38,5.915],[251.39,11.046],[251.4,49.121],[251.41,89.364],[251.42,45.502]],""bids"":[[251.32,0.544],[251.3,0.04],[251.29,0.07],[251.28,1.032],[251.27,0.403],[251.26,7.396],[251.25,14.108],[251.24,34.143],[251.23,49.484],[251.22,86.329]]}",48625.42,55123.95,-0.062637,0.4,251.22,21687.57,251.47,22850.58,253.78,253.09,254.0,2026-05-01T03:25:55.114219+00:00,2026-05-01T03:40:55.161101+00:00,2026-05-01T04:10:55.211057+00:00,251.22,254.21,-1.0,False,True,sl_hit,,840,,,,,,,,,,,,
190,SUIUSDT,overheated,score_dropped,2026-05-01T03:11:38.608843+00:00,2026-05-01T03:11:38.608845+00:00,0.913,0.913,0.0,45.90739675898319,44.8,45.0,after_monitor,7,30,24,5,0.2,0.8,-0.3,68.97868137868406,0.1493308605632167,3.780750092588802,0.28038952709017867,19.0,-0.0066518529218406175,6.0,-4.3414555669470705,0.010953502382385561,0.0,0.9999999999997224,0.0001,63.0149853686083,14.0,-0.0,0.33604456249839937,0.03690080365875407,0.0,0.24154589371980453,0.15357612988153443,0.010953502382385561,-4.3414555669470705,-0.10856969861468861,0.0001,0.07183476690561894,0.3,"{""asks"":[[0.9127,1720.0],[0.9128,13270.0],[0.9129,11000.0],[0.913,22950.0],[0.9131,20370.0],[0.9132,17440.0],[0.9133,19330.0],[0.9134,23130.0],[0.9135,15190.0],[0.9136,25480.0]],""bids"":[[0.9126,1820.0],[0.9125,15010.0],[0.9124,11980.0],[0.9123,24340.0],[0.9122,41570.0],[0.9121,27560.0],[0.912,33590.0],[0.9119,35080.0],[0.9118,32370.0],[0.9117,23190.0]]}",224831.94,155139.63,0.183415,1.1,0.9122,37920.15,0.9145,31916.05,0.9166,0.9174,0.9188,2026-05-01T03:26:38.967142+00:00,2026-05-01T03:41:38.982446+00:00,2026-05-01T04:11:39.245523+00:00,0.9122,0.9199,-0.6352683461117105,False,False,expired_60m,,,,,,,,,,,,,,
191,TRBUSDT,early_warning,score_dropped,2026-05-01T03:12:11.415859+00:00,2026-05-01T03:12:11.415861+00:00,20.394,20.458,0.3138177895459452,46.713381025324736,40.1,45.0,after_monitor,6,30,24,5,0.2,0.8,-0.3,79.1546819045297,0.5470745063583718,1.2503189806370834,0.08697725668565222,73.0,-0.17478741507551332,1.0,-49.93968885408685,0.06868468822057275,0.0,0.0,5e-05,82.65603184352777,27.0,-1.0,0.36716417910447763,0.2542518786569491,0.0,0.0,3.035786087655806,0.06868468822057275,-49.93968885408685,-0.1302032370768569,5e-05,0.6690228625059331,-1.0,"{""asks"":[[20.705,16.44],[20.711,1.83],[20.712,16.44],[20.715,0.6],[20.716,1.88],[20.717,2.46],[20.718,3.93],[20.719,13.74],[20.72,1.31],[20.721,1.15]],""bids"":[[20.69,3.1],[20.689,10.48],[20.685,1.31],[20.683,11.15],[20.682,4.65],[20.68,1.31],[20.679,2.46],[20.678,9.73],[20.677,2.46],[20.676,27.96]]}",1542.97,1238.21,0.109579,7.25,20.676,578.1,20.73,614.02,21.162,21.544,21.578,2026-05-01T03:27:41.494863+00:00,2026-05-01T03:42:11.497629+00:00,2026-05-01T04:12:41.472033+00:00,20.394,21.714,-1.0,False,True,sl_hit,,29,,,,,,,,,,,,
192,SOLVUSDT,overheated,score_dropped,2026-05-01T03:12:43.446985+00:00,2026-05-01T03:12:43.446987+00:00,0.0046,0.0046,0.0,47.03324362436529,36.9,45.0,after_monitor,7,30,24,5,0.2,0.8,-0.3,78.22914800493868,1.0618800493173204,1.9898284068326937,0.0,2.0,-0.04888956519743676,7.0,7.070635435750757,0.08695652173914198,0.0,0.0,5e-05,62.93607814807784,2.0,1.0,0.7470588235294118,0.14843567931179044,0.0,0.04349717268378133,1.4019715224534652,0.08695652173914198,7.070635435750757,-0.1302032370768569,5e-05,0.05826044594975716,-1.0,"{""asks"":[[0.004596,21823.0],[0.004598,47511.0],[0.004599,45777.0],[0.0046,49017.0],[0.004601,89509.0],[0.004602,103850.0],[0.004603,39056.0],[0.004604,64530.0],[0.004605,39136.0],[0.004606,74826.0]],""bids"":[[0.004591,31.0],[0.00459,26934.0],[0.004589,39208.0],[0.004588,37930.0],[0.004587,55489.0],[0.004586,69215.0],[0.004585,49596.0],[0.004584,87015.0],[0.004583,56602.0],[0.004582,65520.0]]}",2235.56,2646.25,-0.084127,10.88,0.004578,9336.11,0.004613,5333.98,0.00454,0.004534,0.004526,2026-05-01T03:27:43.503503+00:00,2026-05-01T03:42:43.521633+00:00,2026-05-01T04:12:43.510502+00:00,0.004514,0.004604,1.0,True,False,tp_hit,840,,,,,,,,,,,,,
193,ENAUSDT,overheated,score_dropped,2026-05-01T03:12:55.159891+00:00,2026-05-01T03:12:55.159893+00:00,0.1039,0.10391,0.009624639076030917,46.41408639350781,30.8,45.0,after_monitor,6,30,24,5,0.2,0.8,-0.3,69.10706621854331,0.16145104119810247,6.876518909538615,0.0,11.0,0.059600351925277,1.0,-0.13230386840480993,0.009624175929932267,0.0,0.22222222222211943,0.0,68.11371439373444,64.0,1.0,0.35985748218527314,0.06064969547454426,0.0,0.01925298421255884,0.1250962278675954,0.009624175929932267,-0.13230386840480993,-0.12772758406992293,-2.606e-05,0.014622331623360924,0.3,"{""asks"":[[0.10393,1563.0],[0.10394,40574.0],[0.10395,35036.0],[0.10396,94690.0],[0.10397,69295.0],[0.10398,80399.0],[0.10399,43943.0],[0.104,58385.0],[0.10401,94236.0],[0.10402,106289.0]],""bids"":[[0.10392,12076.0],[0.10391,62161.0],[0.1039,84123.0],[0.10389,45024.0],[0.10388,55583.0],[0.10387,76798.0],[0.10386,56362.0],[0.10385,70660.0],[0.10384,67865.0],[0.10383,101621.0]]}",65673.19,64929.5,0.005694,0.96,0.10376,14640.95,0.10412,22527.61,0.10472,0.10437,0.10425,2026-05-01T03:27:55.169823+00:00,2026-05-01T03:43:25.163352+00:00,2026-05-01T04:12:55.210676+00:00,0.10389,0.10507,-1.0,False,True,sl_hit,,449,,,,,,,,,,,,
194,AAVEUSDT,overheated,score_dropped,2026-05-01T03:16:28.863774+00:00,2026-05-01T03:16:28.863777+00:00,93.13,93.11,-0.021475357027806317,45.31906039024943,38.3,45.0,after_monitor,6,30,24,5,0.2,0.8,-0.3,66.5500909757666,0.08831679494540746,5.508184171255926,0.7150568542125836,52.0,0.10963096402113526,1.0,-0.046072804903455986,0.010737102056160538,0.0,0.10000000000005685,0.0,60.353315407477275,6.0,-0.0,0.6948926568654772,0.055729855058638714,0.0,0.08597528210639258,0.2799612361365251,0.010737102056160538,-0.046072804903455986,-0.0486447925945188,-6.09e-05,-0.11181835410314879,1.0,"{""asks"":[[93.11,16.82],[93.12,132.5],[93.13,56.87],[93.14,84.84],[93.15,103.47],[93.16,150.64],[93.17,148.43],[93.18,138.77],[93.19,139.69],[93.2,102.15]],""bids"":[[93.1,22.54],[93.09,32.29],[93.08,136.66],[93.07,112.44],[93.06,73.53],[93.05,103.64],[93.04,138.3],[93.03,177.87],[93.02,104.33],[93.01,130.9]]}",96070.32,100072.57,-0.020405,1.07,92.94,23601.18,93.23,18095.01,93.58,93.56,93.51,2026-05-01T03:31:58.895941+00:00,2026-05-01T03:46:58.890997+00:00,2026-05-01T04:16:58.888112+00:00,93.11,93.84,-0.4080317835284115,False,False,expired_60m,,,,,,,,,,,,,,
195,MOVRUSDT,early_warning,score_dropped,2026-05-01T03:16:39.935332+00:00,2026-05-01T03:16:39.935334+00:00,2.4841,2.4822,-0.07648645384646402,48.142598566764754,34.1,45.0,after_monitor,7,30,24,5,0.2,0.8,-0.3,65.64613600259182,0.7342433259284505,0.33764124643712196,0.0,6.0,0.02510632552563158,5.0,-69.69985202811604,0.004027305128763696,0.0,0.7380952380952129,0.0,57.978416974034985,10.0,1.0,0.748,0.18216625674879902,0.0,0.8525841419349743,0.27447023208880483,0.004027305128763696,-69.69985202811604,-0.0486447925945188,-0.0001969,0.007228928649550554,-1.0,"{""asks"":[[2.4843,1.9],[2.485,2.3],[2.4851,4.1],[2.4853,4.1],[2.4855,4.1],[2.4857,6.4],[2.4859,4.1],[2.4861,4.1],[2.4862,20.0],[2.4863,48.1]],""bids"":[[2.4842,24.2],[2.4835,3.4],[2.4833,26.2],[2.4832,12.9],[2.4829,23.0],[2.4828,20.5],[2.4826,10.4],[2.4824,30.4],[2.4822,12.7],[2.4821,132.8]]}",736.09,246.61,0.498093,0.4,2.4821,329.62,2.4863,119.59,2.4708,2.4785,2.4711,2026-05-01T03:31:40.041939+00:00,2026-05-01T03:46:40.098885+00:00,2026-05-01T04:16:40.079037+00:00,2.4584,2.4935,1.0,True,False,tp_hit,3510,,,,,,,,,,,,,
196,FARTCOINUSDT,overheated,score_dropped,2026-05-01T03:17:55.298075+00:00,2026-05-01T03:17:55.298077+00:00,0.20018,0.20073,0.27475272254970273,47.5394178028287,34.8,45.0,after_monitor,7,30,24,5,0.2,0.8,-0.3,62.61638670292046,0.16820694342787462,3.231772652437656,0.0,21.0,-0.013000000814725729,0.0,7.41623796514424,0.0049966272765932995,0.0,2.6666666666663583,5e-05,61.49370795073426,43.0,1.0,0.6830955168534983,0.08577692164088957,41253479.7163,0.01498875843117774,0.24546638613366306,0.0049966272765932995,7.41623796514424,-0.07353573915151515,5e-05,-0.07649254569869976,0.3,"{""asks"":[[0.20085,622.0],[0.20086,28.0],[0.20087,2662.0],[0.20088,11033.0],[0.20089,8449.0],[0.2009,5549.0],[0.20091,3689.0],[0.20092,6505.0],[0.20093,5493.0],[0.20094,10278.0]],""bids"":[[0.20084,278.0],[0.20082,807.0],[0.2008,8159.0],[0.20079,30884.0],[0.20078,2904.0],[0.20077,3309.0],[0.20076,649.0],[0.20075,2873.0],[0.20074,3744.0],[0.20073,4071.0]]}",11580.62,10910.8,0.029781,0.5,0.20079,6201.2,0.20104,6072.01,0.20312,0.20317,0.20306,2026-05-01T03:33:25.302511+00:00,2026-05-01T03:47:55.333834+00:00,2026-05-01T04:17:55.314952+00:00,0.20018,0.20389,-1.0,False,True,sl_hit,,240,,,,,,,,,,,,
197,GENIUSUSDT,overheated,score_dropped,2026-05-01T03:18:38.656604+00:00,2026-05-01T03:18:38.656606+00:00,0.5334,0.5332,-0.03749531308586014,47.531393820997735,40.2,45.0,after_monitor,7,30,24,5,0.2,0.8,-0.3,63.104265686271305,0.2267410043583958,1.5419606190983082,0.0,16.0,0.30420569460573404,3.0,18.02469694457389,0.01874589933451851,0.0,0.3571428571429081,9.878e-05,59.747003298546296,30.0,1.0,0.7387096774193549,0.27117023551403574,0.0,0.45197740112993556,1.657142857142844,0.01874589933451851,18.02469694457389,-0.2801331836167014,9.878e-05,1.2628966988625165,1.0,"{""asks"":[[0.5336,445.0],[0.5337,390.0],[0.5338,1471.0],[0.5339,948.0],[0.534,1251.0],[0.5341,1727.0],[0.5342,1262.0],[0.5343,814.0],[0.5344,2369.0],[0.5345,2106.0]],""bids"":[[0.5332,47.0],[0.533,616.0],[0.5329,231.0],[0.5328,465.0],[0.5327,1460.0],[0.5326,461.0],[0.5325,1005.0],[0.5324,1614.0],[0.5323,381.0],[0.5322,439.0]]}",3578.41,6828.11,-0.312275,7.5,0.5318,1302.91,0.5354,2387.35,0.5292,0.5226,0.5225,2026-05-01T03:33:38.969409+00:00,2026-05-01T03:48:39.243378+00:00,2026-05-01T04:18:39.254134+00:00,0.5199,0.5364,1.0,True,False,tp_hit,810,,,,,,,,,,,,,
198,SHIB1000USDT,overheated,score_dropped,2026-05-01T03:18:38.810957+00:00,2026-05-01T03:18:38.810959+00:00,0.006329,0.006325,-0.06320113762048554,45.09188183813401,31.7,45.0,after_monitor,6,30,24,5,0.2,0.8,-0.3,68.5642430325884,0.17646161917481185,2.3859833130115558,0.0,11.0,0.1010931490637989,1.0,1.3378111326570445,0.015801532748678716,0.0,0.5555555555555127,0.0,67.31183552862043,8.0,1.0,0.3173423761712651,0.07009971860534855,13534483.7724,0.17410572966129462,0.34854245880862356,0.015801532748678716,1.3378111326570445,-0.2801331836167014,-0.00019236,-0.07770515241846968,-1.0,"{""asks"":[[0.006325,638620.0],[0.006326,2859390.0],[0.006327,4155050.0],[0.006328,2737830.0],[0.006329,2900310.0],[0.00633,5161860.0],[0.006331,4102030.0],[0.006332,3421180.0],[0.006333,3588550.0],[0.006334,5918660.0]],""bids"":[[0.006324,2460.0],[0.006323,2931470.0],[0.006322,2373040.0],[0.006321,2529120.0],[0.00632,4360020.0],[0.006319,3850750.0],[0.006318,3349460.0],[0.006317,6056870.0],[0.006316,6732320.0],[0.006315,2901190.0]]}",221693.87,224620.34,-0.006557,1.58,0.006316,42521.33,0.006334,37488.79,0.006349,0.006375,0.006354,2026-05-01T03:33:38.969996+00:00,2026-05-01T03:48:39.242733+00:00,2026-05-01T04:18:39.250741+00:00,0.006325,0.006376,-0.3950071101279799,False,False,expired_60m,,,,,,,,,,,,,,
199,LUMIAUSDT,overheated,score_dropped,2026-05-01T03:19:00.357905+00:00,2026-05-01T03:19:00.357907+00:00,0.17788,0.17659,-0.7252080053969043,51.6802313480334,42.3,45.0,after_monitor,7,30,24,5,0.2,0.8,-0.3,66.92282032620966,2.3351669209949386,1.0253651580262526,0.0,53.0,2.238356581402589,3.0,-13.552887699144488,0.14614952220347524,0.0,0.12771739130435528,5e-05,72.77101703632218,44.0,1.0,0.7406015037593985,1.0593029114246872,4588592.0523,1.7270959624842863,17.04655517530831,0.14614952220347524,-13.552887699144488,-0.2801331836167014,5e-05,1.7231487289514082,0.3,"{""asks"":[[0.17682,313.2],[0.17689,169.9],[0.17693,72.9],[0.17695,629.0],[0.17696,445.6],[0.17697,75.6],[0.17699,278.6],[0.17703,275.8],[0.17704,169.2],[0.1771,508.7]],""bids"":[[0.17658,277.1],[0.17653,275.8],[0.17651,69.9],[0.1765,14.1],[0.17649,618.6],[0.17648,279.6],[0.17644,275.8],[0.17639,586.4],[0.17636,168.5],[0.17633,66.4]]}",464.49,520.05,-0.056432,13.58,0.17649,109.18,0.17695,111.3,0.18565,0.17393,0.17448,2026-05-01T03:34:00.398342+00:00,2026-05-01T03:49:00.395314+00:00,2026-05-01T04:19:00.388215+00:00,0.16859,0.18756,-1.0,True,True,sl_hit,1770,59,,,,,,,,,,,,
200,JUPUSDT,overheated,score_dropped,2026-05-01T03:20:49.267409+00:00,2026-05-01T03:20:49.267411+00:00,0.18457,0.18409,-0.260063932383382,49.615058366269764,42.3,45.0,after_monitor,7,30,24,5,0.2,0.8,-0.3,74.96827837068857,0.7969444126692448,2.5931381972142677,0.4174619500714754,11.0,0.09691719379959698,2.0,-63.870842987872145,0.005417851821743057,0.0,0.047619047619028736,0.0,67.02171743797823,2.0,-0.0,0.7171428571428571,0.12880622039322454,3320245.3834,0.8524124364788841,1.150369761709131,0.005417851821743057,-63.870842987872145,-0.667736358192857,-3.416e-05,-0.002488887594647117,0.3,"{""asks"":[[0.18405,284.0],[0.18407,438.0],[0.18408,41.0],[0.1841,1508.0],[0.18411,1029.0],[0.18412,1051.0],[0.18413,1029.0],[0.18414,1070.0],[0.18415,2866.0],[0.18416,2338.0]],""bids"":[[0.18403,728.0],[0.18401,41.0],[0.184,1029.0],[0.18399,2390.0],[0.18398,3028.0],[0.18397,1972.0],[0.18396,2060.0],[0.18395,3426.0],[0.18394,4197.0],[0.18393,2928.0]]}",4010.18,2145.86,0.302844,1.09,0.18385,2316.33,0.18421,2390.49,0.18477,0.18462,0.18412,2026-05-01T03:35:49.286923+00:00,2026-05-01T03:50:49.295572+00:00,2026-05-01T04:21:19.275272+00:00,0.1839,0.18533,0.24380993660941971,False,False,expired_60m,,,,,,,,,,,,,,
201,APTUSDT,overheated,score_dropped,2026-05-01T03:20:49.563875+00:00,2026-05-01T03:20:49.563877+00:00,1.0312,1.0263,-0.4751745539177564,46.420154808606696,44.1,45.0,after_monitor,6,30,24,5,0.2,0.8,-0.3,68.03810989504984,0.30558420798673974,3.3112842309178134,0.3623248786993298,83.0,-0.4038137639901993,0.0,0.024120563163191663,0.009697910100372305,0.0,1.099999999999989,3.698e-05,68.38777975450485,17.0,-1.0,0.7934579439252336,0.1383880797363314,28054780.1291,0.0,1.2614565881541484,0.009697910100372305,0.024120563163191663,-0.667736358192857,3.698e-05,0.04751592500762902,-1.0,"{""asks"":[[1.0261,357.64],[1.0262,1107.32],[1.0263,3368.48],[1.0264,2127.54],[1.0265,2729.5],[1.0266,3829.32],[1.0267,1845.98],[1.0268,2749.9],[1.0269,2510.92],[1.027,2634.38]],""bids"":[[1.026,373.8],[1.0259,17.15],[1.0258,1442.34],[1.0257,2177.43],[1.0256,1697.08],[1.0255,1908.34],[1.0254,1843.29],[1.0253,2884.68],[1.0252,3050.26],[1.0251,6292.95]]}",22237.38,23879.93,-0.035617,0.97,1.0251,6450.9,1.0278,6972.48,1.0298,1.0288,1.0399,2026-05-01T03:35:49.722296+00:00,2026-05-01T03:50:49.721716+00:00,2026-05-01T04:20:50.034893+00:00,1.0251,1.0431,-1.0,False,True,sl_hit,,3030,,,,,,,,,,,,
202,ICPUSDT,overheated,score_dropped,2026-05-01T03:21:01.127556+00:00,2026-05-01T03:21:01.127559+00:00,2.398,2.393,-0.20850708924104824,46.467449050594446,43.6,45.0,after_monitor,7,30,24,5,0.2,0.8,-0.3,70.70772709495994,0.126086267103099,7.202475423308687,0.42189664129291565,15.0,-0.251002418597555,0.0,-10.193535309926865,0.04169272461954929,0.0,1.3333333333334814,3.04e-06,65.96058803039674,4.0,-0.0,0.7782608695652173,0.0846432832276508,4665395.1305,0.6717044500419821,0.5459890802184102,0.04169272461954929,-10.193535309926865,-0.667736358192857,3.04e-06,-0.0006211325418419265,0.3,"{""asks"":[[2.393,1106.8],[2.394,5006.9],[2.395,5526.7],[2.396,5966.2],[2.397,6729.8],[2.398,7347.8],[2.399,7312.6],[2.4,2043.5],[2.401,5732.3],[2.402,2520.6]],""bids"":[[2.392,56.4],[2.391,3668.8],[2.39,4790.2],[2.389,3372.9],[2.388,5701.4],[2.387,5537.4],[2.386,6061.9],[2.385,3448.2],[2.384,3127.8],[2.383,9926.1]]}",109044.38,118182.97,-0.040218,4.18,2.379,54273.08,2.405,59930.44,2.395,2.394,2.399,2026-05-01T03:36:01.140078+00:00,2026-05-01T03:51:31.130172+00:00,2026-05-01T04:21:31.136285+00:00,2.39,2.403,-0.04170141784820225,False,False,expired_60m,,,,,,,,,,,,,,
