id,symbol,signal_type,cancel_reason,signal_ts,decision_ts,signal_price,final_price,price_change_pct,score,final_score,min_score_at_entry,entry_mode_candidate,triggered_count,entry_delay_sec,monitor_attempts,monitor_interval_sec,stabilization_threshold_pct,max_rise_pct,max_entry_drop_pct,f_rsi,f_vwap_extension,f_volume_zscore,f_trade_imbalance,f_large_buy_cluster,f_price_acceleration,f_consecutive_greens,f_ob_bid_thinning,f_spread_expansion,f_momentum_loss,f_upper_wick,f_funding_rate,f_rsi_5m,f_large_sell_cluster,f_cvd_divergence,f_liquidation_cascade,realized_vol_1h,volume_24h_usdt,price_change_5m,price_change_1h,spread_pct,bid_depth_change_5m,btc_change_15m,funding_rate_at_signal,oi_change_pct_at_signal,trend_strength_1h,ob_snapshot,ob_bid_volume_top10,ob_ask_volume_top10,ob_imbalance_top10,ob_spread_bps,ob_bid_wall_price,ob_bid_wall_size,ob_ask_wall_price,ob_ask_wall_size,price_15m,price_30m,price_60m,price_15m_ts,price_30m_ts,price_60m_ts,price_min_60m,price_max_60m,synthetic_pnl_pct,would_hit_tp,would_hit_sl,synthetic_close_reason,time_to_tp_sec,time_to_sl_sec,spread_pct_z,bid_depth_change_5m_z,realized_vol_1h_z,volume_24h_usdt_z,oi_change_pct_z,btc_change_1h,btc_change_4h,btc_change_24h,btc_adx_1h,btc_atr_pct_1h,recent_wr_20,adverse_move_pct
1147,1000TAGUSDT,overheated,score_dropped,2026-05-02T11:46:45.882912+00:00,2026-05-02T11:46:45.882915+00:00,1.0269,1.037,0.9835427013341123,45.139514863566795,41.9,45.0,after_monitor,6,30,24,5,0.2,0.8,-0.3,74.18214036773894,2.3785136312852795,0.21055122147727204,0.25866537455407945,67.0,0.6066233040157736,1.0,19.371917167385405,0.10726997903360484,0.0,0.32323232323233186,5e-05,73.11456833168096,33.0,-1.0,0.7147540983606557,0.7036966491110219,0.0,0.0,5.788667687595709,0.10726997903360484,19.371917167385405,0.047611612113823865,5e-05,3.8618366124965213,-1.0,"{""asks"":[[1.0364,6.0],[1.0368,6.0],[1.037,10.0],[1.0371,1.0],[1.0372,6.0],[1.0375,30.0],[1.0376,3.0],[1.0382,1.0],[1.0383,23.0],[1.0385,111.0]],""bids"":[[1.0357,122.0],[1.0354,47.0],[1.0349,114.0],[1.0348,69.0],[1.0347,38.0],[1.0346,301.0],[1.0344,23.0],[1.0342,66.0],[1.0341,23.0],[1.034,26.0]]}",857.85,204.5,0.615004,6.76,1.0337,393.84,1.0389,388.55,1.0662,1.1081,1.203,2026-05-02T12:02:15.865551+00:00,2026-05-02T12:16:46.138637+00:00,2026-05-02T12:46:46.259876+00:00,1.0269,1.203,-1.0,False,True,sl_hit,,29,0.17330449117715954,-0.4909030239417411,1.728414194197293,0.0,1.8754740985610476,0.15627451755823937,0.23597243023465506,-2.415036328500195,53.32373030352461,0.4809047086648182,0.45,
1148,ENSOUSDT,overheated,already_open,2026-05-02T11:51:27.963991+00:00,2026-05-02T11:51:27.963994+00:00,1.0257,1.0257,0.0,52.041504795775495,52.041504795775495,45.0,shadow,8,30,24,5,0.2,0.8,-0.3,64.65667292335473,0.15827548472109954,1.9168891420257899,0.0,11.0,-0.07434296110639432,0.0,-6.508866263726631,0.009748964172555594,0.0,7.75000000000111,0.0,84.83481844256107,11.0,1.0,0.7834437086092716,0.178716171454834,0.0,0.48985990006859176,2.418790604697651,0.009748964172555594,-6.508866263726631,0.047611612113823865,-0.00018959,-0.347867480545238,-1.0,"{""asks"":[[1.0258,78.0],[1.0259,12.4],[1.026,379.6],[1.0261,420.4],[1.0262,485.4],[1.0263,609.1],[1.0264,559.3],[1.0265,771.1],[1.0266,587.2],[1.0267,1738.3]],""bids"":[[1.0257,261.5],[1.0256,167.6],[1.0255,353.1],[1.0254,440.0],[1.0253,262.8],[1.0252,612.3],[1.0251,678.6],[1.025,1198.6],[1.0249,1209.1],[1.0248,1809.6]]}",7168.45,5789.94,0.10638,0.97,1.0246,2890.7,1.0267,1784.71,1.0172,1.0338,1.0189,2026-05-02T12:06:27.975153+00:00,2026-05-02T12:21:28.017865+00:00,2026-05-02T12:51:28.002075+00:00,1.0116,1.0397,1.0,True,True,tp_hit,510,1890,-0.21885042709371325,-2.4829690111888754,-0.23944876789798852,0.0,-1.4116115274432717,0.15627451755823937,0.23597243023465506,-2.415036328500195,53.32373030352462,0.4809047086648182,0.45,
1149,MAGMAUSDT,overheated,score_dropped,2026-05-02T11:52:09.371705+00:00,2026-05-02T11:52:09.371707+00:00,0.24009,0.24043,0.14161356158107669,45.815362219521994,39.0,45.0,after_monitor,8,30,24,5,0.2,0.8,-0.3,63.20960097233095,0.3823247375510203,27.721036807135683,0.4183788289532488,23.0,-0.5742534162273965,0.0,1.228327859610533,0.016665277893513977,0.0,2.171171171171167,5e-05,70.39187545415338,12.0,-0.0,0.7962892027938449,0.22197740766509794,0.0,0.5107380583581023,4.284093883605268,0.016665277893513977,1.228327859610533,0.047611612113823865,5e-05,-0.10673688458205423,-1.0,"{""asks"":[[0.24042,531.0],[0.24048,58.0],[0.24063,200.0],[0.24071,422.0],[0.24074,260.0],[0.24085,180.0],[0.24086,422.0],[0.241,218.0],[0.24101,200.0],[0.24102,245.0]],""bids"":[[0.24031,416.0],[0.24021,416.0],[0.24003,417.0],[0.24002,200.0],[0.24,200.0],[0.23999,200.0],[0.23993,200.0],[0.23992,24.0],[0.23985,422.0],[0.23981,200.0]]}",646.91,658.69,-0.009023,4.58,0.23985,101.22,0.24116,264.31,0.23671,0.23684,0.23683,2026-05-02T12:07:09.558181+00:00,2026-05-02T12:22:09.787811+00:00,2026-05-02T12:52:10.582807+00:00,0.23379,0.24009,1.0,True,False,tp_hit,600,,-1.4472479461759349,-0.07290754286221811,0.6518519491109397,0.0,-0.8058741686266327,0.15627451755823937,0.23597243023465506,-2.415036328500195,53.32373030352462,0.4809047086648182,0.45,
1150,CHILLGUYUSDT,overheated,score_dropped,2026-05-02T11:57:29.366640+00:00,2026-05-02T11:57:29.366642+00:00,0.013561,0.013614,0.3908266352038879,45.49322475580605,41.6,45.0,after_monitor,6,30,24,5,0.2,0.8,-0.3,71.2490043190793,0.8649666174846643,1.587680155730663,0.5686586968759538,6.0,0.699240336698482,4.0,-0.934494657368641,0.08818990225619061,0.0,0.26363636363635745,5e-05,58.375707811217815,4.0,-0.0,0.7935963681996145,0.2384200014299711,0.0,0.7653440332887551,0.03677552221241392,0.08818990225619061,-0.934494657368641,0.047611612113823865,5e-05,0.11913452429075373,-1.0,"{""asks"":[[0.013613,11095.0],[0.013614,6329.0],[0.013617,2634.0],[0.013619,8537.0],[0.013622,1341.0],[0.013623,7348.0],[0.013624,1748.0],[0.013625,8658.0],[0.013626,7348.0],[0.013628,2128.0]],""bids"":[[0.013601,4192.0],[0.013597,407.0],[0.013591,1342.0],[0.013588,1334.0],[0.013586,2619.0],[0.013585,1845.0],[0.013584,2635.0],[0.013582,2635.0],[0.013581,1356.0],[0.01358,1159.0]]}",265.3,778.6,-0.491718,8.82,0.013577,174.48,0.013613,151.04,0.0136,0.013744,0.014155,2026-05-02T12:12:29.728257+00:00,2026-05-02T12:27:30.315159+00:00,2026-05-02T12:57:30.676066+00:00,0.013499,0.014155,-1.0,False,True,sl_hit,,1410,-1.133671441289264,0.33967654906041994,-0.12435588739980637,0.0,0.8234199202010982,0.15627451755823937,0.23597243023465506,-2.415036328500195,53.32373030352461,0.4809047086648182,0.45,
1151,RIVERUSDT,overheated,score_dropped,2026-05-02T11:59:38.423308+00:00,2026-05-02T11:59:38.423310+00:00,6.597,6.604,0.10610883735030578,46.281018131907096,38.3,45.0,after_monitor,7,30,24,5,0.2,0.8,-0.3,68.43013863412865,0.3560774452258394,2.356362935006174,0.0,7.0,0.22443034864968686,5.0,-3.1378650041093485,0.015136607886177763,0.0,0.0,0.00074334,55.477571925787984,5.0,1.0,0.12046832373443979,0.08580880841676373,0.0,0.1974483596597933,0.09085402786190531,0.015136607886177763,-3.1378650041093485,0.047611612113823865,0.00074334,0.021209521467509315,1.0,"{""asks"":[[6.605,120.4],[6.606,97.2],[6.607,265.0],[6.608,442.2],[6.609,319.8],[6.61,494.5],[6.611,148.0],[6.612,96.9],[6.613,115.3],[6.614,54.6]],""bids"":[[6.604,36.2],[6.603,12.0],[6.602,119.9],[6.601,142.1],[6.6,187.1],[6.599,244.7],[6.598,175.0],[6.597,199.4],[6.596,147.0],[6.595,83.8]]}",8889.88,14235.2,-0.231148,1.51,6.599,1614.78,6.61,3268.64,6.598,6.633,6.675,2026-05-02T12:15:08.417140+00:00,2026-05-02T12:29:38.437049+00:00,2026-05-02T12:59:38.458139+00:00,6.578,6.683,-1.0,False,True,sl_hit,,3030,-0.1501382174099786,0.5131558201469469,0.24037621905689974,0.0,-0.655851917150674,0.15627451755823937,0.23597243023465506,-2.415036328500195,53.32373030352461,0.4809047086648182,0.45,
1152,ZBTUSDT,overheated,score_dropped,2026-05-02T12:03:24.899029+00:00,2026-05-02T12:03:24.899031+00:00,0.19394,0.19416,0.11343714550891923,47.7880436648175,32.0,45.0,after_monitor,8,30,24,5,0.2,0.8,-0.3,68.08419387333328,0.5038122767482777,1.9863199858753966,0.0,30.0,-0.16978111224028647,3.0,31.92544925477174,0.005156100956461884,0.0,14.000000000005551,5e-05,63.049843612580716,44.0,1.0,0.47363433803809296,0.19506048784603044,19428513.347,0.7166597424179436,1.139214046822736,0.005156100956461884,31.92544925477174,0.033672232187328885,5e-05,-0.13095215708713964,-0.3,"{""asks"":[[0.19385,281.7],[0.19386,52.0],[0.19387,52.0],[0.19388,52.0],[0.19389,52.0],[0.1939,183.7],[0.19391,315.4],[0.19392,315.4],[0.19393,448.1],[0.19394,462.0]],""bids"":[[0.19384,234.6],[0.19383,51.8],[0.19382,51.9],[0.19381,52.0],[0.1938,145.2],[0.19379,315.4],[0.19378,330.9],[0.19377,193.5],[0.19376,236.8],[0.19375,466.9]]}",402.87,429.37,-0.031842,0.52,0.1937,350.79,0.19399,150.36,0.19454,0.19389,0.19643,2026-05-02T12:18:24.912837+00:00,2026-05-02T12:33:25.203987+00:00,2026-05-02T13:03:25.441739+00:00,0.19216,0.19766,-1.0,False,True,sl_hit,,2490,-3.910037409315987,0.302481818734236,-1.227265812966313,-2.5909061092527295,-0.5972220329218288,0.09781499685228694,0.10396141648711767,-2.415036328500195,25.745237181910785,0.4500234182492024,0.45,
1153,BIOUSDT,overheated,trend_filter_blocked,2026-05-02T12:03:27.122395+00:00,2026-05-02T12:03:27.122397+00:00,0.05364,0.05364,0.0,57.833100326970836,57.833100326970836,45.0,direct,8,30,24,5,0.2,0.8,-0.3,85.6812476843405,3.596851250074784,3.2999466701485165,0.0,56.0,2.1875347094259037,4.0,0.23130540139982303,0.019147917663946624,0.0,0.031007751937988624,0.0,76.88086818450103,44.0,-0.0,0.49284715687017855,0.5118139988926036,67704971.8375,0.0,8.447580645161288,0.019147917663946624,0.23130540139982303,0.033672232187328885,-7.105e-05,0.2784807921210381,-1.0,,,,,,,,,,0.05307,0.05381,0.05245,2026-05-02T12:18:57.124438+00:00,2026-05-02T12:33:57.126699+00:00,2026-05-02T13:03:27.153937+00:00,0.0523,0.05401,1.0,True,False,tp_hit,569,,-0.8561901735500436,-0.023869727937517203,5.012620362596281,2.145550844059369,0.344571634585565,0.09781499685228694,0.10396141648711767,-2.415036328500195,25.745237181910785,0.4500234182492024,0.45,
1154,LYNUSDT,early_warning,score_dropped,2026-05-02T12:04:51.009800+00:00,2026-05-02T12:04:51.009802+00:00,0.06798,0.06802,0.05884083553986227,46.288049849424965,31.2,45.0,after_monitor,8,30,24,5,0.2,0.8,-0.3,60.81937356537568,0.0,0.6036338008193827,0.0,39.0,-0.35239073437821955,0.0,-11.192164179387563,0.01470912701330606,0.0,0.0,0.00074733,63.99478147169842,60.0,1.0,0.7441176470588236,0.38279195473271177,0.0,0.01471237310577626,1.872939766257119,0.01470912701330606,-11.192164179387563,0.033672232187328885,0.00074733,0.1638573487092283,0.3,"{""asks"":[[0.06792,1799.0],[0.06797,1426.0],[0.06798,328.0],[0.06799,328.0],[0.068,3417.0],[0.06801,591.0],[0.06802,2091.0],[0.06803,6885.0],[0.06804,6267.0],[0.06805,1190.0]],""bids"":[[0.0679,778.0],[0.06785,1780.0],[0.06784,930.0],[0.06783,1451.0],[0.06782,1284.0],[0.06781,4526.0],[0.0678,2770.0],[0.06779,14209.0],[0.06778,2406.0],[0.06777,13273.0]]}",2942.72,1654.26,0.280284,2.95,0.06779,963.23,0.06808,745.2,0.06898,0.07,0.06548,2026-05-02T12:20:21.005091+00:00,2026-05-02T12:35:21.011993+00:00,2026-05-02T13:04:51.089880+00:00,0.06514,0.0701,-1.0,True,True,sl_hit,3420,539,-0.6526029011612569,-0.4692152618532082,3.176240071194298,0.0,1.7851289794994771,0.09781499685228694,0.10396141648711767,-2.415036328500195,25.745237181910785,0.4500234182492024,0.45,
1155,CHIPUSDT,early_warning,score_dropped,2026-05-02T12:05:34.997051+00:00,2026-05-02T12:05:34.997054+00:00,0.06688,0.06704,0.23923444976077657,45.49701133044566,41.9,45.0,after_monitor,6,30,24,5,0.2,0.8,-0.3,78.0961618355918,0.6044695451131756,0.0,0.0,15.0,0.23339399762435506,2.0,-2.1118308990363395,0.014968939450634119,0.0,0.15789473684212063,5e-05,59.680624036130084,21.0,1.0,0.7351694201439491,0.12329073243812606,0.0,0.1797483523067632,1.377327077342204,0.014968939450634119,-2.1118308990363395,0.033672232187328885,5e-05,0.1313628388380191,1.0,"{""asks"":[[0.06693,5640.0],[0.06694,17950.0],[0.06695,34240.0],[0.06696,20930.0],[0.06697,15230.0],[0.06698,18730.0],[0.06699,13700.0],[0.067,20160.0],[0.06701,21700.0],[0.06702,45050.0]],""bids"":[[0.06692,450.0],[0.06691,2910.0],[0.0669,11070.0],[0.06689,19040.0],[0.06688,12030.0],[0.06687,13170.0],[0.06686,12550.0],[0.06685,25220.0],[0.06684,11710.0],[0.06683,7650.0]]}",7743.23,14289.24,-0.297107,1.49,0.06682,2589.94,0.06702,3019.25,0.06656,0.06644,0.06596,2026-05-02T12:20:35.034053+00:00,2026-05-02T12:35:35.123960+00:00,2026-05-02T13:05:35.162617+00:00,0.06583,0.06706,1.0,True,False,tp_hit,2580,,-2.2231915194202063,-1.4880405817370574,0.2646865412574661,0.0,2.9810270282142772,0.09781499685228694,0.10396141648711767,-2.415036328500195,25.745237181910785,0.4500234182492024,0.45,
1156,TRUMPUSDT,overheated,score_dropped,2026-05-02T12:06:29.050091+00:00,2026-05-02T12:06:29.050093+00:00,2.276,2.311,1.5377855887522032,45.39793149192983,46.8,45.0,after_monitor,6,30,24,5,0.2,0.8,-0.3,89.27460287142343,0.1211427059871667,58.45744738074703,0.0,3.0,1.379586298385966,4.0,0.028235731269502823,0.0439270810454792,0.0,0.875,0.0,79.06383774652437,3.0,1.0,0.0,0.1897265297019382,0.0,0.08795074758134475,1.361440491875261,0.0439270810454792,0.028235731269502823,0.033672232187328885,-0.00017839,0.09864906045550467,1.0,"{""asks"":[[2.326,1530.9],[2.327,11795.8],[2.328,9600.6],[2.329,12782.5],[2.33,12082.2],[2.331,12387.2],[2.332,10334.8],[2.333,7279.8],[2.334,4170.2],[2.335,6456.7]],""bids"":[[2.325,846.0],[2.324,3330.9],[2.323,8292.5],[2.322,10671.9],[2.321,10576.4],[2.32,13385.2],[2.319,10522.1],[2.318,8809.8],[2.317,7480.3],[2.316,9817.9]]}",194245.06,206050.6,-0.029492,4.3,2.32,31053.66,2.341,77304.74,2.308,2.315,2.309,2026-05-02T12:21:59.055399+00:00,2026-05-02T12:36:59.050129+00:00,2026-05-02T13:06:29.661650+00:00,2.276,2.321,-1.0,False,True,sl_hit,,29,-1.8916728055874161,0.08043923688681476,13.728894629102857,0.0,0.40528081009477424,0.09781499685228694,0.10396141648711767,-2.415036328500195,25.745237181910785,0.4500234182492024,0.45,
1157,B2USDT,early_warning,score_dropped,2026-05-02T12:07:01.425243+00:00,2026-05-02T12:07:01.425245+00:00,0.668,0.6683,0.044910179640713616,46.57006004032069,42.0,45.0,after_monitor,6,30,24,5,0.2,0.8,-0.3,76.98408837073026,1.7105128988943434,0.4600827675218704,0.0,5.0,0.23713334803879915,2.0,-39.243243767977596,0.1497230124270102,0.0,0.0,0.00032123,69.05445075170147,16.0,1.0,0.3931034482758621,0.35317411664927834,0.0,1.2121212121212133,5.073598496711572,0.1497230124270102,-39.243243767977596,0.033672232187328885,0.00032123,-0.7431809989185725,-1.0,"{""asks"":[[0.6698,9.0],[0.6699,12.0],[0.67,24.0],[0.6701,149.0],[0.6702,434.0],[0.6703,994.0],[0.6704,187.0],[0.6705,57.0],[0.6706,175.0],[0.6707,315.0]],""bids"":[[0.6694,101.0],[0.669,133.0],[0.6689,151.0],[0.6688,34.0],[0.6687,219.0],[0.6686,34.0],[0.6685,279.0],[0.6684,117.0],[0.6683,240.0],[0.6682,284.0]]}",1064.38,1579.35,-0.194787,5.97,0.6679,850.9,0.671,708.58,0.6576,0.6392,0.639,2026-05-02T12:22:01.445110+00:00,2026-05-02T12:37:01.439287+00:00,2026-05-02T13:07:01.493297+00:00,0.6364,0.6695,1.0,True,False,tp_hit,149,,1.2628213023044592,-1.0242087787025995,1.254047033627043,0.0,-1.2166946221720814,0.09781499685228694,0.10396141648711767,-2.415036328500195,25.745237181910785,0.4500234182492024,0.45,
1158,TAOUSDT,early_warning,score_dropped,2026-05-02T12:07:45.711651+00:00,2026-05-02T12:07:45.711653+00:00,274.41,274.49,0.02915345650668127,45.20123443325231,34.9,45.0,after_monitor,6,30,24,5,0.2,0.8,-0.3,65.9098087595674,0.20109794155427554,0.0,0.0,35.0,0.10431406116283704,2.0,-51.542947421370656,0.0036394737320950285,0.0,0.5806451612903403,5e-05,56.03324378988325,37.0,1.0,0.8200000000000001,0.0855549912147982,0.0,0.1752272478370453,0.06928238039673196,0.0036394737320950285,-51.542947421370656,0.033672232187328885,5e-05,0.05143479666844053,-0.3,"{""asks"":[[274.64,4.182],[274.66,0.928],[274.67,0.917],[274.68,3.493],[274.69,3.253],[274.7,8.742],[274.71,8.928],[274.72,22.929],[274.73,32.301],[274.74,34.465]],""bids"":[[274.63,2.677],[274.62,0.774],[274.61,0.415],[274.6,0.119],[274.59,1.152],[274.58,2.86],[274.57,9.428],[274.56,7.601],[274.55,10.618],[274.54,9.049]]}",12271.07,33004.39,-0.457937,0.36,274.48,8499.27,274.74,9468.91,273.99,275.88,275.51,2026-05-02T12:23:15.709878+00:00,2026-05-02T12:37:45.754862+00:00,2026-05-02T13:07:46.267821+00:00,273.28,277.07,-0.4008600269669348,False,False,expired_60m,,,-1.337149852302506,0.15617193502572654,0.023973840189566567,0.0,0.11796878053125803,0.09781499685228694,0.10396141648711767,-2.415036328500195,25.85419619988075,0.4500234182492024,0.45,
1159,UBUSDT,early_warning,score_dropped,2026-05-02T12:07:56.576652+00:00,2026-05-02T12:07:56.576654+00:00,0.12896,0.13193,2.303039702233251,45.77092020198466,45.1,45.0,after_monitor,6,30,24,5,0.2,0.8,-0.3,60.11043773895819,4.585557017481,0.2712267657000501,0.20344622517137548,65.0,2.1303936716276977,4.0,-60.586162814819886,0.02327295294984853,0.0,0.148148148148151,5e-05,38.43569458412002,35.0,-1.0,0.4131076370357399,1.3612873919960884,236205068.3478,0.0,-6.172217826055683,0.02327295294984853,-60.586162814819886,0.033672232187328885,5e-05,1.789091344428183,-1.0,"{""asks"":[[0.13072,2960.0],[0.13074,50.0],[0.13076,460.0],[0.13078,2700.0],[0.13079,1410.0],[0.1308,4000.0],[0.13081,31490.0],[0.13082,840.0],[0.13083,570.0],[0.13084,430.0]],""bids"":[[0.13063,150.0],[0.13059,180.0],[0.13058,4990.0],[0.13057,170.0],[0.13056,400.0],[0.13055,300.0],[0.13054,440.0],[0.13053,1300.0],[0.13052,350.0],[0.13051,310.0]]}",1121.55,5874.27,-0.679366,6.89,0.13058,651.59,0.13081,4119.21,0.13432,0.12314,0.13708,2026-05-02T12:23:26.562309+00:00,2026-05-02T12:38:26.583812+00:00,2026-05-02T13:07:57.057073+00:00,0.12216,0.14022,-1.0,True,True,sl_hit,59,29,-0.4308513444120777,-0.6917746672605813,1.9197811420624713,0.3399379289768646,1.8206459572016933,0.09781499685228694,0.10396141648711767,-2.415036328500195,25.85419619988075,0.4500234182492024,0.45,
1160,WIFUSDT,overheated,already_open,2026-05-02T12:08:20.108930+00:00,2026-05-02T12:08:20.108932+00:00,0.18811,0.18811,0.0,46.14159411546231,46.14159411546231,45.0,shadow,7,30,24,5,0.2,0.8,-0.3,76.25023480264962,0.11561181347459716,6.177279011085995,0.3576863425663654,28.0,-0.07662890115495803,0.0,-0.018264392529533272,0.005314767080323268,0.0,10.999999999988898,0.0,65.37312076279987,15.0,-0.0,0.8454545454545455,0.052605261428148586,0.0,0.2130946673059568,0.3893125699962565,0.005314767080323268,-0.018264392529533272,0.033672232187328885,-0.00011067,0.04556695300753983,-1.0,"{""asks"":[[0.18816,9786.0],[0.18817,8699.0],[0.18818,1902.0],[0.18819,1365.0],[0.1882,5779.0],[0.18821,21733.0],[0.18822,24680.0],[0.18823,15733.0],[0.18824,23785.0],[0.18825,13122.0]],""bids"":[[0.18815,3803.0],[0.18814,152.0],[0.18813,82.0],[0.18812,124.0],[0.18811,4112.0],[0.1881,13942.0],[0.18809,9620.0],[0.18808,17271.0],[0.18807,37532.0],[0.18806,17652.0]]}",19614.92,23825.2,-0.096921,0.53,0.18807,7058.64,0.18831,8456.63,0.18829,0.18902,0.19008,2026-05-02T12:23:20.150795+00:00,2026-05-02T12:38:20.171079+00:00,2026-05-02T13:08:20.299475+00:00,0.18795,0.19061,-1.0,False,True,sl_hit,,2250,-2.516291468335924,-1.574182839475697,-0.5518007646133429,0.0,1.0648924254363836,0.09781499685228694,0.10396141648711767,-2.415036328500195,25.96229611813478,0.4500234182492024,0.45,
1161,RAVEUSDT,early_warning,score_dropped,2026-05-02T12:10:06.672030+00:00,2026-05-02T12:10:06.672033+00:00,0.68928,0.6876,-0.24373259052925003,45.46860614309018,25.3,45.0,after_monitor,6,30,24,5,0.2,0.8,-0.3,54.598000390300925,0.0,3.774219432050164,0.0,21.0,-0.4308551645323998,0.0,-42.165521220794425,0.0014560597567019537,0.0,0.0,1.25e-05,56.90071042797733,21.0,1.0,0.7597889948827987,0.15804882814793203,0.0,0.03628289044018003,0.3971208736659139,0.0014560597567019537,-42.165521220794425,0.033672232187328885,1.25e-05,-0.028743147929668242,1.0,"{""asks"":[[0.68761,114.0],[0.68763,56.0],[0.68771,114.0],[0.68772,40.0],[0.68779,114.0],[0.68783,47.0],[0.68784,8.0],[0.68785,95.0],[0.68788,5.0],[0.68789,53.0]],""bids"":[[0.6876,71.0],[0.68736,9.0],[0.68735,126.0],[0.68734,21.0],[0.68732,95.0],[0.68728,95.0],[0.68726,43.0],[0.68725,71.0],[0.68724,176.0],[0.68723,20.0]]}",499.68,444.28,0.058683,0.15,0.68719,660.39,0.68796,298.57,0.68787,0.68697,0.68835,2026-05-02T12:25:06.897878+00:00,2026-05-02T12:40:06.954374+00:00,2026-05-02T13:10:07.206043+00:00,0.68209,0.69646,1.0,True,True,tp_hit,480,3030,-0.21681189946294774,0.07337662102373034,-0.7883456518624704,0.0,-0.5282855059335031,0.09781499685228694,0.10396141648711767,-2.415036328500195,25.96229611813478,0.4500234182492024,0.4,
1162,BLESSUSDT,overheated,pending_duplicate,2026-05-02T12:11:05.155494+00:00,2026-05-02T12:11:05.155497+00:00,0.006958,0.006958,0.0,50.1176717648709,50.1176717648709,45.0,shadow,7,30,24,5,0.2,0.8,-0.3,75.28223005038203,0.8078888369525137,0.06918556955077652,0.0,5.0,0.004847259722879443,6.0,-7.682396447585195,0.07175145296691966,0.0,0.833333333333249,0.0005345,61.88596087946377,3.0,1.0,0.7252130613808262,0.26775160438403167,0.0,0.3316510454217676,2.3071271124173407,0.07175145296691966,-7.682396447585195,0.033672232187328885,0.0005345,0.311846440825112,-1.0,"{""asks"":[[0.006971,50.0],[0.006973,1580.0],[0.006974,6440.0],[0.006975,21580.0],[0.006976,29890.0],[0.006977,21050.0],[0.006978,60190.0],[0.006979,7070.0],[0.00698,9840.0],[0.006981,36640.0]],""bids"":[[0.006966,2020.0],[0.006963,14360.0],[0.006962,7390.0],[0.006961,8630.0],[0.00696,24970.0],[0.006958,25450.0],[0.006957,7390.0],[0.006956,5820.0],[0.006955,29030.0],[0.006954,64570.0]]}",1319.27,1355.99,-0.013725,7.18,0.006947,788.55,0.006989,783.19,0.00701,0.006998,0.007062,2026-05-02T12:26:05.667106+00:00,2026-05-02T12:41:06.069862+00:00,2026-05-02T13:11:06.137202+00:00,0.006953,0.007083,-1.0,False,True,sl_hit,,359,-0.3262193412549751,-1.4875383037678298,1.164368545707742,0.0,1.5026637061617805,0.09781499685228694,0.10396141648711767,-2.415036328500195,25.96229611813478,0.4500234182492024,0.35,
1163,TRUMPUSDT,early_warning,score_dropped,2026-05-02T12:12:08.971231+00:00,2026-05-02T12:12:08.971233+00:00,2.315,2.316,0.04319654427645313,45.0,32.1,45.0,after_monitor,6,30,24,5,0.2,0.8,-0.3,81.59125606954237,0.2714372748949898,0.2715502940188764,0.0,34.0,-0.14735920002866526,0.0,0.26844429102475087,0.04320587599913113,0.0,1.0,0.0,78.13018903120116,56.0,1.0,0.7578196990701919,0.1715791890822478,0.0,0.2598527501082626,1.6695957820738252,0.04320587599913113,0.26844429102475087,0.033672232187328885,-0.00017839,-0.13221674102000372,1.0,"{""asks"":[[2.315,4617.6],[2.316,12724.4],[2.317,13171.2],[2.318,13909.2],[2.319,16130.3],[2.32,16132.9],[2.321,12795.3],[2.322,12824.0],[2.323,10691.6],[2.324,9898.3]],""bids"":[[2.314,266.2],[2.313,12728.9],[2.312,16720.2],[2.311,12697.7],[2.31,13237.6],[2.309,12393.5],[2.308,6815.5],[2.307,8988.8],[2.306,13809.7],[2.305,10168.7]]}",249006.22,285068.6,-0.067523,4.32,2.298,87931.82,2.331,86969.38,2.304,2.315,2.301,2026-05-02T12:27:09.483227+00:00,2026-05-02T12:42:09.731115+00:00,2026-05-02T13:12:09.746928+00:00,2.299,2.319,0.6047516198704014,False,False,expired_60m,,,-2.343727707346567,0.312935803661917,2.1336196340705427,0.0,-1.2054316371513842,0.09781499685228694,0.10396141648711767,-2.415036328500195,25.96229611813478,0.4500234182492024,0.35,
