id,symbol,signal_type,cancel_reason,signal_ts,decision_ts,signal_price,final_price,price_change_pct,score,final_score,min_score_at_entry,entry_mode_candidate,triggered_count,entry_delay_sec,monitor_attempts,monitor_interval_sec,stabilization_threshold_pct,max_rise_pct,max_entry_drop_pct,f_rsi,f_vwap_extension,f_volume_zscore,f_trade_imbalance,f_large_buy_cluster,f_price_acceleration,f_consecutive_greens,f_ob_bid_thinning,f_spread_expansion,f_momentum_loss,f_upper_wick,f_funding_rate,f_rsi_5m,f_large_sell_cluster,f_cvd_divergence,f_liquidation_cascade,realized_vol_1h,volume_24h_usdt,price_change_5m,price_change_1h,spread_pct,bid_depth_change_5m,btc_change_15m,funding_rate_at_signal,oi_change_pct_at_signal,trend_strength_1h,ob_snapshot,ob_bid_volume_top10,ob_ask_volume_top10,ob_imbalance_top10,ob_spread_bps,ob_bid_wall_price,ob_bid_wall_size,ob_ask_wall_price,ob_ask_wall_size,price_15m,price_30m,price_60m,price_15m_ts,price_30m_ts,price_60m_ts,price_min_60m,price_max_60m,synthetic_pnl_pct,would_hit_tp,would_hit_sl,synthetic_close_reason,time_to_tp_sec,time_to_sl_sec,spread_pct_z,bid_depth_change_5m_z,realized_vol_1h_z,volume_24h_usdt_z,oi_change_pct_z,btc_change_1h,btc_change_4h,btc_change_24h,btc_adx_1h,btc_atr_pct_1h,recent_wr_20,adverse_move_pct,ml_proba_at_signal
228,ZKUSDT,overheated,already_open,2026-05-04T03:31:42.952701+00:00,2026-05-04T03:31:42.952703+00:00,0.017906,0.017906,0.0,54.07718689546434,54.07718689546434,45.0,shadow,7,30,24,5,0.2,0.8,-0.3,67.22142377036215,0.36983809003171775,2.5916938881588485,0.0,5.0,0.0903049204048209,4.0,-6.558718888564067,0.0558628009608379,0.0,0.24137931034484822,5e-05,70.47957998899484,11.0,1.0,0.7433734939759036,0.12130454124995387,0.0,0.386836351404382,1.3855898653998342,0.0558628009608379,-6.558718888564067,0.3187739501873416,5e-05,-0.11591159750899023,-1.0,"{""asks"":[[0.017906,17500.1],[0.017908,7310.4],[0.017909,12052.9],[0.01791,5793.7],[0.017911,4323.4],[0.017912,32909.8],[0.017913,14498.2],[0.017914,20641.3],[0.017915,20620.5],[0.017916,21856.2]],""bids"":[[0.017896,4634.6],[0.017895,5122.5],[0.017894,4634.6],[0.017893,5122.5],[0.017892,4634.6],[0.017891,5122.5],[0.01789,15068.2],[0.017889,8495.9],[0.017888,8259.5],[0.017887,5528.2]]}",1191.95,2821.28,-0.40599,5.59,0.017878,1077.21,0.017921,922.11,0.017857,0.017764,0.017487,2026-05-04T03:46:42.963920+00:00,2026-05-04T04:01:43.017629+00:00,2026-05-04T04:31:43.001271+00:00,0.017487,0.017952,1.0,True,False,tp_hit,1890,,3.5736151369856204,3.408382511098084,-1.4942009689553089,0.0,-0.9948083312892014,0.15834817714579166,0.2592643056975825,0.15942972039950598,28.704434562083712,0.36852160676952156,0.55,,
229,PENDLEUSDT,overheated,already_open,2026-05-04T03:35:07.654404+00:00,2026-05-04T03:35:07.654406+00:00,1.618,1.618,0.0,45.88437946656098,45.88437946656098,45.0,shadow,7,30,24,5,0.2,0.8,-0.3,65.09114749186116,0.1836205915138367,1.6539468214698372,0.34776402505980974,20.0,-0.04475625224810427,5.0,-27.020189504631738,0.006180278730570067,0.0,0.0,0.0001,64.6461877437788,8.0,-0.0,0.7212389380530974,0.10077892789224702,6983035.809,0.5093800472108465,0.486253974191137,0.006180278730570067,-27.020189504631738,0.3187739501873416,0.0001,-0.07561079344076367,-1.0,"{""asks"":[[1.6181,8.0],[1.6182,13.0],[1.6183,8.0],[1.6184,17.0],[1.6185,8.0],[1.6186,18.0],[1.6187,15.0],[1.6188,17.0],[1.6189,72.0],[1.619,299.0]],""bids"":[[1.618,210.0],[1.6179,57.0],[1.6178,8.0],[1.6177,8.0],[1.6176,283.0],[1.6175,95.0],[1.6174,153.0],[1.6173,259.0],[1.6172,121.0],[1.6171,116.0]]}",2118.94,768.97,0.467457,0.62,1.6168,2522.21,1.6199,1822.39,1.623,1.6405,1.6369,2026-05-04T03:50:37.643932+00:00,2026-05-04T04:05:37.643273+00:00,2026-05-04T04:35:07.710147+00:00,1.6131,1.6457,-1.0,False,True,sl_hit,,1769,-0.18502989076666912,0.12523480138935356,-2.582801331546177,0.3753449398640848,-1.6450822565944434,0.15834817714579166,0.2592643056975825,0.15942972039950598,28.704434562083712,0.36852160676952156,0.55,,
230,ARUSDT,overheated,pending_duplicate,2026-05-04T03:35:07.904462+00:00,2026-05-04T03:35:07.904464+00:00,2.1688,2.1688,0.0,52.020394190751674,52.020394190751674,45.0,shadow,7,30,24,5,0.2,0.8,-0.3,66.68646497310819,0.7088770067038749,3.1697247111816877,0.0,13.0,-0.11705325563347609,6.0,0.008277559129659173,0.004589155824795715,0.0,0.5555555555555556,0.0,59.91013401068155,39.0,1.0,0.7405797101449276,0.14003026987457623,0.0,0.19403122978841272,0.20239190432382517,0.004589155824795715,0.008277559129659173,0.3187739501873416,-0.00010831,-0.06931703025032399,-1.0,"{""asks"":[[2.1791,6.2],[2.1796,10.9],[2.1799,68.9],[2.1801,15.9],[2.1803,32.4],[2.1804,11.3],[2.1805,9.2],[2.1806,11.3],[2.1807,9.2],[2.1809,9.2]],""bids"":[[2.179,23.0],[2.1784,22.6],[2.1779,22.6],[2.1778,22.6],[2.1777,22.6],[2.1775,34.5],[2.1774,22.6],[2.1772,23.2],[2.177,11.3],[2.1769,33.9]]}",520.24,402.24,0.127927,0.46,2.1765,122.97,2.1799,150.2,2.1862,2.176,2.1616,2026-05-04T03:50:37.891183+00:00,2026-05-04T04:05:37.872134+00:00,2026-05-04T04:35:37.881620+00:00,2.1603,2.1888,0.3319808188860243,False,False,expired_60m,,,-0.4114705059013065,-0.08973128056400247,2.23859614590999,0.0,-0.47452038107795913,0.15834817714579166,0.2592643056975825,0.15942972039950598,28.704434562083712,0.36852160676952156,0.55,,
231,ARUSDT,early_warning,cancel_drop,2026-05-04T03:35:26.319283+00:00,2026-05-04T03:35:26.319285+00:00,2.1757,2.1689,-0.31254308958037136,47.774654993608834,52.0,45.0,direct,6,30,24,5,0.2,0.8,-0.3,66.68646497310819,0.7088770067038749,1.016694926176349,0.0,13.0,-0.11705325563347609,6.0,-28.2415221489885,0.0045948491740855565,0.0,0.5555555555555556,0.0,59.91013401068155,16.0,1.0,0.7375,0.14003026987457623,2946830.1007,0.5731983543660134,0.20239190432382517,0.0045948491740855565,-28.2415221489885,0.3187739501873416,-0.00010831,-0.06931703025032399,-1.0,"{""asks"":[[2.1838,44.3],[2.1839,7.9],[2.184,0.1],[2.1842,6.8],[2.1844,182.9],[2.1845,50.3],[2.1846,15.9],[2.1847,15.9],[2.1848,15.9],[2.1849,15.9]],""bids"":[[2.1837,23.0],[2.1831,11.3],[2.1829,11.3],[2.1827,11.3],[2.1826,11.3],[2.1825,34.5],[2.1823,33.9],[2.1821,2.7],[2.1819,11.3],[2.1818,22.6]]}",378.02,777.42,-0.34567,0.46,2.1811,83.97,2.1844,399.53,2.1872,2.1753,2.1601,2026-05-04T03:50:26.489642+00:00,2026-05-04T04:05:26.475879+00:00,2026-05-04T04:35:26.535183+00:00,2.1601,2.1898,0.7170106172726046,False,False,expired_60m,,,-0.41446657298161527,-0.4094143477690637,2.275320677215737,2.0782338786150927,-0.47585420896385255,0.15834817714579166,0.2592643056975825,0.15942972039950598,28.704434562083712,0.36852160676952156,0.55,,
232,DASHUSDT,overheated,pending_duplicate,2026-05-04T03:43:11.890089+00:00,2026-05-04T03:43:11.890091+00:00,46.57,46.57,0.0,55.08232444995565,55.08232444995565,45.0,shadow,8,30,24,5,0.2,0.8,-0.3,78.47074105040434,1.9501890679814375,1.3037721366156108,0.43798726715208275,70.0,0.3742246850358261,5.0,-14.150335947123258,0.021470746108422995,0.0,0.2903225806451768,2.472e-05,81.52533810018392,30.0,-0.0,0.8025125628140704,0.4579206910434448,27117845.7268,1.1951325510647481,6.237288135593215,0.021470746108422995,-14.150335947123258,0.3187739501873416,2.472e-05,1.4156186723827882,-0.3,"{""asks"":[[46.58,0.34],[46.59,1.39],[46.6,13.88],[46.61,46.04],[46.62,35.59],[46.63,27.04],[46.64,64.72],[46.65,23.76],[46.66,31.7],[46.67,30.71]],""bids"":[[46.57,7.51],[46.56,32.33],[46.55,66.77],[46.54,23.23],[46.53,36.1],[46.52,64.09],[46.51,54.07],[46.5,32.99],[46.49,36.41],[46.48,30.42]]}",17860.95,12832.71,0.16382,2.15,46.45,4920.91,46.69,4788.99,47.55,47.78,47.34,2026-05-04T03:58:41.891524+00:00,2026-05-04T04:13:11.905086+00:00,2026-05-04T04:43:12.394564+00:00,46.57,50.81,-1.0,False,True,sl_hit,,89,-0.5571862283949072,-1.6152183159865494,-1.8310946571083204,1.4689787779462933,4.190957910084127,0.15834817714579166,0.2592643056975825,0.15942972039950598,28.69106217789768,0.36852160676952156,0.55,,
233,DASHUSDT,early_warning,adverse_move,2026-05-04T03:43:30.581188+00:00,2026-05-04T03:43:30.581192+00:00,46.46,46.57,0.23676280671545294,49.646374311003086,55.0,45.0,direct,7,30,24,5,0.2,0.8,-0.3,78.47074105040434,1.9501890679814375,1.3037721366156108,0.40747075742540345,70.0,0.3742246850358261,5.0,3.7418499813896084,0.021521575379313485,0.0,0.2903225806451768,2.472e-05,81.52533810018392,31.0,-1.0,0.8034482758620689,0.4579206910434448,0.0,0.0,6.237288135593215,0.021521575379313485,3.7418499813896084,0.3187739501873416,2.472e-05,-0.23591721114253122,-0.3,"{""asks"":[[46.64,6.3],[46.65,0.39],[46.66,1.0],[46.67,19.49],[46.68,21.86],[46.69,43.95],[46.7,51.29],[46.71,67.7],[46.72,43.52],[46.73,79.74]],""bids"":[[46.63,4.66],[46.62,22.22],[46.61,27.78],[46.6,25.95],[46.59,33.07],[46.58,37.68],[46.57,63.94],[46.56,18.9],[46.55,50.47],[46.54,27.02]]}",14517.71,15657.75,-0.03778,2.14,46.5,3819.98,46.74,5677.04,47.59,48.05,47.33,2026-05-04T03:58:30.594282+00:00,2026-05-04T04:13:30.947060+00:00,2026-05-04T04:43:30.932907+00:00,46.46,50.81,-1.0,False,True,sl_hit,,89,-0.5526527616906536,-0.05162642047065495,-1.8551440760602955,0.0,-0.5037604146447031,0.15834817714579166,0.2592643056975825,0.15942972039950598,28.69106217789768,0.36852160676952156,0.55,0.23676280671545147,
234,RENDERUSDT,early_warning,already_open,2026-05-04T03:53:11.166534+00:00,2026-05-04T03:53:11.166536+00:00,1.8586,1.8586,0.0,47.19903003030048,47.19903003030048,45.0,shadow,7,30,24,5,0.2,0.8,-0.3,69.06292055515482,0.2647243034842883,0.0,0.6819784444623079,26.0,-0.09729821860892017,0.0,-65.76719532438943,0.005381986491213315,0.0,0.0,5e-05,64.35474418080705,4.0,-0.0,0.7250000000000001,0.09744247752150906,0.0,0.24270535569817964,-0.07534983853606392,0.005381986491213315,-65.76719532438943,0.15456858981173624,5e-05,0.10973251237994597,-1.0,"{""asks"":[[1.8581,181.0],[1.8583,96.4],[1.8584,325.0],[1.8585,41.1],[1.8586,191.6],[1.8587,189.6],[1.8588,322.9],[1.8589,445.3],[1.859,199.6],[1.8591,254.8]],""bids"":[[1.858,4.1],[1.8579,83.2],[1.8578,118.4],[1.8577,5.9],[1.8576,70.0],[1.8575,431.4],[1.8574,226.2],[1.8573,298.3],[1.8572,176.5],[1.8571,322.9]]}",3226.11,4177.07,-0.128453,0.54,1.8564,1854.36,1.8598,1754.35,1.8753,1.8641,1.8646,2026-05-04T04:08:11.226371+00:00,2026-05-04T04:23:11.275002+00:00,2026-05-04T04:53:11.246021+00:00,1.8572,1.8804,-1.0,False,True,sl_hit,,690,-0.29818262739700563,-0.3376052012039116,-4.758806505936191,0.0,0.7314798520759895,0.15834817714579166,0.2592643056975825,0.15942972039950598,28.69106217789768,0.36852160676952156,0.65,,
235,1000TAGUSDT,overheated,adverse_move,2026-05-04T03:56:38.876513+00:00,2026-05-04T03:56:38.876516+00:00,1.906,1.9136,0.3987408184679985,48.32835471484529,45.2,45.0,direct,7,30,24,5,0.2,0.8,-0.3,66.54632394817412,5.020351634269056,0.0,0.06927130711682007,54.0,0.18029617704025935,6.0,-60.039083737492675,0.06821819326739322,0.0,0.2994923857868055,6.885e-05,65.04108329038752,46.0,-1.0,0.7561151079136691,1.145280855173872,0.0,0.0,1.8599968205182509,0.06821819326739322,-60.039083737492675,0.15456858981173624,6.885e-05,0.5977407460738076,-1.0,"{""asks"":[[1.9196,21.0],[1.92,34.0],[1.9205,24.0],[1.9209,19.0],[1.921,3.0],[1.9215,29.0],[1.9217,57.0],[1.922,29.0],[1.9223,11.0],[1.9225,29.0]],""bids"":[[1.9187,71.0],[1.918,3.0],[1.9175,3.0],[1.917,52.0],[1.9169,40.0],[1.9166,252.0],[1.9158,52.0],[1.9157,416.0],[1.9155,6.0],[1.9154,78.0]]}",1864.52,491.84,0.582543,4.69,1.9137,876.47,1.9234,2363.86,1.8272,1.7351,1.8382,2026-05-04T04:12:08.873353+00:00,2026-05-04T04:26:38.899812+00:00,2026-05-04T04:56:39.687192+00:00,1.6967,2.0004,-1.0,True,True,sl_hit,509,30,-0.3373182136051593,-0.5054860567837707,0.9496580974421955,0.0,0.3543839979178635,0.15834817714579166,0.2592643056975825,0.15942972039950598,28.69106217789768,0.36852160676952156,0.65,0.3987408184680019,
236,MEGAUSDT,overheated,cancel_drop,2026-05-04T03:57:10.902725+00:00,2026-05-04T03:57:10.902727+00:00,0.1308,0.1299,-0.6880733944954219,47.21663492333472,46.7,45.0,direct,7,30,24,5,0.2,0.8,-0.3,73.64423740596082,1.2414260239395662,3.4625475902937555,0.28808367644887034,21.0,0.17093862094204815,1.0,0.9636204567117121,0.07707129094411483,0.7,0.6666666666666975,5e-05,78.24706905132189,3.0,-0.0,0.4111111111111111,0.2072321702775911,0.0,2.028081123244923,2.875399361022358,0.07707129094411483,0.9636204567117121,0.15456858981173624,5e-05,1.4349323232257416,1.0,"{""asks"":[[0.1298,12188.0],[0.1299,40001.0],[0.13,61908.0],[0.1301,29177.0],[0.1302,154700.0],[0.1303,31741.0],[0.1304,54023.0],[0.1305,43585.0],[0.1306,304981.0],[0.1307,16807.0]],""bids"":[[0.1297,6210.0],[0.1296,31682.0],[0.1295,49351.0],[0.1294,60682.0],[0.1293,120197.0],[0.1292,70984.0],[0.1291,266724.0],[0.129,26175.0],[0.1289,13360.0],[0.1288,25664.0]]}",86705.5,97659.53,-0.059415,7.71,0.1291,34434.07,0.1306,39830.52,0.13,0.1285,0.1283,2026-05-04T04:12:11.278413+00:00,2026-05-04T04:27:11.269258+00:00,2026-05-04T04:57:11.240883+00:00,0.1261,0.131,1.0,True,False,tp_hit,779,,-4.090383384538825,-1.605335568054995,-0.9182305770094102,0.0,2.122362498385515,0.15834817714579166,0.2592643056975825,0.15942972039950598,28.69106217789768,0.36852160676952156,0.65,,
237,TSTBSCUSDT,early_warning,cancel_drop,2026-05-04T03:58:15.358677+00:00,2026-05-04T03:58:15.358679+00:00,0.017625,0.017543,-0.46524822695034757,46.16635756118674,36.9,45.0,direct,7,30,24,5,0.2,0.8,-0.3,71.97343263422276,1.7228657962092613,0.04433126621646533,0.35853223542087814,82.0,-0.5645326434850584,1.0,-51.68472879575786,0.0623529745203106,0.0,5.545454545454273,0.0,67.72084457111814,18.0,-1.0,0.78719723183391,0.8084272186236305,0.0,0.0,4.359820089955035,0.0623529745203106,-51.68472879575786,0.15456858981173624,-0.00020899,0.772280904620385,-1.0,"{""asks"":[[0.017605,3561.0],[0.01761,400.0],[0.017615,5432.0],[0.01762,5432.0],[0.017621,2231.0],[0.017622,2157.0],[0.017623,10949.0],[0.017624,22930.0],[0.017625,400.0],[0.017626,30.0]],""bids"":[[0.017593,2843.0],[0.017583,6285.0],[0.017581,9701.0],[0.017579,2094.0],[0.017577,29.0],[0.017575,3484.0],[0.017573,22930.0],[0.01757,4515.0],[0.017565,5032.0],[0.017564,4477.0]]}",1078.93,943.11,0.067171,6.82,0.017573,402.95,0.017639,404.46,0.018074,0.01983,0.019364,2026-05-04T04:13:15.375114+00:00,2026-05-04T04:28:15.463308+00:00,2026-05-04T04:58:15.468869+00:00,0.017471,0.01983,-1.0,False,True,sl_hit,,299,-0.960269147175777,0.5966118733416401,-0.845185213078533,0.0,0.6358454074528042,0.15834817714579166,0.2592643056975825,0.15942972039950598,28.69106217789768,0.36852160676952156,0.6,,
238,1000PEPEUSDT,early_warning,already_open,2026-05-04T04:01:08.516445+00:00,2026-05-04T04:01:08.516447+00:00,0.004095,0.004095,0.0,49.68604560841982,49.68604560841982,45.0,shadow,7,30,24,5,0.2,0.8,-0.3,69.09303944816708,0.2783910882352637,0.339680799639782,0.0,21.0,0.07332091034299754,2.0,0.9736863311167493,0.024423006472078772,0.0,0.0,2.074e-05,69.84089970694845,26.0,1.0,0.674382977480523,0.12067207444292076,0.0,0.2202643171806035,0.12227928588898665,0.024423006472078772,0.9736863311167493,-0.39237912543052705,2.074e-05,1.0963682434185729,-0.3,"{""asks"":[[0.004095,1704200.0],[0.004096,13224700.0],[0.004097,10885800.0],[0.004098,17307600.0],[0.004099,16423300.0],[0.0041,19383600.0],[0.004101,13884800.0],[0.004102,12397900.0],[0.004103,14908600.0],[0.004104,13059400.0]],""bids"":[[0.004094,6518100.0],[0.004093,18107700.0],[0.004092,13432900.0],[0.004091,19011400.0],[0.00409,22246700.0],[0.004089,14233800.0],[0.004088,18584400.0],[0.004087,24097900.0],[0.004086,18887700.0],[0.004085,22965100.0]]}",728182.71,546028.12,0.142955,2.44,0.004077,184333.4,0.004111,186335.6,0.004096,0.004111,0.004098,2026-05-04T04:16:38.520901+00:00,2026-05-04T04:31:08.534776+00:00,2026-05-04T05:01:08.525729+00:00,0.004086,0.004128,-0.07326007326008299,False,False,expired_60m,,,-2.135001929538505,0.4817177621190954,-2.12454080130337,0.0,1.879257865306911,-0.3301488467681929,-2.179385770962706,0.15942972039950598,31.72156346826413,0.43293545287922164,0.6,,
239,SUIUSDT,overheated,already_open,2026-05-04T04:01:31.256435+00:00,2026-05-04T04:01:31.256437+00:00,0.943,0.943,0.0,46.333333333333336,46.333333333333336,45.0,shadow,6,30,24,5,0.2,0.8,-0.3,74.76826882072598,0.2288473236512996,2.319681235828487,0.19973075094573634,43.0,-0.008686970215812134,4.0,-0.5713325904804059,0.010602767322269946,0.0,0.6666666666665433,2.189e-05,76.74895419134842,25.0,-0.0,0.7173118676249732,0.07521606730077561,0.0,0.2551562832234699,0.8113590263691739,0.010602767322269946,-0.5713325904804059,-0.39237912543052705,2.189e-05,-0.07679279548901842,-0.3,"{""asks"":[[0.9432,10010.0],[0.9433,22090.0],[0.9434,10750.0],[0.9435,7730.0],[0.9436,9430.0],[0.9437,14700.0],[0.9438,10350.0],[0.9439,35080.0],[0.944,117760.0],[0.9441,6960.0]],""bids"":[[0.9431,20.0],[0.943,4020.0],[0.9429,14450.0],[0.9428,25150.0],[0.9427,6580.0],[0.9426,8160.0],[0.9425,7260.0],[0.9424,8220.0],[0.9423,7490.0],[0.9422,17880.0]]}",93534.07,231100.99,-0.423759,1.06,0.9428,23711.42,0.944,111165.44,0.951,0.9495,0.9459,2026-05-04T04:16:31.287850+00:00,2026-05-04T04:31:31.284954+00:00,2026-05-04T05:01:31.307092+00:00,0.943,0.9565,-1.0,False,True,sl_hit,,930,-0.13968157982017562,-0.9381329706823384,-1.1381179411550075,0.0,-1.1985832345837033,-0.3301488467681929,-2.179385770962706,0.15942972039950598,31.714250892885577,0.43293545287922164,0.6,,
240,RENDERUSDT,overheated,already_open,2026-05-04T04:02:03.204279+00:00,2026-05-04T04:02:03.204281+00:00,1.8674,1.8674,0.0,52.20107178905867,52.20107178905867,45.0,shadow,8,30,24,5,0.2,0.8,-0.3,79.89032825672791,0.4184310582108758,2.4312585288171373,0.38403910087737086,19.0,0.05099086984292436,3.0,-39.59403618510631,0.0053514569341497325,0.0,0.5357142857143226,5e-05,72.87946417760008,11.0,-0.0,0.7614457831325301,0.10560694840153176,0.0,0.4896948824194095,1.4706680414608944,0.0053514569341497325,-39.59403618510631,-0.39237912543052705,5e-05,-0.1710386821072689,-1.0,"{""asks"":[[1.8687,47.0],[1.8691,160.5],[1.8692,155.9],[1.8693,185.8],[1.8694,411.7],[1.8695,271.5],[1.8696,248.9],[1.8697,337.1],[1.8698,294.2],[1.8699,329.7]],""bids"":[[1.8686,4.1],[1.8685,90.7],[1.8684,4.1],[1.8683,596.5],[1.8682,4.1],[1.8681,83.7],[1.868,391.2],[1.8679,318.8],[1.8678,312.8],[1.8677,380.8]]}",4084.97,4565.97,-0.0556,0.54,1.8672,1500.11,1.8708,1290.66,1.8688,1.8726,1.8743,2026-05-04T04:17:33.203518+00:00,2026-05-04T04:32:33.199806+00:00,2026-05-04T05:02:03.309641+00:00,1.8639,1.8797,-0.36949769733319743,False,False,expired_60m,,,-0.3146049132182634,0.40432190078238944,-1.1251400623343968,0.0,-1.9825592684317446,-0.3301488467681929,-2.179385770962706,0.15942972039950598,31.714250892885577,0.43293545287922164,0.6,,
241,NAORISUSDT,overheated,already_open,2026-05-04T04:04:44.817712+00:00,2026-05-04T04:04:44.817714+00:00,0.125407,0.125407,0.0,50.712544014189206,50.712544014189206,45.0,shadow,7,30,24,5,0.2,0.8,-0.3,70.18037261011229,1.374266874767861,0.21205265670611803,0.5364176254059092,48.0,0.8573238784853847,1.0,-35.292081254120355,0.07965905922650175,0.0,0.09047993705743863,0.00090706,61.523650566991236,6.0,-0.0,0.5990953326493884,0.3095273735440153,0.0,1.2408169855493636,1.261152153728145,0.07965905922650175,-35.292081254120355,-0.39237912543052705,0.00090706,0.17473977478637207,-0.3,"{""asks"":[[0.125585,130.0],[0.125586,50.0],[0.125598,50.0],[0.12562,140.0],[0.125627,110.0],[0.125628,100.0],[0.125631,50.0],[0.125639,110.0],[0.12564,1630.0],[0.125645,140.0]],""bids"":[[0.125485,300.0],[0.125447,300.0],[0.125442,250.0],[0.125433,50.0],[0.12543,250.0],[0.125429,230.0],[0.125418,250.0],[0.125412,670.0],[0.125411,140.0],[0.125409,110.0]]}",319.85,315.34,0.007103,7.97,0.125401,100.32,0.12564,204.79,0.122394,0.124805,0.125093,2026-05-04T04:19:45.116920+00:00,2026-05-04T04:34:45.133960+00:00,2026-05-04T05:04:45.117944+00:00,0.122095,0.126264,1.0,True,False,tp_hit,360,,-0.0996319854313036,-0.39199575899486466,0.29390487644121693,0.0,1.5754410526247158,-0.3301488467681929,-2.179385770962706,0.15942972039950598,31.714250892885577,0.43293545287922164,0.6,,
242,ZEREBROUSDT,overheated,cancel_drop,2026-05-04T04:05:15.788953+00:00,2026-05-04T04:05:15.788955+00:00,0.026637,0.026504,-0.499305477343549,46.750045804826364,47.3,45.0,direct,9,30,24,5,0.2,0.8,-0.3,69.6032290089773,1.1106210057457493,1.4692331343681464,0.2575127662229399,24.0,-0.11005334025757052,7.0,-43.079764867226324,0.1350844277673595,0.7,2.720000000000125,5e-05,56.26233742997049,14.0,-0.0,0.3214285714285714,0.2786186522158294,0.0,2.5288683602771416,-0.7117437722419955,0.1350844277673595,-43.079764867226324,-0.39237912543052705,5e-05,0.13445571566373654,1.0,"{""asks"":[[0.026492,539.0],[0.026494,1889.0],[0.026497,229.0],[0.026499,261.0],[0.026501,23.0],[0.026507,4.0],[0.026509,2220.0],[0.02651,1862.0],[0.026512,13091.0],[0.02652,208.0]],""bids"":[[0.026456,348.0],[0.026454,486.0],[0.026453,5006.0],[0.026451,5006.0],[0.02645,5006.0],[0.026448,440.0],[0.026447,5006.0],[0.026446,3922.0],[0.026443,5.0],[0.026442,1.0]]}",667.22,538.82,0.106462,13.6,0.026423,328.2,0.026512,347.07,0.02695,0.026916,0.027258,2026-05-04T04:20:45.780878+00:00,2026-05-04T04:35:45.794571+00:00,2026-05-04T05:05:45.767672+00:00,0.026337,0.027284,1.0,True,True,tp_hit,539,659,2.265905925811198,4.944792448052377,1.2420141475360322,0.0,3.0053683895389494,-0.3301488467681929,-2.179385770962706,0.15942972039950598,31.714250892885577,0.43293545287922164,0.6,,
243,ZEREBROUSDT,early_warning,trend_filter_blocked,2026-05-04T04:06:55.801611+00:00,2026-05-04T04:06:55.801613+00:00,0.026609,0.026609,0.0,46.91258469329044,46.91258469329044,45.0,direct,7,30,24,5,0.2,0.8,-0.3,78.73280144334595,1.6315215014473434,0.029802320165898115,0.6778640547282501,48.0,-0.1792236414341652,9.0,0.14841629221352465,0.06741825536537194,0.0,1.2857142857142592,5e-05,62.110276762041835,10.0,-0.0,0.47585447254891355,0.2967325291356643,0.0,1.837039304986801,0.271821202053757,0.06741825536537194,0.14841629221352465,-0.39237912543052705,5e-05,0.13445571566373654,1.0,,,,,,,,,,0.027121,0.027049,0.02721,2026-05-04T04:21:56.146678+00:00,2026-05-04T04:36:56.532541+00:00,2026-05-04T05:06:56.986091+00:00,0.0263,0.027312,1.0,True,True,tp_hit,419,539,0.7362723100021794,4.000730905559717,2.277445211208677,0.0,2.2535280646574605,-0.3301488467681929,-2.179385770962706,0.15942972039950598,31.714250892885577,0.43293545287922164,0.55,,
244,VIRTUALUSDT,overheated,already_open,2026-05-04T04:07:27.645645+00:00,2026-05-04T04:07:27.645648+00:00,0.7768,0.7768,0.0,46.3690531479771,46.3690531479771,45.0,shadow,7,30,24,5,0.2,0.8,-0.3,63.99136511862269,0.31660264441418756,3.0006615323286825,0.6164439292242774,29.0,-0.15749218715079422,0.0,2.385639111670794,0.012872497908217673,0.0,0.0,0.0,66.39350802689788,8.0,-0.0,0.78,0.11753673425348289,0.0,0.43961727437290793,0.3359173126614904,0.012872497908217673,2.385639111670794,-0.39237912543052705,-2.046e-05,-0.07931637666061449,-0.3,"{""asks"":[[0.7764,541.0],[0.7765,286.0],[0.7766,4429.0],[0.7767,2807.0],[0.7768,3086.0],[0.7769,5023.0],[0.777,10090.0],[0.7771,13570.0],[0.7772,6371.0],[0.7773,4223.0]],""bids"":[[0.7763,540.0],[0.7762,903.0],[0.7761,5913.0],[0.776,4343.0],[0.7759,3777.0],[0.7758,8738.0],[0.7757,4717.0],[0.7756,6399.0],[0.7755,5005.0],[0.7754,4688.0]]}",34927.37,39180.7,-0.057394,1.29,0.775,9375.95,0.7777,12692.84,0.7733,0.7743,0.7754,2026-05-04T04:22:27.660291+00:00,2026-05-04T04:37:27.676000+00:00,2026-05-04T05:07:27.776384+00:00,0.7723,0.7774,0.18022657054583777,False,False,expired_60m,,,-0.2749538970578172,0.1664783206820961,-0.1908270865338198,0.0,0.04582809887565546,-0.3301488467681929,-2.179385770962706,0.15942972039950598,31.714250892885577,0.43293545287922164,0.55,,
