id,symbol,signal_type,close_reason,signal_price,entry_price,price_change_at_entry,entry_ts,entry_delay_sec,leverage,tp_pct,sl_pct,tp_price,sl_price,score,entry_score,min_score_at_entry,entry_mode,triggered_count,status,exit_price,exit_ts,pnl_pct,ml_label,price_15m,price_30m,price_60m,price_15m_ts,price_30m_ts,price_60m_ts,f_rsi_5m,f_large_sell_cluster,f_rsi,f_vwap_extension,f_volume_zscore,f_trade_imbalance,f_large_buy_cluster,f_price_acceleration,f_consecutive_greens,f_ob_bid_thinning,f_spread_expansion,f_momentum_loss,f_upper_wick,f_funding_rate,volume_24h_usdt,price_change_5m,price_change_1h,spread_pct,bid_depth_change_5m,btc_change_15m,funding_rate_at_signal,oi_change_pct_at_signal,trend_strength_1h,f_cvd_divergence,f_liquidation_cascade,realized_vol_1h,ob_snapshot,ob_bid_volume_top10,ob_ask_volume_top10,ob_imbalance_top10,ob_spread_bps,ob_bid_wall_price,ob_bid_wall_size,ob_ask_wall_price,ob_ask_wall_size,spread_pct_z,bid_depth_change_5m_z,realized_vol_1h_z,volume_24h_usdt_z,oi_change_pct_z,btc_change_1h,btc_change_4h,btc_change_24h,btc_adx_1h,btc_atr_pct_1h,recent_wr_20,ml_proba_at_signal
678,ONDOUSDT,overheated,tp_hit,0.3232,0.3231,-0.030940594059402537,2026-05-04T19:54:53.980302+00:00,30,10,10.0,10.0,0.319869,0.326331,50.0,47.2,45.0,direct,7,closed,0.3198,2026-05-04T20:17:31.125270+00:00,10.213556174559038,1,0.3225,,,2026-05-04T20:09:55.513686+00:00,,,72.0336574763597,31.0,69.87215656093603,0.5187038051549506,0.0,0.0,34.0,0.04934768623342063,1.0,1.75946719970042,0.03094538140182237,0.0,0.5000000000002776,0.0,0.0,0.12391573729864049,1.6347060672744365,0.03094538140182237,1.75946719970042,-0.08880839151742272,-2.08e-06,10.352832932519302,-1.0,1.0,0.6870208613953909,0.23482951516034298,"{""asks"":[[0.323,985.0],[0.3231,37884.0],[0.3232,28051.0],[0.3233,56642.0],[0.3234,92785.0],[0.3235,69076.0],[0.3236,92915.0],[0.3237,110445.0],[0.3238,82453.0],[0.3239,69231.0]],""bids"":[[0.3229,29440.0],[0.3228,102218.0],[0.3227,76106.0],[0.3226,95916.0],[0.3225,155032.0],[0.3224,198024.0],[0.3223,302305.0],[0.3222,250876.0],[0.3221,342636.0],[0.322,66154.0]]}",521774.6,207230.21,0.431471,3.1,0.3215,147607.08,0.3246,248752.99,-0.1401666856589717,-0.10515275854962197,-6.286139274730646,0.0,3.2671186526763516,-0.4775238138019126,-1.5375671232191677,0.15942972039950598,51.31273015538049,1.0982655698630013,0.5,
679,GIGGLEUSDT,overheated,tp_hit,39.48,39.54,0.15197568389058327,2026-05-04T19:56:33.993509+00:00,30,10,10.0,10.0,39.1446,39.9354,46.082953681653514,46.1,45.0,direct,7,closed,39.12,2026-05-04T20:32:41.822245+00:00,10.622154779969694,1,39.32,39.54,,2026-05-04T20:11:34.812682+00:00,2026-05-04T20:26:36.407576+00:00,,63.9510745275743,9.0,67.30019704286514,0.5177345224695915,2.674026034540428,0.6289560611231572,35.0,-0.10734129045833436,0.0,0.2604735912882325,0.025326073192364483,0.0,0.0,5e-05,0.0,1.127049180327863,3.3639947437582163,0.025326073192364483,0.2604735912882325,-0.08880839151742272,5e-05,0.027604270488370965,-1.0,-0.0,0.7642857142857142,0.3368635311337076,"{""asks"":[[39.52,1.298],[39.54,4.922],[39.55,6.356],[39.56,5.42],[39.57,5.419],[39.58,12.171],[39.59,34.871],[39.6,71.513],[39.61,5.991],[39.62,3.276]],""bids"":[[39.51,2.736],[39.5,3.877],[39.49,5.012],[39.48,11.099],[39.47,6.218],[39.46,7.01],[39.45,7.973],[39.44,10.339],[39.43,5.951],[39.42,4.072]]}",2536.86,5987.42,-0.404792,2.53,39.37,505.24,39.6,2831.91,-0.3555486956376239,0.7899296340466305,-0.4144641964962027,0.0,-0.6392321456743567,-0.4775238138019126,-1.5375671232191677,0.15942972039950598,51.31273015538049,1.0982655698630013,0.5,
680,BRUSDT,overheated,tp_hit,0.20821,0.20806,-0.07204264924836042,2026-05-04T20:09:00.602345+00:00,30,10,10.0,10.0,0.2059794,0.21014059999999998,47.43807954272163,40.4,45.0,direct,7,closed,0.20591,2026-05-04T20:15:41.948652+00:00,10.33355762760735,1,,,,,,,58.11251486289668,13.0,62.69677554531957,0.5653752869079727,4.104618412025523,0.0,8.0,-0.10980150264928093,5.0,-73.23053481594755,0.004802958622516271,0.0,0.7142857142856803,0.00015547,4395153.8311,1.3581929704994717,-0.1874098990869781,0.004802958622516271,-73.23053481594755,-0.07474327310542414,0.00015547,-0.056212814140686004,-0.3,1.0,0.0,0.22430706319023097,"{""asks"":[[0.20785,251.0],[0.20793,42.0],[0.20797,56.0],[0.208,130.0],[0.20802,65.0],[0.20803,286.0],[0.20807,127.0],[0.20808,73.0],[0.20809,88.0],[0.2081,967.0]],""bids"":[[0.20784,125.0],[0.20778,27.0],[0.20772,103.0],[0.20767,53.0],[0.20766,27.0],[0.20761,44.0],[0.2076,120.0],[0.20755,1030.0],[0.20754,1657.0],[0.2075,68.0]]}",675.43,433.77,0.217869,0.48,0.20733,822.06,0.20811,330.48,-1.0626803255214974,-1.8720013712527053,2.409595018705789,-0.41819236197827864,-0.021154137707704673,-0.17052921356011708,-0.02962233398993727,0.15942972039950598,44.429684956439445,1.1289955407237418,0.5,
681,4USDT,early_warning,tp_hit,0.015043,0.015043,0.0,2026-05-04T20:28:42.131688+00:00,30,10,10.0,10.0,0.01489257,0.01519343,45.06833302879516,45.0,45.0,direct,8,closed,0.014886,2026-05-04T20:33:13.491303+00:00,10.436747989097979,1,,,,,,,59.97205580747217,4.0,67.18918076708569,1.103928061806058,1.0778796902693433,0.5056511516125154,15.0,-0.23904322377144097,5.0,124.38086834491939,0.15302218821729452,0.0,6.900000000000243,0.00195724,0.0,1.820766210911061,3.5099793530626298,0.15302218821729452,124.38086834491939,-0.09290523665861912,0.00195724,-0.39696051157531687,-1.0,-0.0,0.5189586737338907,0.4245588547307653,"{""asks"":[[0.015048,6757.0],[0.015064,6638.0],[0.015065,13302.0],[0.01507,27044.0],[0.015075,51.0],[0.015076,596.0],[0.015081,13302.0],[0.015082,7377.0],[0.015088,1008.0],[0.015089,27044.0]],""bids"":[[0.015023,681.0],[0.015021,27044.0],[0.015019,1284.0],[0.015017,215.0],[0.015008,13302.0],[0.015007,50.0],[0.015005,3000.0],[0.015004,3000.0],[0.015003,9717.0],[0.015002,27044.0]]}",1280.88,1554.52,-0.096507,16.63,0.015021,406.23,0.015116,609.87,0.38194816853238,1.7343875163965243,-0.6175732918814137,0.0,-1.2347542507929687,-0.17052921356011708,-0.02962233398993727,0.15942972039950598,44.21196260082025,1.1289955407237418,0.55,
682,TONUSDT,overheated,sl_hit,1.4682,1.4678,-0.027244244653313987,2026-05-04T20:34:48.252425+00:00,30,10,10.0,10.0,1.453122,1.482478,46.91605215054258,42.6,45.0,direct,7,closed,1.4833,2026-05-04T20:49:59.769308+00:00,-10.56002180133538,0,1.4793,,,2026-05-04T20:49:49.758900+00:00,,,63.28037354494422,8.0,70.92780599427172,0.3020764775892483,2.705869751251184,0.7604146165751676,92.0,-0.16892788195632188,0.0,-0.9092637491117954,0.006835503605727398,0.0,0.0,3.522e-05,39366811.9651,0.0,1.3536026655560078,0.006835503605727398,-0.9092637491117954,0.13153880394717898,3.522e-05,0.053260528305394475,-1.0,-1.0,0.8016393442622951,0.1539922358681599,"{""asks"":[[1.4678,134.9],[1.4679,51.6],[1.468,12.2],[1.4681,12.2],[1.4682,89.6],[1.4683,97.7],[1.4684,217.0],[1.4685,120.6],[1.4686,586.7],[1.4687,452.8]],""bids"":[[1.4677,76.9],[1.4676,12.2],[1.4675,376.9],[1.4674,793.4],[1.4673,1432.0],[1.4672,1235.6],[1.4671,1254.3],[1.467,1352.4],[1.4669,1949.8],[1.4668,2683.1]]}",16382.04,2606.97,0.725423,0.68,1.4668,3935.57,1.4696,1751.76,-0.31985053411804537,1.5650350621200118,-0.5829317600811462,1.6020033904510116,-0.5125816023797799,-0.17052921356011708,-0.02962233398993727,0.15942972039950598,44.21196260082025,1.1289955407237418,0.6,
683,UBUSDT,overheated,sl_hit,0.12722,0.12684,-0.298695173714818,2026-05-04T20:49:00.311207+00:00,30,10,10.0,10.0,0.1255716,0.1281084,52.233513801339456,50.3,45.0,direct,8,closed,0.12819,2026-05-04T20:57:12.667742+00:00,-10.643330179753942,0,,,,,,,53.60026228968371,36.0,70.352517026933,2.6785599765913384,0.0,0.0,21.0,-0.5984645623247046,2.0,-47.82035259939205,0.10257624176430444,0.7,0.34615384615385847,0.00137786,0.0,2.555421201128582,1.056477877512112,0.10257624176430444,-47.82035259939205,0.1384823040650582,0.00137786,0.05218184693934906,1.0,1.0,0.34285714285714286,0.4912942848595953,"{""asks"":[[0.12712,520.0],[0.12717,140.0],[0.12718,230.0],[0.12719,610.0],[0.1272,570.0],[0.12721,260.0],[0.12722,230.0],[0.12723,900.0],[0.12724,430.0],[0.12725,280.0]],""bids"":[[0.12707,2430.0],[0.12704,2540.0],[0.12703,780.0],[0.12702,230.0],[0.12701,410.0],[0.127,1010.0],[0.12699,230.0],[0.12698,230.0],[0.12697,230.0],[0.12696,650.0]]}",1110.24,530.43,0.353397,3.93,0.1269,1086.26,0.1273,463.37,0.15479855753398525,0.2615971235736117,0.10483987757281799,0.0,0.6859667807093756,-0.17052921356011708,-0.02962233398993727,0.15942972039950598,44.378033695955416,1.1289955407237418,0.6,
684,FHEUSDT,overheated,tp_hit,0.0239,0.02391,0.041841004184098717,2026-05-04T20:49:01.343822+00:00,30,10,10.0,10.0,0.0236709,0.0241491,48.78087398911198,46.5,45.0,direct,8,closed,0.02365,2026-05-04T20:50:37.028355+00:00,10.874111250522784,1,,,,,,,68.70174356644736,4.0,68.93950307755958,1.1886755620386915,1.574717514731415,0.5124494290049765,27.0,0.17416948429589316,5.0,2.813366283251832,0.16722408026755173,0.0,0.8000000000000069,5e-05,0.0,1.6156462585034095,5.239982386613827,0.16722408026755173,2.813366283251832,0.1384823040650582,5e-05,-0.5084675784022668,-1.0,-0.0,0.6565729673653844,0.3786518682375902,"{""asks"":[[0.02391,1610.0],[0.02392,2133.0],[0.02393,10626.0],[0.02394,5457.0],[0.02395,24312.0],[0.02396,2861.0],[0.02397,18604.0],[0.02398,23215.0],[0.02399,36279.0],[0.024,71202.0]],""bids"":[[0.02388,231.0],[0.02387,10156.0],[0.02386,1121.0],[0.02385,22854.0],[0.02384,3554.0],[0.02383,24854.0],[0.02382,3947.0],[0.02381,34350.0],[0.0238,34498.0],[0.02379,21318.0]]}",3736.85,4707.07,-0.114902,12.55,0.02375,1903.82,0.024,1708.85,1.341791378821697,0.06290923362299641,1.5557672533573796,0.0,-0.6872045058859678,-0.17052921356011708,-0.02962233398993727,0.15942972039950598,44.378033695955416,1.1289955407237418,0.6,
685,LUNA2USDT,early_warning,tp_hit,0.07538,0.07538,0.0,2026-05-04T20:56:03.529177+00:00,30,10,10.0,10.0,0.0746262,0.0761338,47.36528970069772,41.3,45.0,direct,6,closed,0.07462,2026-05-04T21:13:17.511219+00:00,10.082249933669365,1,0.07511,,,2026-05-04T21:11:07.444077+00:00,,,62.187858191184596,10.0,68.10547190994664,0.514834173350093,0.0,0.0,11.0,-0.17323484616852436,0.0,-45.84219794175327,0.013265238442655862,0.0,0.0,0.0001,0.0,0.6005605231549526,1.1944705408669816,0.013265238442655862,-45.84219794175327,0.1384823040650582,0.0001,0.17334796501626923,-1.0,1.0,0.6390438247011578,0.21749907415387243,"{""asks"":[[0.07539,154.2],[0.07541,3730.4],[0.07542,2741.7],[0.07543,3315.1],[0.07544,4461.0],[0.07545,2980.9],[0.07546,4958.6],[0.07547,2592.8],[0.07548,2592.8],[0.07549,5013.0]],""bids"":[[0.07538,1132.5],[0.07537,512.6],[0.07535,784.3],[0.07534,4703.1],[0.07533,3081.5],[0.07532,3058.0],[0.07531,3683.2],[0.0753,3325.1],[0.07529,3058.0],[0.07528,11778.5]]}",2644.57,2455.21,0.037132,1.33,0.07527,2379.74,0.07552,2026.91,-0.26584676034970806,-1.8590487616134965,-2.247213956311308,0.0,0.596737298873385,-0.17052921356011708,-0.02962233398993727,0.15942972039950598,44.378033695955416,1.1289955407237418,0.6,
686,NAORISUSDT,early_warning,sl_hit,0.134266,0.134334,0.05064573309699589,2026-05-04T20:56:58.311327+00:00,30,10,10.0,10.0,0.13299066,0.13567734,45.66005194280165,32.6,45.0,direct,9,closed,0.135765,2026-05-04T21:13:07.490991+00:00,-10.652552592791011,0,0.13502,,,2026-05-04T21:12:02.462608+00:00,,,64.09277710272178,5.0,65.52749060461542,0.2418356829257071,0.0,0.38533917756763236,17.0,0.028673456369029914,3.0,-46.277422300106394,0.028303924562600266,0.0,10.277777777766984,0.00068886,0.0,-0.1427955197905649,1.468388851121687,0.028303924562600266,-46.277422300106394,0.1384823040650582,0.00068886,-0.11933233806501865,-1.0,-1.0,0.8043478260869565,0.2635393440392949,"{""asks"":[[0.134541,800.0],[0.13455,50.0],[0.134574,140.0],[0.134583,170.0],[0.134589,50.0],[0.13459,130.0],[0.134593,170.0],[0.134596,120.0],[0.134604,130.0],[0.134606,170.0]],""bids"":[[0.134479,520.0],[0.134463,100.0],[0.134456,740.0],[0.134455,1060.0],[0.134447,910.0],[0.134444,130.0],[0.134443,1490.0],[0.134442,12610.0],[0.134438,170.0],[0.134433,50.0]]}",2390.43,259.72,0.803996,4.61,0.134442,1695.31,0.134541,107.63,-0.6075015345563778,-0.14695808599806529,0.2761843142868951,0.0,-1.1809528724287315,-0.17052921356011708,-0.02962233398993727,0.15942972039950598,44.378033695955416,1.1289955407237418,0.6,
687,1000TAGUSDT,early_warning,tp_hit,1.388,1.3882,0.014409221902031703,2026-05-04T21:01:43.702710+00:00,30,10,10.0,10.0,1.3743180000000002,1.402082,45.04744235962098,38.4,45.0,direct,6,closed,1.369,2026-05-04T21:05:04.286060+00:00,13.830860106612954,1,,,,,,,45.719412097204355,23.0,61.00078016766824,2.651270490137285,0.0,0.0,12.0,0.1785849090226671,1.0,-47.21547398240604,0.04301691998852408,0.0,4.461538461538593,0.00062664,0.0,0.03603603603603207,-7.445109780439115,0.04301691998852408,-47.21547398240604,-0.030041382003710107,0.00062664,-2.8922931229475806,-1.0,1.0,0.8,1.322311091288241,"{""asks"":[[1.3885,4.0],[1.389,51.0],[1.3891,22.0],[1.3892,26.0],[1.3893,53.0],[1.3894,476.0],[1.3895,15.0],[1.3897,67.0],[1.3899,71.0],[1.39,4.0]],""bids"":[[1.3864,27.0],[1.3862,12.0],[1.3861,53.0],[1.386,115.0],[1.3859,12.0],[1.3858,476.0],[1.3857,12.0],[1.3855,7.0],[1.3852,12.0],[1.3851,107.0]]}",1154.35,1096.25,0.025812,15.14,1.3858,659.64,1.3915,1042.23,-2.0991446971092373,-0.21777523744037813,1.5883401457325599,0.0,-1.036040103259427,-0.025404763891355008,-0.02962233398993727,0.15942972039950598,28.47617076385911,1.0623652624910391,0.6,
688,1000LUNCUSDT,overheated,tp_hit,0.10299,0.10288,-0.10680648606660743,2026-05-04T21:02:17.103102+00:00,30,10,10.0,10.0,0.1018512,0.1039088,50.44329175822787,39.3,45.0,direct,7,closed,0.10175,2026-05-04T21:11:05.078801+00:00,10.983670295489949,1,,,,,,,69.88116576415358,23.0,74.07172742671358,1.1314091311275087,0.0,0.31541709478466995,66.0,-0.18181746001036947,0.0,-64.64299724883129,0.00971015196387447,0.0,0.9999999999993061,0.0001,22438856.6543,1.2286219775899363,2.0835400337334957,0.00971015196387447,-64.64299724883129,-0.030041382003710107,0.0001,1.2010921556106988,-1.0,-0.0,0.7491802880554801,0.33136820720425303,"{""asks"":[[0.10273,859.0],[0.10274,331.0],[0.10275,431.0],[0.10276,1705.0],[0.10277,1271.0],[0.10278,1326.0],[0.10279,2187.0],[0.1028,1272.0],[0.10281,2036.0],[0.10282,2678.0]],""bids"":[[0.10272,1062.0],[0.10271,238.0],[0.1027,154.0],[0.10269,100.0],[0.10268,9958.0],[0.10267,1274.0],[0.10266,2928.0],[0.10265,4007.0],[0.10264,10935.0],[0.10263,1479.0]]}",3298.97,1448.89,0.389667,0.97,0.10255,1733.71,0.10288,1136.82,-0.45330674188253983,0.16037542536608587,-2.5529428303847994,1.7271461602188203,3.9812835543512772,-0.025404763891355008,-0.02962233398993727,0.15942972039950598,28.47617076385911,1.0623652624910391,0.6,
689,ZECUSDT,overheated,sl_hit,416.45,416.39,-0.014407491895786356,2026-05-04T21:05:58.672048+00:00,30,10,10.0,10.0,412.2261,420.5539,49.00522611433448,43.6,45.0,direct,7,closed,421.88,2026-05-04T21:15:42.552956+00:00,-13.18475467710562,0,,,,,,,65.69124189851783,16.0,72.408223543486,0.24117231594078362,2.0530120099969715,0.27030344022933184,32.0,0.047977424135759256,2.0,4.363789843035316,0.002398455394723615,0.0,0.9615384615384952,0.0001,0.0,0.019213680140256043,1.433369025601087,0.002398455394723615,4.363789843035316,-0.030041382003710107,0.0001,0.5840005414224738,-1.0,-0.0,0.6772958696122207,0.1092440563732024,"{""asks"":[[416.49,8.0],[416.5,17.56],[416.51,2.08],[416.52,3.26],[416.53,1.0],[416.54,6.05],[416.55,15.09],[416.57,1.29],[416.58,1.09],[416.59,2.6]],""bids"":[[416.48,0.04],[416.45,0.38],[416.44,0.02],[416.43,0.04],[416.42,0.02],[416.41,0.84],[416.4,0.06],[416.39,1.98],[416.38,1.62],[416.37,0.02]]}",2090.31,24166.77,-0.840781,0.24,416.32,2835.14,416.5,7313.74,-1.899312389528417,0.6262147067696532,-0.013845678056168292,0.0,2.3591804330107258,-0.025404763891355008,-0.02962233398993727,0.15942972039950598,28.812545441868462,1.0623652624910391,0.65,
690,SPACEUSDT,overheated,sl_hit,0.007598,0.007606,0.10529086601737554,2026-05-04T21:07:03.726420+00:00,30,10,10.0,10.0,0.00752994,0.00768206,49.07997017201095,43.1,45.0,direct,7,closed,0.007687,2026-05-04T21:36:53.969643+00:00,-10.649487246910379,0,0.007586,,,2026-05-04T21:22:08.335632+00:00,,,69.44342993418923,3.0,78.58779985350785,0.6472067721725969,1.834130518550473,0.0,1.0,-0.10063511695142742,4.0,-45.56751293076022,0.026322716504346744,0.0,1.000000000000289,5e-05,0.0,0.4760645331922715,2.12137486573577,0.026322716504346744,-45.56751293076022,-0.030041382003710107,5e-05,0.028448217724066874,0.3,1.0,0.7002495701846791,0.13570690835086865,"{""asks"":[[0.007608,7330.0],[0.00761,13840.0],[0.007611,6490.0],[0.007612,36540.0],[0.007613,30470.0],[0.007614,9530.0],[0.007615,6560.0],[0.007616,96580.0],[0.007617,33870.0],[0.007618,20930.0]],""bids"":[[0.007605,1490.0],[0.007604,2210.0],[0.007603,10510.0],[0.007602,9930.0],[0.007601,6460.0],[0.0076,7190.0],[0.007599,6460.0],[0.007598,11190.0],[0.007597,26140.0],[0.007596,47190.0]]}",978.43,1996.1,-0.342127,3.94,0.007595,784.49,0.007616,735.55,0.31165492417368773,-0.9883080736239015,1.2778242196787752,0.0,0.5970501268401492,-0.025404763891355008,-0.02962233398993727,0.15942972039950598,28.812545441868462,1.0623652624910391,0.65,
691,NOTUSDT,early_warning,sl_hit,0.000431,0.0004311,0.023201856148492444,2026-05-04T21:12:29.245080+00:00,30,10,10.0,10.0,0.000426789,0.000435411,47.27079025304685,25.6,45.0,direct,7,closed,0.0004356,2026-05-04T21:25:05.886125+00:00,-10.438413361169104,0,,,,,,,67.02797787736077,4.0,77.1426885935891,0.4474055980536418,0.12685834103041763,0.5730688001534605,19.0,-0.08408332290913687,2.0,-49.10864506211575,0.023204548091426483,0.0,0.0,5e-05,0.0,0.5834305717619619,0.8194802154062353,0.023204548091426483,-49.10864506211575,-0.030041382003710107,5e-05,-0.11711154437102914,-1.0,-0.0,0.8714285714285714,0.14447722627013446,"{""asks"":[[0.000431,5140.0],[0.0004312,93120.0],[0.0004313,93120.0],[0.0004314,383520.0],[0.0004315,293330.0],[0.0004316,642530.0],[0.0004317,499890.0],[0.0004318,1148710.0],[0.0004319,1741260.0],[0.000432,1422920.0]],""bids"":[[0.0004308,557060.0],[0.0004307,766360.0],[0.0004306,1280780.0],[0.0004305,1464330.0],[0.0004304,1634710.0],[0.0004303,3253870.0],[0.0004302,3212500.0],[0.0004301,3413320.0],[0.00043,9154620.0],[0.0004299,8452410.0]]}",14275.93,2730.44,0.678892,4.64,0.0004289,10055.7,0.0004323,3702.01,-0.7332408791421993,-2.4551115877480156,-0.275502231565053,0.0,-0.375520967562313,-0.025404763891355008,-0.02962233398993727,0.15942972039950598,28.846963589065403,1.0623652624910391,0.65,
692,HIGHUSDT,overheated,tp_hit,0.20993,0.20991,-0.009526985185534343,2026-05-04T21:12:52.293567+00:00,30,10,10.0,10.0,0.20781090000000002,0.2120091,49.976360973173804,43.0,45.0,direct,7,closed,0.20781,2026-05-04T22:55:12.119517+00:00,10.004287551808007,1,0.21002,0.20996,0.20977,2026-05-04T21:27:54.682903+00:00,2026-05-04T21:42:56.311292+00:00,2026-05-04T22:12:53.574012+00:00,46.24305156872621,8.0,61.78868183821718,0.06552202938304826,2.2766976365982337,0.0,9.0,-0.013367244935020428,0.0,-54.82537201853229,0.05241714517167889,0.0,0.0,9.64e-06,0.0,0.11445467118127617,-0.18544935805990193,0.05241714517167889,-54.82537201853229,-0.030041382003710107,9.64e-06,-0.08210887201558577,1.0,1.0,0.6785102332222848,0.06899323496952096,"{""asks"":[[0.21011,1479.8],[0.21014,379.2],[0.21017,1189.5],[0.21018,141.2],[0.21021,185.5],[0.2103,147.5],[0.21032,379.6],[0.21033,148.0],[0.21035,379.6],[0.21036,142.8]],""bids"":[[0.21001,66.3],[0.20999,50.7],[0.20998,314.6],[0.20995,141.2],[0.20993,92.1],[0.20992,200.0],[0.20991,148.0],[0.20989,244.5],[0.20988,200.0],[0.20987,3561.8]]}",1053.47,961.15,0.045825,4.76,0.20986,2504.13,0.21011,310.92,7.7627130040102905,-2.374132391206429,-0.47974960341389006,0.0,-0.8683512913882037,-0.025404763891355008,-0.02962233398993727,0.15942972039950598,28.846963589065403,1.0623652624910391,0.65,
693,NEARUSDT,overheated,tp_hit,1.2755,1.2753,-0.0156801254410018,2026-05-04T21:13:47.443879+00:00,30,10,10.0,10.0,1.262547,1.2880530000000001,49.72857942438228,53.4,45.0,direct,7,closed,1.2617,2026-05-04T22:31:12.329234+00:00,10.664157453148322,1,1.2775,1.2789,1.2835,2026-05-04T21:28:48.739002+00:00,2026-05-04T21:43:49.384792+00:00,2026-05-04T22:13:51.419479+00:00,56.078930983023646,31.0,72.12122140835105,0.222643062573004,2.6660912881719425,0.0,14.0,0.058115454141932615,5.0,0.7179654300153477,0.007847753580536708,0.0,0.0,0.0,0.0,0.28304111958487677,0.20449897750510743,0.007847753580536708,0.7179654300153477,-0.030041382003710107,-4.988e-05,-0.00665834666529973,1.0,1.0,0.7131191117188087,0.057024920883417284,"{""asks"":[[1.2751,1073.3],[1.2752,1753.4],[1.2753,2320.5],[1.2754,2354.2],[1.2755,1530.5],[1.2756,1898.1],[1.2757,2850.9],[1.2758,7122.1],[1.2759,950.8],[1.276,1443.3]],""bids"":[[1.275,2029.9],[1.2749,560.1],[1.2748,285.6],[1.2747,1181.7],[1.2746,1715.8],[1.2745,1730.3],[1.2744,643.9],[1.2743,632.0],[1.2742,1166.7],[1.2741,1679.5]]}",14817.22,29717.79,-0.334581,0.78,1.2732,8192.79,1.2758,9086.38,-2.9722812624306,-0.8827973327427024,-0.6628334670197601,0.0,0.4495428731746144,-0.025404763891355008,-0.02962233398993727,0.15942972039950598,28.846963589065403,1.0623652624910391,0.65,
694,HUSDT,early_warning,sl_hit,0.1988,0.19844,-0.18108651911468773,2026-05-04T21:14:10.070499+00:00,30,10,10.0,10.0,0.1964556,0.2004244,45.88366407076237,20.6,45.0,direct,7,closed,0.20048,2026-05-05T00:16:14.305228+00:00,-10.280185446482495,0,0.19745,0.1995,0.19799,2026-05-04T21:29:12.428274+00:00,2026-05-04T21:44:12.864821+00:00,2026-05-04T22:14:14.544732+00:00,70.85886844240798,5.0,70.62682364810172,0.05647820004039704,0.0,0.0,4.0,-0.08257068832190304,0.0,-35.21570316041016,0.010056821038865715,0.0,0.8571428571427439,5e-05,0.0,0.030190198248970762,1.221747098350634,0.010056821038865715,-35.21570316041016,-0.030041382003710107,5e-05,-0.025035175625367855,-1.0,1.0,0.6875661078849634,0.11886342466668419,"{""asks"":[[0.19825,1490.0],[0.19826,10460.0],[0.19827,13920.0],[0.19828,60.0],[0.19831,390.0],[0.19833,2620.0],[0.19835,1100.0],[0.19837,680.0],[0.19838,1280.0],[0.19839,1070.0]],""bids"":[[0.19824,710.0],[0.1982,30.0],[0.19819,130.0],[0.19818,390.0],[0.19817,470.0],[0.19816,1010.0],[0.19815,830.0],[0.19814,950.0],[0.19812,2720.0],[0.19811,2570.0]]}",1943.76,6557.25,-0.542699,0.5,0.19799,1645.3,0.19827,2759.92,-0.7254504029300136,1.9214131191385948,-0.958508057090042,0.0,-0.25973596525995724,-0.025404763891355008,-0.02962233398993727,0.15942972039950598,28.846963589065403,1.0623652624910391,0.65,
695,GRASSUSDT,early_warning,sl_hit,0.34076,0.34076,0.0,2026-05-04T21:16:44.292745+00:00,30,10,10.0,10.0,0.3373524,0.3441676,47.57812163537467,43.8,45.0,direct,9,closed,0.34437,2026-05-04T22:05:57.660522+00:00,-10.593966427984512,0,0.33912,0.33968,,2026-05-04T21:31:45.559712+00:00,2026-05-04T21:46:46.431492+00:00,,64.2610907932683,4.0,68.56570276861923,0.2990198828584514,0.111640491219902,0.6813903929350847,18.0,-0.05247342741095025,5.0,0.21738627819634956,0.014672437825543097,0.0,2.857142857141951,3.81e-06,0.0,0.22058174759566732,1.0881489607732697,0.014672437825543097,0.21738627819634956,-0.22305928431190242,3.81e-06,0.1677765791342558,-1.0,-0.0,0.6506841560119229,0.13342139743897374,"{""asks"":[[0.34073,353.0],[0.34075,22.0],[0.3408,2.0],[0.34089,178.0],[0.3409,343.0],[0.34093,217.0],[0.34094,217.0],[0.34099,161.0],[0.34101,295.0],[0.34103,315.0]],""bids"":[[0.3407,323.0],[0.34067,194.0],[0.34065,372.0],[0.34061,161.0],[0.34059,96.0],[0.34057,312.0],[0.34056,533.0],[0.34055,96.0],[0.34053,257.0],[0.3405,161.0]]}",853.2,716.95,0.086774,0.88,0.34056,181.52,0.34117,233.02,-0.6835132445822981,-0.16674953455481986,1.3297360099454245,0.0,1.777501821076041,-0.025404763891355008,-0.02962233398993727,0.15942972039950598,28.846963589065403,1.0623652624910391,0.65,
